timestamp,reviews,rating,sentiment
2021-07-23,neutral,2,3
2021-10-27,omg fantastic,5,5
2019-05-09,mediocre,5,2
2019-02-27,"terrible UI, deleted",3,1
2019-02-20,amazing app i recommend,1,5
2021-11-13,"cant be that bad, but its not perfectnever again using",3,3
2018-07-24,amazing app i recommend,4,5
2017-12-04,very good,5,5
2017-10-31,"terrible , so slowcant believe how bad it is",5,1
2017-10-31,wish it had a easier way to load with money,5,3
2017-04-10,"i dont hate it, but i dont love it either..",4,3
2021-04-09,trash app,2,1
2023-01-14,perfection,3,5
2020-04-06,mediocre,4,2
2023-06-09,uauh terrible,4,1
2021-05-15,bad app,2,1
2019-12-03,recommend having good phone otherwise will be harddoes the job,3,4
2018-04-25,bad app,3,1
2020-10-22,trash app,2,1
2019-08-03,"terrible , so slowcant believe how bad it is",3,1
2017-06-12,excellent,1,5
2021-06-18,"cant be that bad, but its not perfectnever again using",4,3
2017-12-20,3 out of 5 i guess,5,3
2020-07-03,GREAT APP,4,5
2019-11-17,trash app,1,1
2019-12-01,good,5,4
2021-09-21,3 out of 5 i guess,4,3
2020-10-22,perfect and easy to use,1,5
2023-04-22,amazing app i recommend,4,5
2022-09-04,mediocre,3,2
2019-11-05,neutral,2,3
2021-06-10,"terrible , so slowcant believe how bad it is",2,1
2020-03-08,3 out of 5 i guess,1,3
2019-07-18,good,5,4
2018-05-31,mediocre,4,2
2022-10-12,recommend having good phone otherwise will be harddoes the job,1,4
2017-11-08,wow so good,4,5
2020-02-05,neutral,2,3
2017-01-11,good,4,4
2020-05-30,wow so good,3,5
2018-07-29,perfection,4,5
2021-01-30,"terrible UI, deleted",4,1
2017-12-12,recommend having good phone otherwise will be harddoes the job,2,4
2018-02-24,very bad,1,1
2020-07-23,omg fantastic,3,5
2023-04-23,mediocre,2,2
2019-06-14,hard to tell sometimes good sometimes badnot good not bad.. does the job,5,3
2019-06-28,very bad,5,1
2020-11-16,very good,4,5
2020-02-25,hard to tell sometimes good sometimes badnot good not bad.. does the job,5,3
2021-02-27,3 out of 5 i guess,5,3
2018-04-02,amazing app i recommend,1,5
2019-04-13,recommend having good phone otherwise will be harddoes the job,3,4
2018-06-12,recommend having good phone otherwise will be harddoes the job,2,4
2017-04-20,very bad,3,1
2023-12-15,good,1,4
2023-04-14,trash app,1,1
2020-06-26,"terrible UI, deleted",4,1
2023-07-06,wow so good,4,5
2022-09-23,uauh terrible,5,1
2017-12-17,perfection,2,5
2017-04-13,wow so good,1,5
2017-08-02,very good,4,5
2018-05-05,bad,2,1
2021-09-11,3 out of 5 i guess,1,3
2018-10-22,trash app,1,1
2018-03-24,2 out of 5dont even install,4,1
2019-06-16,perfect to buy and sell easily,1,5
2019-01-25,perfect and easy to use,4,5
2021-12-20,bad app,1,1
2017-07-25,3 out of 5 i guess,1,3
2021-12-20,bad app,2,1
2020-04-15,neutral,4,3
2019-05-27,very good,5,5
2023-05-18,bad,5,1
2021-06-02,wish it had a easier way to load with money,4,3
2018-06-19,trash app,4,1
2023-06-26,amazing app i recommend,5,5
2018-03-23,excellent,4,5
2021-10-17,amazing app i recommend,2,5
2019-12-29,very good,4,5
2017-03-10,neutral,4,3
2018-02-03,wish it had a easier way to load with money,5,3
2020-05-15,3 out of 5 i guess,3,3
2019-07-19,perfect and easy to use,3,5
2023-07-21,good,3,4
2019-12-13,perfect and easy to use,1,5
2018-11-10,omg fantastic,2,5
2021-06-11,"terrible , so slowcant believe how bad it is",3,1
2022-03-20,soooo good,5,4
2017-07-23,"terrible , so slowcant believe how bad it is",2,1
2020-07-31,hard to tell sometimes good sometimes badnot good not bad.. does the job,2,3
2017-03-19,perfect to buy and sell easily,5,5
2023-11-24,good,4,4
2023-07-20,mediocre,1,2
2017-04-06,2 out of 5dont even install,3,1
2020-11-19,good,5,4
2022-02-19,"terrible , so slowcant believe how bad it is",3,1
2021-02-23,soooo good,2,4
2020-01-10,recommend having good phone otherwise will be harddoes the job,1,4
2017-07-01,amazing app i recommend,5,5
2017-02-04,hard to tell sometimes good sometimes badnot good not bad.. does the job,4,3
2022-08-28,hard to tell sometimes good sometimes badnot good not bad.. does the job,5,3
2019-12-13,amazing app i recommend,5,5
2019-06-11,excellent,4,5
2018-12-15,wow so good,4,5
2023-08-15,bad,4,1
2023-06-20,good,5,4
2021-08-02,wow so good,4,5
2021-10-30,perfect and easy to use,2,5
2017-06-16,"terrible UI, deleted",3,1
2021-05-23,3 out of 5 i guess,2,3
2017-06-30,3 out of 5 i guess,1,3
2019-02-23,"i dont hate it, but i dont love it either..",2,3
2017-10-07,amazing app i recommend,5,5
2020-02-29,hard to tell sometimes good sometimes badnot good not bad.. does the job,2,3
2019-12-14,uauh terrible,2,1
2023-06-16,soooo good,2,4
2020-03-26,bad,2,1
2020-04-23,omg fantastic,5,5
2023-01-17,perfect and easy to use,3,5
2017-05-22,very bad,4,1
2023-02-01,amazing app i recommend,3,5
2020-04-26,omg fantastic,2,5
2018-08-30,perfection,3,5
2022-06-18,very good,5,5
2017-01-19,3 out of 5 i guess,1,3
2022-02-05,omg fantastic,1,5
2022-03-01,"i dont hate it, but i dont love it either..",5,3
2023-09-03,recommend having good phone otherwise will be harddoes the job,4,4
2023-04-12,GREAT APP,2,5
2020-07-03,"terrible , so slowcant believe how bad it is",1,1
2023-07-28,"cant be that bad, but its not perfectnever again using",1,3
2020-07-20,bad app,2,1
2023-12-19,trash app,5,1
2017-11-04,amazing app i recommend,5,5
2018-04-04,wow so good,5,5
2022-03-12,excellent,2,5
2018-07-17,perfection,1,5
2017-06-15,perfect to buy and sell easily,5,5
2023-05-12,omg fantastic,3,5
2018-10-15,2 out of 5dont even install,2,1
2020-05-13,uauh terrible,3,1
2021-07-07,trash app,2,1
2022-01-28,mediocre,3,2
2020-12-05,mediocre,3,2
2021-04-23,omg fantastic,5,5
2020-08-14,uauh terrible,2,1
2019-09-06,"terrible UI, deleted",2,1
2017-07-03,"i dont hate it, but i dont love it either..",4,3
2022-03-27,GREAT APP,4,5
2021-12-01,"i dont hate it, but i dont love it either..",4,3
2022-07-29,very bad,5,1
2019-10-12,GREAT APP,1,5
2017-01-05,"terrible , so slowcant believe how bad it is",5,1
2020-05-29,"terrible UI, deleted",4,1
2018-11-09,wow so good,4,5
2021-01-26,wow so good,4,5
2018-10-16,soooo good,2,4
2018-09-24,recommend having good phone otherwise will be harddoes the job,2,4
2019-04-22,wow so good,3,5
2018-05-07,hard to tell sometimes good sometimes badnot good not bad.. does the job,5,3
2019-06-28,trash app,5,1
2022-03-06,mediocre,3,2
2017-11-02,good,5,4
2022-06-03,wow so good,1,5
2022-08-28,perfect to buy and sell easily,5,5
2018-07-26,perfect to buy and sell easily,4,5
2023-12-21,good,1,4
2020-12-24,mediocre,4,2
2023-08-11,excellent,1,5
2023-12-11,perfect and easy to use,3,5
2019-11-03,excellent,2,5
2018-07-13,"cant be that bad, but its not perfectnever again using",4,3
2019-04-09,bad app,4,1
2021-10-29,perfect and easy to use,4,5
2021-04-23,2 out of 5dont even install,4,1
2017-03-29,"terrible UI, deleted",2,1
2021-07-02,bad,2,1
2021-10-05,wish it had a easier way to load with money,4,3
2023-07-12,3 out of 5 i guess,5,3
2023-12-19,recommend having good phone otherwise will be harddoes the job,5,4
2018-08-02,perfect and easy to use,5,5
2019-08-26,amazing app i recommend,5,5
2017-02-19,recommend having good phone otherwise will be harddoes the job,1,4
2018-02-12,GREAT APP,5,5
2017-11-22,perfect and easy to use,4,5
2018-08-13,uauh terrible,3,1
2018-06-03,perfect and easy to use,2,5
2019-11-01,wow so good,4,5
2021-04-28,bad,3,1
2019-09-05,very bad,2,1
2017-03-27,3 out of 5 i guess,5,3
2017-10-04,very bad,1,1
2023-11-20,mediocre,5,2
2017-05-09,bad,5,1
2018-09-20,"i dont hate it, but i dont love it either..",2,3
2021-10-08,3 out of 5 i guess,5,3
2017-04-27,hard to tell sometimes good sometimes badnot good not bad.. does the job,1,3
2018-10-22,bad,2,1
2017-08-29,trash app,3,1
2023-09-04,recommend having good phone otherwise will be harddoes the job,5,4
2019-01-25,omg fantastic,1,5
2021-04-13,amazing app i recommend,2,5
2017-01-11,"i dont hate it, but i dont love it either..",2,3
2017-11-14,3 out of 5 i guess,5,3
2023-01-10,excellent,4,5
2022-10-30,wish it had a easier way to load with money,2,3
2019-06-24,uauh terrible,4,1
2023-10-21,neutral,1,3
2020-04-05,GREAT APP,4,5
2022-05-09,excellent,1,5
2021-02-01,"cant be that bad, but its not perfectnever again using",5,3
2018-10-19,wish it had a easier way to load with money,4,3
2023-07-30,"cant be that bad, but its not perfectnever again using",1,3
2022-04-12,recommend having good phone otherwise will be harddoes the job,1,4
2017-09-02,neutral,2,3
2020-07-17,very good,1,5
2023-01-07,hard to tell sometimes good sometimes badnot good not bad.. does the job,3,3
2019-11-05,neutral,5,3
2018-05-21,wow so good,1,5
2023-03-09,perfect to buy and sell easily,2,5
2022-07-12,very bad,3,1
2023-12-20,"terrible UI, deleted",3,1
2020-04-17,hard to tell sometimes good sometimes badnot good not bad.. does the job,1,3
2021-09-15,very bad,4,1
2022-07-24,soooo good,3,4
2020-09-04,bad,3,1
2018-01-12,trash app,2,1
2020-09-01,good,2,4
2017-12-02,wish it had a easier way to load with money,1,3
2018-02-28,"cant be that bad, but its not perfectnever again using",2,3
2022-08-26,excellent,3,5
2022-06-17,2 out of 5dont even install,3,1
2017-07-31,amazing app i recommend,4,5
2023-01-19,bad,3,1
2017-02-12,perfect and easy to use,1,5
2017-01-10,3 out of 5 i guess,1,3
2021-09-02,bad,1,1
2018-12-06,excellent,5,5
2017-08-05,perfect and easy to use,3,5
2020-11-29,very good,1,5
2021-08-05,wow so good,2,5
2022-12-27,wish it had a easier way to load with money,4,3
2017-06-16,wow so good,5,5
2022-03-24,"i dont hate it, but i dont love it either..",5,3
2021-06-25,"cant be that bad, but its not perfectnever again using",3,3
2019-11-18,neutral,2,3
2017-08-06,omg fantastic,1,5
2023-11-16,wish it had a easier way to load with money,1,3
2017-04-27,wish it had a easier way to load with money,2,3
2018-09-20,"terrible UI, deleted",3,1
2020-04-21,perfect to buy and sell easily,1,5
2019-01-01,very bad,3,1
2023-04-18,uauh terrible,3,1
2023-03-26,3 out of 5 i guess,1,3
2023-07-05,"terrible UI, deleted",3,1
2018-03-26,recommend having good phone otherwise will be harddoes the job,4,4
2019-11-30,very good,1,5
2017-09-11,hard to tell sometimes good sometimes badnot good not bad.. does the job,3,3
2022-12-09,excellent,1,5
2021-09-17,"cant be that bad, but its not perfectnever again using",1,3
2022-08-05,"cant be that bad, but its not perfectnever again using",2,3
2022-08-31,wish it had a easier way to load with money,4,3
2017-05-04,bad,1,1
2023-05-26,GREAT APP,5,5
2019-06-27,very good,2,5
2022-10-07,very good,2,5
2023-06-09,recommend having good phone otherwise will be harddoes the job,4,4
2023-08-16,"terrible UI, deleted",3,1
2018-04-14,"terrible UI, deleted",2,1
2019-03-01,"terrible UI, deleted",4,1
2018-09-09,very bad,3,1
2023-03-14,very good,5,5
2021-11-11,omg fantastic,4,5
2020-12-11,perfect and easy to use,5,5
2021-05-22,neutral,1,3
2018-06-05,"i dont hate it, but i dont love it either..",1,3
2020-09-19,neutral,5,3
2022-05-22,perfect to buy and sell easily,3,5
2023-01-08,recommend having good phone otherwise will be harddoes the job,4,4
2019-04-22,hard to tell sometimes good sometimes badnot good not bad.. does the job,4,3
2023-06-19,bad,1,1
2019-04-04,perfect and easy to use,4,5
2019-06-03,excellent,3,5
2018-04-14,excellent,3,5
2021-01-02,omg fantastic,4,5
2018-08-26,omg fantastic,2,5
2022-04-02,good,3,4
2017-09-28,"i dont hate it, but i dont love it either..",1,3
2020-12-07,"terrible , so slowcant believe how bad it is",2,1
2021-05-05,amazing app i recommend,4,5
2017-03-10,GREAT APP,1,5
2022-03-18,recommend having good phone otherwise will be harddoes the job,3,4
2020-12-27,perfection,1,5
2022-11-05,omg fantastic,5,5
2017-01-18,GREAT APP,4,5
2023-03-24,3 out of 5 i guess,3,3
2022-05-26,excellent,2,5
2023-12-25,trash app,4,1
2023-12-02,amazing app i recommend,2,5
2017-05-21,uauh terrible,3,1
2018-08-12,very bad,2,1
2017-06-17,perfection,2,5
2019-08-01,omg fantastic,1,5
2018-11-08,excellent,2,5
2020-08-08,"i dont hate it, but i dont love it either..",2,3
2023-09-23,recommend having good phone otherwise will be harddoes the job,1,4
2023-10-31,3 out of 5 i guess,4,3
2022-08-22,amazing app i recommend,5,5
2018-04-13,excellent,4,5
2018-02-11,wow so good,4,5
2018-12-28,GREAT APP,1,5
2022-04-02,perfect to buy and sell easily,2,5
2023-01-15,"cant be that bad, but its not perfectnever again using",3,3
2019-03-03,good,1,4
2021-01-05,soooo good,2,4
2018-01-24,3 out of 5 i guess,2,3
2020-11-26,mediocre,4,2
2019-03-29,uauh terrible,1,1
2023-03-07,GREAT APP,1,5
2017-02-02,mediocre,2,2
2022-06-20,wow so good,3,5
2022-08-22,wow so good,3,5
2022-09-06,trash app,5,1
2022-02-06,wish it had a easier way to load with money,5,3
2021-07-01,wish it had a easier way to load with money,3,3
2018-12-27,trash app,1,1
2018-07-19,uauh terrible,3,1
2020-01-31,perfection,3,5
2018-07-27,"cant be that bad, but its not perfectnever again using",4,3
2022-06-08,wish it had a easier way to load with money,5,3
2022-04-04,trash app,3,1
2017-05-11,perfect and easy to use,1,5
2018-02-10,bad,3,1
2022-10-11,wow so good,1,5
2023-10-27,"terrible , so slowcant believe how bad it is",2,1
2022-04-28,bad app,3,1
2018-02-26,recommend having good phone otherwise will be harddoes the job,2,4
2017-12-10,2 out of 5dont even install,4,1
2022-05-03,perfect and easy to use,3,5
2018-03-10,neutral,5,3
2019-06-18,amazing app i recommend,5,5
2021-10-13,excellent,4,5
2021-10-19,neutral,2,3
2018-07-15,trash app,3,1
2022-10-30,wow so good,1,5
2018-04-10,perfect to buy and sell easily,3,5
2018-05-15,2 out of 5dont even install,5,1
2023-01-31,hard to tell sometimes good sometimes badnot good not bad.. does the job,1,3
2020-12-04,excellent,5,5
2023-10-12,hard to tell sometimes good sometimes badnot good not bad.. does the job,2,3
2020-01-18,excellent,1,5
2017-10-03,omg fantastic,3,5
2020-11-18,very good,1,5
2022-01-31,soooo good,1,4
2022-04-18,mediocre,3,2
2021-05-20,wish it had a easier way to load with money,1,3
2020-06-26,uauh terrible,2,1
2018-01-14,"cant be that bad, but its not perfectnever again using",2,3
2023-11-01,perfect to buy and sell easily,3,5
2019-03-15,hard to tell sometimes good sometimes badnot good not bad.. does the job,5,3
2018-03-14,bad app,5,1
2019-06-30,trash app,1,1
2018-03-04,GREAT APP,5,5
2017-05-18,GREAT APP,5,5
2020-03-04,perfection,4,5
2021-11-26,omg fantastic,4,5
2020-06-18,very bad,5,1
2017-06-01,amazing app i recommend,3,5
2017-08-23,soooo good,5,4
2017-04-13,"terrible UI, deleted",4,1
2018-07-11,omg fantastic,5,5
2020-03-17,3 out of 5 i guess,1,3
2020-03-11,good,4,4
2022-01-27,trash app,4,1
2022-06-03,3 out of 5 i guess,2,3
2020-06-10,very bad,5,1
2021-04-06,2 out of 5dont even install,5,1
2023-08-01,perfect to buy and sell easily,4,5
2023-08-08,"i dont hate it, but i dont love it either..",2,3
2021-08-11,perfect to buy and sell easily,1,5
2021-06-17,"i dont hate it, but i dont love it either..",4,3
2021-06-16,perfect to buy and sell easily,5,5
2023-10-20,neutral,2,3
2023-06-15,trash app,5,1
2018-11-15,recommend having good phone otherwise will be harddoes the job,3,4
2022-03-30,3 out of 5 i guess,2,3
2020-03-04,omg fantastic,4,5
2022-10-09,neutral,3,3
2023-05-09,bad,1,1
2022-03-26,omg fantastic,4,5
2023-06-09,very bad,5,1
2023-04-25,2 out of 5dont even install,3,1
2022-07-01,"terrible UI, deleted",2,1
2021-01-21,uauh terrible,2,1
2021-02-12,neutral,2,3
2019-12-15,excellent,5,5
2023-12-16,wish it had a easier way to load with money,5,3
2023-12-02,3 out of 5 i guess,4,3
2020-04-05,2 out of 5dont even install,3,1
2021-12-09,"terrible UI, deleted",2,1
2020-05-01,GREAT APP,3,5
2019-11-16,omg fantastic,4,5
2020-01-21,perfection,4,5
2017-08-26,mediocre,1,2
2021-08-24,mediocre,1,2
2022-10-22,recommend having good phone otherwise will be harddoes the job,5,4
2019-06-14,very good,3,5
2019-05-05,bad app,4,1
2023-11-02,2 out of 5dont even install,5,1
2022-12-20,perfection,1,5
2023-05-20,perfect and easy to use,5,5
2017-06-06,very bad,3,1
2023-01-24,"cant be that bad, but its not perfectnever again using",4,3
2022-11-13,perfect and easy to use,4,5
2021-04-15,uauh terrible,5,1
2020-06-06,recommend having good phone otherwise will be harddoes the job,5,4
2022-01-15,recommend having good phone otherwise will be harddoes the job,2,4
2021-02-13,GREAT APP,4,5
2023-03-07,good,2,4
2023-10-16,wish it had a easier way to load with money,4,3
2017-06-01,perfect to buy and sell easily,2,5
2023-01-29,mediocre,4,2
2018-02-04,trash app,4,1
2017-02-03,"terrible , so slowcant believe how bad it is",3,1
2023-04-24,neutral,4,3
2017-04-18,"i dont hate it, but i dont love it either..",1,3
2018-08-06,3 out of 5 i guess,5,3
2021-05-17,perfect to buy and sell easily,3,5
2019-01-03,bad,1,1
2019-06-17,very bad,3,1
2019-02-02,excellent,1,5
2022-12-02,"terrible , so slowcant believe how bad it is",4,1
2022-06-23,recommend having good phone otherwise will be harddoes the job,4,4
2020-10-14,bad app,3,1
2019-03-13,hard to tell sometimes good sometimes badnot good not bad.. does the job,1,3
2022-09-30,"terrible , so slowcant believe how bad it is",2,1
2023-01-13,amazing app i recommend,4,5
2017-05-05,bad,4,1
2020-02-08,bad app,2,1
2021-04-21,"i dont hate it, but i dont love it either..",4,3
2018-12-04,bad app,3,1
2021-07-29,amazing app i recommend,4,5
2017-04-14,recommend having good phone otherwise will be harddoes the job,2,4
2021-07-03,perfection,4,5
2020-04-20,"i dont hate it, but i dont love it either..",5,3
2022-02-04,"cant be that bad, but its not perfectnever again using",3,3
2023-03-16,bad,3,1
2022-12-20,amazing app i recommend,2,5
2022-08-26,very good,2,5
2020-08-15,recommend having good phone otherwise will be harddoes the job,4,4
2020-05-11,perfect to buy and sell easily,2,5
2021-10-11,amazing app i recommend,2,5
2023-01-11,mediocre,2,2
2019-08-11,uauh terrible,3,1
2022-09-12,"i dont hate it, but i dont love it either..",5,3
2023-09-28,mediocre,3,2
2022-04-07,perfect to buy and sell easily,3,5
2021-12-08,omg fantastic,5,5
2021-07-07,very good,4,5
2021-11-22,wish it had a easier way to load with money,1,3
2022-03-12,wish it had a easier way to load with money,3,3
2022-06-11,2 out of 5dont even install,4,1
2021-10-19,very bad,4,1
2017-03-12,GREAT APP,4,5
2022-06-28,wow so good,5,5
2020-05-02,perfection,4,5
2018-10-01,recommend having good phone otherwise will be harddoes the job,1,4
2019-11-01,mediocre,2,2
2021-08-28,very bad,4,1
2022-01-12,trash app,4,1
2021-03-13,perfect and easy to use,4,5
2017-06-29,soooo good,2,4
2017-12-13,very good,4,5
2022-11-15,recommend having good phone otherwise will be harddoes the job,3,4
2019-07-22,omg fantastic,2,5
2018-01-08,mediocre,1,2
2020-05-17,hard to tell sometimes good sometimes badnot good not bad.. does the job,3,3
2023-11-28,neutral,4,3
2019-02-01,hard to tell sometimes good sometimes badnot good not bad.. does the job,3,3
2018-03-01,2 out of 5dont even install,5,1
2023-07-17,wow so good,3,5
2023-06-01,bad app,4,1
2021-04-10,"cant be that bad, but its not perfectnever again using",5,3
2020-12-09,perfect to buy and sell easily,4,5
2022-05-22,wish it had a easier way to load with money,1,3
2017-08-05,"i dont hate it, but i dont love it either..",5,3
2019-03-06,wish it had a easier way to load with money,2,3
2023-06-12,amazing app i recommend,1,5
2023-10-23,bad,1,1
2020-06-02,bad,5,1
2022-08-22,perfection,5,5
2017-07-05,amazing app i recommend,2,5
2019-09-01,"cant be that bad, but its not perfectnever again using",1,3
2020-05-14,hard to tell sometimes good sometimes badnot good not bad.. does the job,3,3
2017-06-02,very bad,5,1
2017-11-13,3 out of 5 i guess,3,3
2020-03-23,hard to tell sometimes good sometimes badnot good not bad.. does the job,1,3
2019-07-05,uauh terrible,4,1
2017-05-25,bad,2,1
2022-11-23,"cant be that bad, but its not perfectnever again using",1,3
2023-07-18,good,1,4
2021-12-04,"cant be that bad, but its not perfectnever again using",3,3
2021-08-01,perfect to buy and sell easily,2,5
2019-06-22,neutral,5,3
2022-06-30,recommend having good phone otherwise will be harddoes the job,1,4
2023-01-12,trash app,3,1
2019-06-15,hard to tell sometimes good sometimes badnot good not bad.. does the job,1,3
2021-03-11,very good,2,5
2021-02-09,recommend having good phone otherwise will be harddoes the job,4,4
2021-11-06,"terrible , so slowcant believe how bad it is",4,1
2021-10-25,good,1,4
2018-08-13,good,3,4
2023-03-12,mediocre,3,2
2017-08-03,perfection,3,5
2022-12-09,wish it had a easier way to load with money,3,3
2018-04-21,bad,3,1
2020-12-13,"terrible , so slowcant believe how bad it is",5,1
2018-09-19,hard to tell sometimes good sometimes badnot good not bad.. does the job,5,3
2021-11-04,2 out of 5dont even install,3,1
2021-03-23,hard to tell sometimes good sometimes badnot good not bad.. does the job,3,3
2021-06-23,trash app,4,1
2022-09-20,amazing app i recommend,1,5
2020-06-22,uauh terrible,4,1
2022-12-29,mediocre,5,2
2018-01-20,"cant be that bad, but its not perfectnever again using",4,3
2018-01-02,mediocre,5,2
2020-02-12,very good,2,5
2019-02-02,GREAT APP,1,5
2021-04-04,wow so good,2,5
2023-02-19,"i dont hate it, but i dont love it either..",4,3
2019-07-10,perfection,3,5
2021-03-04,excellent,1,5
2020-02-17,"cant be that bad, but its not perfectnever again using",2,3
2020-07-18,"terrible UI, deleted",1,1
2017-12-15,good,3,4
2021-02-16,amazing app i recommend,1,5
2021-03-07,perfect to buy and sell easily,4,5
2023-06-05,3 out of 5 i guess,4,3
2021-03-28,"terrible UI, deleted",2,1
2021-04-06,2 out of 5dont even install,2,1
2018-05-26,recommend having good phone otherwise will be harddoes the job,1,4
2017-05-15,neutral,5,3
2023-10-21,very bad,2,1
2017-11-09,2 out of 5dont even install,2,1
2021-09-25,neutral,4,3
2019-04-13,soooo good,4,4
2017-08-13,"terrible UI, deleted",1,1
2017-05-30,"cant be that bad, but its not perfectnever again using",5,3
2020-11-03,bad,2,1
2023-01-16,wish it had a easier way to load with money,5,3
2021-02-09,"cant be that bad, but its not perfectnever again using",4,3
2022-03-12,perfect to buy and sell easily,1,5
2020-03-06,perfect to buy and sell easily,2,5
2020-06-19,"i dont hate it, but i dont love it either..",2,3
2017-04-06,amazing app i recommend,1,5
2018-01-31,hard to tell sometimes good sometimes badnot good not bad.. does the job,2,3
2023-05-24,perfect and easy to use,4,5
2017-06-15,perfection,3,5
2018-06-13,perfection,1,5
2023-12-03,omg fantastic,3,5
2017-11-13,trash app,5,1
2020-05-10,neutral,2,3
2018-03-07,uauh terrible,3,1
2022-04-10,2 out of 5dont even install,1,1
2021-11-23,"terrible UI, deleted",3,1
2021-08-17,good,1,4
2019-09-02,2 out of 5dont even install,5,1
2019-02-05,perfect and easy to use,4,5
2019-11-16,uauh terrible,4,1
2022-02-18,"terrible , so slowcant believe how bad it is",5,1
2023-09-03,bad app,2,1
2022-08-20,wish it had a easier way to load with money,2,3
2018-02-27,wish it had a easier way to load with money,2,3
2021-06-03,perfection,1,5
2020-08-13,bad app,3,1
2017-07-15,bad,1,1
2020-12-02,recommend having good phone otherwise will be harddoes the job,2,4
2020-09-18,good,4,4
2020-01-20,bad app,4,1
2020-02-01,3 out of 5 i guess,1,3
2022-12-22,neutral,2,3
2018-12-30,"cant be that bad, but its not perfectnever again using",3,3
2019-11-19,"terrible UI, deleted",5,1
2017-09-03,perfect and easy to use,2,5
2021-08-27,hard to tell sometimes good sometimes badnot good not bad.. does the job,4,3
2022-08-29,bad app,3,1
2020-03-21,bad app,4,1
2021-10-11,perfect and easy to use,3,5
2021-04-17,recommend having good phone otherwise will be harddoes the job,3,4
2021-07-06,uauh terrible,4,1
2019-11-13,perfect and easy to use,1,5
2020-05-01,GREAT APP,4,5
