timestamp,reviews,sentiment,rating
2018-01-18,perfect to buy and sell easily,5,
2017-02-08,excellent,5,
2017-09-21,wow so good,5,
2021-02-08,bad,1,
2020-08-06,neutral,3,
2018-09-19,"terrible UI, deleted",1,
2022-11-12,very good,5,
2019-04-09,wish it had a easier way to load with money,3,
2019-08-21,bad,1,
2018-08-02,never again using,1,
2019-10-14,bad,1,
2022-06-04,cant believe how bad it is,1,
2019-10-12,"i dont hate it, but i dont love it either..",3,
2018-01-10,"i dont hate it, but i dont love it either..",3,
2021-01-03,cant believe how bad it is,1,
2020-04-22,neutral,3,
2021-08-14,perfection,5,
2022-10-04,does the job,4,
2020-02-11,wish it had a easier way to load with money,3,
2017-07-03,perfect to buy and sell easily,5,
2020-08-09,cant believe how bad it is,1,
2021-06-16,does the job,4,
2023-12-23,bad app,1,
2018-06-08,dont even install,1,
2021-02-15,does the job,4,
2022-11-12,wow so good,5,
2018-04-04,neutral,3,
2020-02-17,very bad,1,
2021-09-17,good,4,
2018-01-22,GREAT APP,5,
2021-12-30,perfect to buy and sell easily,5,
2017-07-31,wish it had a easier way to load with money,3,
2020-10-04,very bad,1,
2022-10-30,bad,1,
2023-06-10,perfection,5,
2017-08-07,perfect to buy and sell easily,5,
2017-04-17,dont even install,1,
2019-10-07,good,4,
2021-08-01,"i dont hate it, but i dont love it either..",3,
2021-05-01,very good,5,
2019-11-09,GREAT APP,5,
2018-04-15,wow so good,5,
2023-06-27,never again using,1,
2021-06-09,does the job,4,
2018-09-24,wish it had a easier way to load with money,3,
2018-12-20,omg fantastic,5,
2019-02-16,never again using,1,
2018-03-29,3 out of 5 i guess,3,
2018-08-29,bad,1,
2017-04-05,bad,1,
2018-11-01,"i dont hate it, but i dont love it either..",3,
2023-07-13,perfection,5,
2023-10-27,"terrible UI, deleted",1,
2021-09-15,dont even install,1,
2023-06-20,"terrible UI, deleted",1,
2021-08-03,does the job,4,
2021-01-23,perfect to buy and sell easily,5,
2017-09-20,omg fantastic,5,
2020-05-08,not good not bad.. does the job,3,
2018-08-22,does the job,4,
2017-06-16,wish it had a easier way to load with money,3,
2022-11-20,very good,5,
2019-06-16,bad app,1,
2017-08-15,"i dont hate it, but i dont love it either..",3,
2019-11-19,GREAT APP,5,
2020-11-09,GREAT APP,5,
2017-05-10,dont even install,1,
2022-08-17,uauh terrible,1,
2021-05-08,wish it had a easier way to load with money,3,
2021-01-07,never again using,1,
2020-03-13,wish it had a easier way to load with money,3,
2021-12-19,omg fantastic,5,
2019-03-02,very bad,1,
2017-01-07,not good not bad.. does the job,3,
2023-12-21,not good not bad.. does the job,3,
2019-08-13,cant believe how bad it is,1,
2017-03-09,amazing app i recommend,5,
2023-06-20,perfect to buy and sell easily,5,
2022-04-08,neutral,3,
2021-11-02,cant believe how bad it is,1,
2021-06-26,wish it had a easier way to load with money,3,
2022-05-06,excellent,5,
2022-05-06,omg fantastic,5,
2023-03-02,neutral,3,
2018-10-22,does the job,4,
2018-02-04,cant believe how bad it is,1,
2023-02-20,uauh terrible,1,
2022-05-27,bad app,1,
2020-09-17,good,4,
2023-12-06,wish it had a easier way to load with money,3,
2022-09-06,very bad,1,
2023-10-19,wish it had a easier way to load with money,3,
2019-10-01,very bad,1,
2022-04-04,perfect to buy and sell easily,5,
2018-04-02,"i dont hate it, but i dont love it either..",3,
2019-10-24,amazing app i recommend,5,
2022-09-23,never again using,1,
2021-01-07,very bad,1,
2022-04-30,amazing app i recommend,5,
2019-06-23,uauh terrible,1,
2017-08-24,perfect to buy and sell easily,5,
2023-05-02,bad,1,
2019-04-23,"terrible UI, deleted",1,
2021-05-03,not good not bad.. does the job,3,
2020-07-23,cant believe how bad it is,1,
2023-06-26,very good,5,
2023-07-18,does the job,4,
2021-05-31,perfect to buy and sell easily,5,
2017-02-01,omg fantastic,5,
2022-10-19,amazing app i recommend,5,
2018-10-03,not good not bad.. does the job,3,
2018-03-28,wish it had a easier way to load with money,3,
2022-02-09,amazing app i recommend,5,
2020-10-13,"terrible UI, deleted",1,
2017-10-03,uauh terrible,1,
2023-01-12,wish it had a easier way to load with money,3,
2023-12-03,perfect to buy and sell easily,5,
2019-08-14,bad app,1,
2019-11-08,excellent,5,
2018-11-16,perfection,5,
2022-03-03,amazing app i recommend,5,
2019-01-04,"i dont hate it, but i dont love it either..",3,
2022-09-02,very good,5,
2023-07-24,perfect to buy and sell easily,5,
2023-03-17,wish it had a easier way to load with money,3,
2021-06-12,wow so good,5,
2021-11-09,wow so good,5,
2020-05-21,very good,5,
2021-08-23,3 out of 5 i guess,3,
2018-05-14,wow so good,5,
2021-08-25,excellent,5,
2017-07-29,very bad,1,
2020-06-04,GREAT APP,5,
2023-05-26,3 out of 5 i guess,3,
2023-08-01,"terrible UI, deleted",1,
2017-10-29,not good not bad.. does the job,3,
2022-07-30,not good not bad.. does the job,3,
2019-12-12,perfect to buy and sell easily,5,
2022-03-03,bad app,1,
2022-03-14,very bad,1,
2023-03-27,amazing app i recommend,5,
2020-11-23,neutral,3,
2017-10-31,bad app,1,
2021-09-09,does the job,4,
2017-10-01,never again using,1,
2017-07-30,wish it had a easier way to load with money,3,
2020-09-14,neutral,3,
2023-05-10,cant believe how bad it is,1,
2019-03-09,bad,1,
2017-10-29,perfect to buy and sell easily,5,
2021-09-26,bad,1,
2023-05-01,3 out of 5 i guess,3,
2023-11-01,amazing app i recommend,5,
2017-04-21,amazing app i recommend,5,
2022-06-21,bad app,1,
2021-02-22,dont even install,1,
2021-06-23,dont even install,1,
2020-09-05,"i dont hate it, but i dont love it either..",3,
2019-01-19,"i dont hate it, but i dont love it either..",3,
2017-05-26,uauh terrible,1,
2018-11-20,omg fantastic,5,
2022-09-10,bad,1,
2022-03-18,"i dont hate it, but i dont love it either..",3,
2019-11-08,excellent,5,
2018-10-05,omg fantastic,5,
2022-11-07,very good,5,
2021-05-21,amazing app i recommend,5,
2019-06-30,dont even install,1,
2017-12-31,never again using,1,
2023-01-19,omg fantastic,5,
2023-02-08,"i dont hate it, but i dont love it either..",3,
2023-02-14,wish it had a easier way to load with money,3,
2019-04-10,cant believe how bad it is,1,
2018-08-31,bad app,1,
2021-02-17,dont even install,1,
2023-01-09,"terrible UI, deleted",1,
2022-10-30,excellent,5,
2020-10-03,amazing app i recommend,5,
2019-12-20,does the job,4,
2017-02-19,never again using,1,
2021-06-22,cant believe how bad it is,1,
2019-09-21,bad app,1,
2023-01-09,never again using,1,
2018-08-11,neutral,3,
2023-09-03,bad,1,
2019-11-30,very good,5,
2017-06-25,excellent,5,
2021-10-28,bad,1,
2021-12-11,not good not bad.. does the job,3,
2017-06-08,perfection,5,
2022-01-13,excellent,5,
2017-06-12,very good,5,
2020-07-11,"i dont hate it, but i dont love it either..",3,
2018-02-11,wish it had a easier way to load with money,3,
2018-03-16,amazing app i recommend,5,
2021-10-29,not good not bad.. does the job,3,
2023-03-28,omg fantastic,5,
2019-07-29,3 out of 5 i guess,3,
2020-12-12,neutral,3,
2018-03-15,dont even install,1,
2017-07-22,"terrible UI, deleted",1,
2022-12-16,uauh terrible,1,
2020-07-15,"i dont hate it, but i dont love it either..",3,
2018-11-10,bad app,1,
2023-07-13,amazing app i recommend,5,
2020-09-28,"terrible UI, deleted",1,
2022-01-26,perfection,5,
2023-12-16,very bad,1,
2020-12-08,"i dont hate it, but i dont love it either..",3,
2023-01-21,dont even install,1,
2019-07-02,omg fantastic,5,
2017-11-03,excellent,5,
2022-05-19,good,4,
2018-12-18,amazing app i recommend,5,
2021-02-23,GREAT APP,5,
2018-09-01,excellent,5,
2018-06-23,neutral,3,
2021-12-01,good,4,
2020-12-31,good,4,
2020-11-02,very bad,1,
2022-06-27,uauh terrible,1,
2021-10-12,wish it had a easier way to load with money,3,
2021-11-15,uauh terrible,1,
2022-12-12,not good not bad.. does the job,3,
2023-11-15,dont even install,1,
2020-10-16,cant believe how bad it is,1,
2021-10-30,perfect to buy and sell easily,5,
2017-08-12,neutral,3,
2019-02-23,good,4,
2019-09-16,amazing app i recommend,5,
2019-11-12,neutral,3,
2017-06-24,dont even install,1,
2017-09-07,wish it had a easier way to load with money,3,
2019-03-05,very bad,1,
2019-05-04,omg fantastic,5,
2018-02-22,very good,5,
2022-08-17,bad,1,
2017-12-22,does the job,4,
2022-12-20,dont even install,1,
2017-05-10,very bad,1,
2021-11-28,3 out of 5 i guess,3,
2021-06-06,GREAT APP,5,
2018-07-24,perfect to buy and sell easily,5,
2022-10-30,omg fantastic,5,
2021-07-11,excellent,5,
2021-05-15,bad app,1,
2017-07-21,"terrible UI, deleted",1,
2017-12-12,wow so good,5,
2018-09-01,bad app,1,
2018-02-03,never again using,1,
2019-02-25,perfection,5,
2021-01-08,wow so good,5,
2023-11-13,does the job,4,
2021-02-19,omg fantastic,5,
2023-08-03,very bad,1,
2022-10-31,omg fantastic,5,
2020-02-14,omg fantastic,5,
2018-07-31,excellent,5,
2022-09-30,amazing app i recommend,5,
2023-04-08,GREAT APP,5,
2018-05-09,3 out of 5 i guess,3,
2022-09-26,3 out of 5 i guess,3,
2021-09-03,wow so good,5,
2018-12-04,does the job,4,
2023-03-26,GREAT APP,5,
2023-11-09,never again using,1,
2022-08-23,wish it had a easier way to load with money,3,
2023-06-09,"i dont hate it, but i dont love it either..",3,
2022-09-25,neutral,3,
2022-09-12,uauh terrible,1,
2017-01-20,wish it had a easier way to load with money,3,
2018-11-13,perfection,5,
2021-05-02,never again using,1,
2022-05-28,perfection,5,
2020-01-08,cant believe how bad it is,1,
2022-06-08,not good not bad.. does the job,3,
2017-10-18,dont even install,1,
2023-07-26,does the job,4,
2018-04-30,cant believe how bad it is,1,
2021-06-21,omg fantastic,5,
2020-06-26,perfect to buy and sell easily,5,
2018-09-06,"i dont hate it, but i dont love it either..",3,
2017-10-16,does the job,4,
2017-12-13,dont even install,1,
2017-03-25,3 out of 5 i guess,3,
2020-08-15,perfect to buy and sell easily,5,
2019-09-22,not good not bad.. does the job,3,
2020-01-28,not good not bad.. does the job,3,
2020-03-24,perfection,5,
2022-12-28,omg fantastic,5,
2017-04-21,very bad,1,
2021-03-04,neutral,3,
2018-11-23,GREAT APP,5,
2022-01-29,dont even install,1,
2020-03-18,3 out of 5 i guess,3,
2023-12-27,bad app,1,
2017-07-24,excellent,5,
2022-09-17,does the job,4,
2021-02-13,does the job,4,
2018-05-02,perfect to buy and sell easily,5,
2019-08-27,does the job,4,
2018-11-28,very good,5,
2018-08-05,uauh terrible,1,
2018-07-09,perfection,5,
2021-01-05,good,4,
2021-11-26,not good not bad.. does the job,3,
2017-12-21,GREAT APP,5,
2019-12-06,perfect to buy and sell easily,5,
2021-03-21,amazing app i recommend,5,
2020-06-22,dont even install,1,
2023-06-04,"terrible UI, deleted",1,
2020-07-14,not good not bad.. does the job,3,
2020-04-12,very good,5,
2017-12-22,dont even install,1,
2022-05-04,bad app,1,
2018-04-24,"i dont hate it, but i dont love it either..",3,
2020-08-20,bad app,1,
2023-06-04,"terrible UI, deleted",1,
2018-01-20,3 out of 5 i guess,3,
2019-05-22,good,4,
2023-09-19,dont even install,1,
2023-05-25,wish it had a easier way to load with money,3,
2022-03-31,excellent,5,
2017-06-30,never again using,1,
2021-04-13,good,4,
2022-02-18,amazing app i recommend,5,
2017-12-21,"i dont hate it, but i dont love it either..",3,
2018-04-15,perfect to buy and sell easily,5,
2018-03-19,"terrible UI, deleted",1,
2021-04-08,does the job,4,
2017-11-07,omg fantastic,5,
2023-05-29,does the job,4,
2017-08-11,perfect to buy and sell easily,5,
2020-08-16,very bad,1,
2022-08-02,good,4,
2023-10-15,"terrible UI, deleted",1,
2020-12-11,cant believe how bad it is,1,
2018-08-24,wish it had a easier way to load with money,3,
2020-11-15,amazing app i recommend,5,
2019-03-26,"i dont hate it, but i dont love it either..",3,
2022-04-21,wish it had a easier way to load with money,3,
2020-08-13,GREAT APP,5,
2018-07-02,wish it had a easier way to load with money,3,
2019-01-19,cant believe how bad it is,1,
2022-06-29,bad,1,
2021-05-08,bad,1,
2017-07-09,"terrible UI, deleted",1,
2019-04-13,cant believe how bad it is,1,
2023-05-14,never again using,1,
2020-08-31,3 out of 5 i guess,3,
2020-08-31,GREAT APP,5,
2018-10-30,"terrible UI, deleted",1,
2017-02-14,uauh terrible,1,
2021-06-08,very bad,1,
2019-07-30,wow so good,5,
2020-05-26,very good,5,
2020-10-21,not good not bad.. does the job,3,
2020-11-08,very bad,1,
2021-09-02,amazing app i recommend,5,
2020-12-17,perfection,5,
2018-07-01,very good,5,
2021-07-31,omg fantastic,5,
2020-08-26,cant believe how bad it is,1,
2019-09-11,never again using,1,
2023-11-07,uauh terrible,1,
2020-10-11,perfect to buy and sell easily,5,
2023-02-18,very bad,1,
2018-08-28,bad app,1,
2017-01-25,omg fantastic,5,
2021-11-06,does the job,4,
2020-06-20,uauh terrible,1,
2022-02-26,never again using,1,
2018-10-19,omg fantastic,5,
2022-08-19,never again using,1,
2021-01-19,never again using,1,
2021-04-07,does the job,4,
2021-05-20,not good not bad.. does the job,3,
2020-04-08,wow so good,5,
2020-11-14,bad app,1,
2023-04-19,perfection,5,
2021-03-15,very good,5,
2020-08-14,very bad,1,
2023-08-09,very bad,1,
2020-09-25,"terrible UI, deleted",1,
2020-01-15,does the job,4,
2018-04-30,perfection,5,
2019-12-25,uauh terrible,1,
2019-08-05,cant believe how bad it is,1,
2021-04-30,bad app,1,
2021-06-01,bad app,1,
2017-12-13,wish it had a easier way to load with money,3,
2020-07-25,amazing app i recommend,5,
2017-02-05,GREAT APP,5,
2019-07-19,perfect to buy and sell easily,5,
2023-07-12,3 out of 5 i guess,3,
2021-12-08,"i dont hate it, but i dont love it either..",3,
2017-08-19,"terrible UI, deleted",1,
2023-09-12,uauh terrible,1,
2019-05-31,neutral,3,
2023-11-11,"terrible UI, deleted",1,
2018-03-17,3 out of 5 i guess,3,
2018-09-23,good,4,
2017-07-08,omg fantastic,5,
2022-12-06,does the job,4,
2018-10-08,wow so good,5,
2023-01-29,very bad,1,
2023-11-05,"terrible UI, deleted",1,
2021-01-02,"i dont hate it, but i dont love it either..",3,
2023-09-30,omg fantastic,5,
2020-09-18,omg fantastic,5,
2021-09-10,dont even install,1,
2023-11-13,amazing app i recommend,5,
2021-01-10,omg fantastic,5,
2021-04-26,uauh terrible,1,
2018-04-19,wow so good,5,
2017-04-25,never again using,1,
2020-07-22,good,4,
2021-10-01,3 out of 5 i guess,3,
2021-08-11,excellent,5,
2023-02-04,GREAT APP,5,
2023-05-09,amazing app i recommend,5,
2022-10-07,bad app,1,
2021-08-25,not good not bad.. does the job,3,
2019-12-21,bad app,1,
2022-08-29,cant believe how bad it is,1,
2017-05-17,bad,1,
2021-04-23,GREAT APP,5,
2021-12-03,neutral,3,
2022-12-29,cant believe how bad it is,1,
2019-01-24,cant believe how bad it is,1,
2023-03-03,neutral,3,
2021-10-25,GREAT APP,5,
2017-03-18,bad app,1,
2019-12-08,perfection,5,
2018-03-07,not good not bad.. does the job,3,
2022-12-18,dont even install,1,
2020-10-02,wow so good,5,
2019-02-11,wish it had a easier way to load with money,3,
2021-06-19,omg fantastic,5,
2017-04-04,cant believe how bad it is,1,
2020-07-26,perfection,5,
2017-12-11,uauh terrible,1,
2023-08-03,good,4,
2023-12-08,wow so good,5,
2021-03-21,omg fantastic,5,
2020-07-13,GREAT APP,5,
2021-10-05,excellent,5,
2018-01-18,omg fantastic,5,
2017-06-16,wow so good,5,
2019-07-12,bad app,1,
2018-01-24,very good,5,
2019-11-22,"i dont hate it, but i dont love it either..",3,
2022-11-06,not good not bad.. does the job,3,
2018-12-11,wow so good,5,
2019-01-01,wow so good,5,
2022-04-10,very good,5,
2018-09-20,neutral,3,
2023-09-03,never again using,1,
2017-01-17,3 out of 5 i guess,3,
2022-11-21,wish it had a easier way to load with money,3,
2018-08-24,cant believe how bad it is,1,
2020-09-16,bad app,1,
2019-03-09,very good,5,
2021-12-31,"i dont hate it, but i dont love it either..",3,
2022-04-14,perfection,5,
2019-08-15,not good not bad.. does the job,3,
2020-05-13,neutral,3,
2019-05-24,does the job,4,
2018-03-25,not good not bad.. does the job,3,
2018-11-02,omg fantastic,5,
2018-12-07,dont even install,1,
2022-05-07,bad,1,
2020-08-02,neutral,3,
2020-05-28,neutral,3,
2022-08-31,GREAT APP,5,
2020-05-12,"terrible UI, deleted",1,
2023-06-01,never again using,1,
2022-05-09,wish it had a easier way to load with money,3,
2023-01-28,perfection,5,
2021-09-19,not good not bad.. does the job,3,
2023-02-13,"i dont hate it, but i dont love it either..",3,
2023-01-06,GREAT APP,5,
2021-09-11,"terrible UI, deleted",1,
2021-12-14,uauh terrible,1,
2018-03-15,does the job,4,
2022-03-27,neutral,3,
2018-11-01,"terrible UI, deleted",1,
2021-01-01,not good not bad.. does the job,3,
2017-03-04,never again using,1,
2020-12-26,does the job,4,
2022-12-22,3 out of 5 i guess,3,
2019-09-03,very bad,1,
2022-07-20,good,4,
2017-10-25,cant believe how bad it is,1,
2017-05-07,not good not bad.. does the job,3,
2023-06-30,GREAT APP,5,
2018-07-12,wish it had a easier way to load with money,3,
2020-09-19,"terrible UI, deleted",1,
2019-07-24,cant believe how bad it is,1,
2018-06-04,"terrible UI, deleted",1,
2018-06-14,3 out of 5 i guess,3,
2021-11-23,bad app,1,
2020-02-08,bad app,1,
2019-10-26,neutral,3,
2020-09-13,excellent,5,
2020-07-14,"i dont hate it, but i dont love it either..",3,
2022-07-11,perfect to buy and sell easily,5,
2019-12-04,never again using,1,
2021-07-12,GREAT APP,5,
2022-05-03,wish it had a easier way to load with money,3,
2018-06-27,cant believe how bad it is,1,
2018-02-26,good,4,
2021-04-03,omg fantastic,5,
2020-01-07,very good,5,
2020-05-02,good,4,
2021-10-07,neutral,3,
2019-10-02,GREAT APP,5,
2021-10-17,very good,5,
2020-05-24,good,4,
2021-04-30,omg fantastic,5,
2023-01-13,3 out of 5 i guess,3,
2021-12-12,good,4,
2019-04-11,perfect to buy and sell easily,5,
2018-05-06,bad app,1,
2019-09-25,neutral,3,
2023-12-09,wow so good,5,
2018-01-10,very bad,1,
2019-06-19,"i dont hate it, but i dont love it either..",3,
2021-07-25,good,4,
2019-12-31,dont even install,1,
2023-05-08,amazing app i recommend,5,
2019-09-06,never again using,1,
2021-09-28,bad app,1,
2017-09-06,wow so good,5,
2017-11-19,neutral,3,
2017-01-20,GREAT APP,5,
2019-06-24,wow so good,5,
2017-06-01,3 out of 5 i guess,3,
2017-12-31,uauh terrible,1,
2021-02-23,"terrible UI, deleted",1,
2020-08-27,cant believe how bad it is,1,
2018-03-28,omg fantastic,5,
2023-03-29,perfect to buy and sell easily,5,
2017-05-09,bad app,1,
2018-10-12,GREAT APP,5,
2017-06-17,very bad,1,
2018-12-13,"i dont hate it, but i dont love it either..",3,
2018-12-25,wish it had a easier way to load with money,3,
2022-01-14,neutral,3,
2017-09-13,very bad,1,
2021-06-29,bad,1,
2020-03-25,3 out of 5 i guess,3,
2023-02-18,uauh terrible,1,
2019-08-12,not good not bad.. does the job,3,
2022-06-21,very good,5,
2022-12-04,excellent,5,
2018-09-01,wish it had a easier way to load with money,3,
2021-02-24,excellent,5,
2017-10-19,very good,5,
2019-02-14,never again using,1,
2020-10-26,omg fantastic,5,
2022-10-01,good,4,
2023-08-21,never again using,1,
2021-02-02,cant believe how bad it is,1,
2019-10-28,"terrible UI, deleted",1,
2018-03-22,bad app,1,
2023-06-19,amazing app i recommend,5,
2019-10-19,never again using,1,
2023-06-06,uauh terrible,1,
2023-06-03,"i dont hate it, but i dont love it either..",3,
2018-11-16,perfect to buy and sell easily,5,
2018-06-02,dont even install,1,
2019-08-24,neutral,3,
2021-08-07,very bad,1,
2018-08-10,wish it had a easier way to load with money,3,
2018-03-05,"i dont hate it, but i dont love it either..",3,
2017-01-11,perfect to buy and sell easily,5,
2019-10-14,dont even install,1,
2019-08-01,uauh terrible,1,
2023-09-01,very bad,1,
2017-01-05,wow so good,5,
2017-02-23,never again using,1,
2021-07-16,3 out of 5 i guess,3,
2020-11-11,3 out of 5 i guess,3,
2018-12-07,"terrible UI, deleted",1,
2023-03-31,cant believe how bad it is,1,
2019-05-02,"terrible UI, deleted",1,
2017-03-15,3 out of 5 i guess,3,
2021-09-04,"i dont hate it, but i dont love it either..",3,
2019-10-10,uauh terrible,1,
2022-05-14,very bad,1,
2019-08-29,bad app,1,
2018-12-29,cant believe how bad it is,1,
2023-06-30,good,4,
2021-06-27,omg fantastic,5,
2021-06-30,bad app,1,
2023-10-04,amazing app i recommend,5,
2019-08-11,bad,1,
2020-08-25,3 out of 5 i guess,3,
2019-08-18,perfection,5,
2022-07-13,good,4,
2018-04-05,GREAT APP,5,
2020-12-15,"terrible UI, deleted",1,
2020-04-21,bad app,1,
2020-02-27,uauh terrible,1,
2022-08-14,"i dont hate it, but i dont love it either..",3,
2019-03-09,wow so good,5,
2022-12-28,not good not bad.. does the job,3,
2018-06-18,wish it had a easier way to load with money,3,
2022-03-14,perfection,5,
2021-09-29,cant believe how bad it is,1,
2021-01-18,never again using,1,
2019-01-11,dont even install,1,
2020-04-17,perfect to buy and sell easily,5,
2023-12-06,bad,1,
2017-04-11,omg fantastic,5,
2021-01-09,wish it had a easier way to load with money,3,
2017-12-01,bad,1,
2020-12-11,wow so good,5,
2020-06-06,uauh terrible,1,
2022-04-11,uauh terrible,1,
2017-11-25,3 out of 5 i guess,3,
2018-04-03,uauh terrible,1,
2023-08-12,very good,5,
2022-06-30,neutral,3,
2018-03-15,wow so good,5,
2020-12-19,bad app,1,
2022-02-28,amazing app i recommend,5,
2021-09-23,neutral,3,
2021-01-29,3 out of 5 i guess,3,
2017-03-27,does the job,4,
2023-08-10,wish it had a easier way to load with money,3,
2023-07-02,omg fantastic,5,
2022-09-22,bad app,1,
2019-01-28,very good,5,
2022-05-02,wow so good,5,
2020-07-04,"terrible UI, deleted",1,
2021-10-14,bad,1,
2017-11-12,does the job,4,
2021-10-02,very bad,1,
2017-05-31,neutral,3,
2023-01-20,wish it had a easier way to load with money,3,
2018-03-08,GREAT APP,5,
2018-04-14,very bad,1,
2017-05-10,3 out of 5 i guess,3,
2020-02-13,cant believe how bad it is,1,
2021-10-22,cant believe how bad it is,1,
2018-01-06,wow so good,5,
2022-09-10,not good not bad.. does the job,3,
2022-05-04,bad app,1,
2020-01-01,very good,5,
2020-12-28,"i dont hate it, but i dont love it either..",3,
2018-07-11,amazing app i recommend,5,
2020-08-25,amazing app i recommend,5,
2019-12-16,perfect to buy and sell easily,5,
2022-08-18,3 out of 5 i guess,3,
2019-03-02,very good,5,
2023-10-31,neutral,3,
2023-09-02,neutral,3,
2020-10-17,perfection,5,
2017-01-03,very good,5,
2022-10-30,wish it had a easier way to load with money,3,
2021-05-18,does the job,4,
2022-12-14,uauh terrible,1,
2023-09-08,perfection,5,
2020-05-16,perfect to buy and sell easily,5,
2022-03-08,cant believe how bad it is,1,
2020-06-17,bad,1,
2018-07-08,bad,1,
2017-12-02,omg fantastic,5,
2019-05-30,very good,5,
2021-09-25,bad app,1,
2020-11-29,"terrible UI, deleted",1,
2021-05-31,does the job,4,
2021-08-24,not good not bad.. does the job,3,
2019-04-23,never again using,1,
2018-12-17,does the job,4,
2023-05-28,neutral,3,
2017-05-24,3 out of 5 i guess,3,
2019-04-30,very bad,1,
2022-04-13,omg fantastic,5,
2022-10-02,"i dont hate it, but i dont love it either..",3,
2018-12-20,not good not bad.. does the job,3,
2019-03-16,bad,1,
2017-01-25,perfect to buy and sell easily,5,
2017-09-09,excellent,5,
2022-03-05,bad,1,
2017-06-22,very bad,1,
2018-05-24,bad,1,
2023-09-13,not good not bad.. does the job,3,
2017-07-08,"i dont hate it, but i dont love it either..",3,
2020-06-22,"terrible UI, deleted",1,
2020-10-04,cant believe how bad it is,1,
2017-01-06,never again using,1,
2017-10-22,GREAT APP,5,
2023-10-27,does the job,4,
2023-02-15,perfection,5,
2021-03-20,cant believe how bad it is,1,
2023-09-05,very bad,1,
2019-02-24,dont even install,1,
2022-03-15,perfect to buy and sell easily,5,
2017-04-30,never again using,1,
2023-09-18,bad app,1,
