timestamp,reviews,rating,isEdited,title,userName,developerResponse
2021-03-03,"iOS 14.4, iPhone 11 Pro. If you open launchpad you can’t even scroll because page refreshes and moves you at the top of the page. I can’t even buy something because when I type card credentials it also refreshes the page!!Do something please.",2,False,Uncontrollable refresh,Lxkvgg,
2022-06-23,"And if there was a 0 stars i would put it !! 
Bunch of scammers! I withdrew my balance on February, now almost 5 months passed and nothing received! 
I contacted the customer service 10+ times and no solutions ! Money were lost ! 
Awful experience in this app that i would never recommend it to anyone .",1,False,Horrible!,DrSami!!,"{'id': 35124543, 'body': ""Hi there, let's look at it together. Please open a new chat http://binance.com/en/chat with our support so that we can have our team look into the matter for you. Select the closest category to your issue (please type your issue with a couple of keywords), and connect to chat. If you have already done so, we would appreciate it if you could update your review. Thank you! -AT"", 'modified': '2023-02-28T16:22:07Z'}"
2023-01-18,"Will recommend for everyone to use this platform, all is pretty easy and good",5,False,Nice app,irina_s3wa,"{'id': 34541880, 'body': 'Knowing that our users are recommending our app is really very rewarding, thank you very much for your review and know that it is for our users that we are optimizing our platform more and more! LS 💛 🖤', 'modified': '2023-01-29T12:50:35Z'}"
2021-07-01,"There are some app issues, precisely, I clicked to open XLM short and it opened BTC short. 
Reinstalling didn’t help, neither did contacting support. You should care a bit more about your customers.",3,False,App issues,onetiger_,
2020-04-05,"Good app, but unfortunately there is no Ukrainian language. I’ll increase my rating after adding support for the Ukrainian language. 🇺🇦🇺🇦🇺🇦",5,False,Ukrainian language,PaksUkro,
2021-02-18,the most powerful platform,5,False,"Only one thing,",BossLviv,
2021-04-22,"When you open the app for several second you can see that you’re not authorized, also app a little bit slow",3,False,Not bad but nod very good,Andrii Huchko,
2021-12-28,Enabled Touch ID also does not help,5,False,Request log in everytime,#marketstake,
2021-11-21,"I bought some BNB and tried to transfer it to Binance wallet chain . I connected it through wallet direct . Wanted to receive BNB ,but shows just blank space . I can’t do any transfer. Customer support is useless , can’t even contact them. I wasted time and money .",1,False,Wallet direct doesn’t work despite it’s connect,Fcbanzai,
2021-04-13,"Have the same problem as many other costumers, have deposited some money, app said there was an error, money were charged from my card but not deposited to the account.
No reply from cs since last week
Very disappointed!",1,False,Didn’t receive any coins,Iurii Tokarets,
2020-07-23,"The chart is not showing the candle sticks but just some lines, please check and update. Thank you!",5,False,Bugs,OJlife,
2021-05-08,"Hey, can you guys make something with webview part of the app? It is constantly reloading",5,False,Strange behavior with web view,glazkofff,
2022-06-02,Latest update brings a huge pain with the biometric authentication. When I try Face ID on iPhone 13 it askes to “tap to verify” and when I tap nothing happens. You just broke Face ID unlock!,3,False,Failed biometric auth,Nemokwf,"{'id': 35017460, 'body': 'Hi there, do you still need help on this? Our app has gone through several updates. You can update to the latest version and try again, kindly refer to the link here for the verification guide: https://www.binance.com/en/support/faq/how-to-complete-identity-verification-360027287111. If you need further assistance, contact our live chat via: http://binance.com/en/chat. Thanks! -AT', 'modified': '2023-02-22T15:19:58Z'}"
2023-08-27,"Guys all good :)
Just realized that in Personal info page there is button “Link Twitter”, it’s not Twitter anymore , it’s X.",5,False,Rename Twitter to X,dios_fl,"{'id': 39094984, 'body': ""Hi there! Thank you for the heads-up about that topic. We'll report this issue to the relevant team. We'll update it as soon as possible. Thank you for your support ❤️😊 ^WI"", 'modified': '2023-09-23T17:13:08Z'}"
2021-04-21,Another bad update 🤯 please get back BTC value of assets in my wallet . And many other thing got worse and worse with every update. Can you please stop it. Everything was very good.,3,False,Why?!,Astamur_Khonelia,
2022-05-18,"great app but on iPad i have a small screen (iPhone like) and huge black frames, can you fix it?",4,False,iPad application needed,flad.solo.view,"{'id': 35352776, 'body': 'Hi there, thanks for taking out time to rate us. We have our specialists taking care of this. We aim to keep growing together and deliver the best experience for you! If you have further inquests, remember that we are always ready to help, and only a chat away:\n👉 http://binance.com/en/chat \n*RL', 'modified': '2023-03-13T10:31:41Z'}"
2022-12-18,"Think twice before using Binance. They blocked my account without any reason and answer from the support shocked. They just said “you should read our terms, we can block any account without any explanation”. That’s it!",1,False,Blocked account for no reason!,AlexSvistoplyaxlex,"{'id': 33838027, 'body': 'Hello Alex! Let\'s just take a look at your case with our team. We are here to assist you.\nPlease create a chat from binance.com/en/chat, select the closest category to your issue, and connect to chat. After the automatic reply from the chatbot, please choose ""Unsolved"" and then click to ""Leave Message now"". We will assign an agent to assist you as soon as possible.^IC', 'modified': '2022-12-20T17:29:47Z'}"
2023-10-24,App crashes every time when I try to insert verification on my phone,4,False,App crashing,Pegasus114,"{'id': 39739467, 'body': ""Hi, in relation to the issue you're facing with entering verification codes, kindly follow these steps:\n- Try using a different network\n- Clear the cache and cookies in your browser and in the app\n- Restart your device\n- Reinstall the app\nIf your problem persists, we advise you to reach us at: https://binance.com/en/chat | TS"", 'modified': '2023-10-25T18:38:09Z'}"
2022-10-08,"1. Double or even triple opening of one screen (verification flow).
2. App doesnt want to verify my face. I have finished 3 steps with status “good” and then “facial recognition error” (i tried a lot of times).
3. After all of my tries I cant try anymore. I just see same error after i press “start verification” button. And no, i cant appeal, because no visible button for that. 
4. Sometimes navbar backbuttonitem doesnt appear and i cant pop to previous screen.

Device: iPhone 13
OS: iOS 16.0",1,False,"Please, do something with that!!!!!",Heybitch33,"{'id': 32553801, 'body': ""We would love to assist you with your facial verification! Let’s contact with our live support team via binance.com/en/chat For mobile: Dashboard > Profile icon > Help & Support > Chat Don't forget to click Unsolved and Leave Message now after the automatic reply from the chatbot. If you have already done, would you please edit your review? Thanks! ^KO"", 'modified': '2022-10-13T11:48:20Z'}"
2022-02-17,Doesn’t open in 15.3.1 IOS some crush,5,False,Doesn’t open in 15.3.1 IOS some crush,DmKm625,
2022-04-21,After sending withdraw to Eth wallet service says they did everything good and further is not in their hands. I made withdraw more then 8 hours ago and still nothing come to my wallet and no txn hash were registered at the Eth network.,1,False,Withdraw didn’t work as expected,galogram,"{'id': 35587303, 'body': 'Hey there! Do you still require assistance with this? You can refer to our FAQ here: https://www.binance.com/en/support/faq/115003743192. If you need assistance, our live chat is available 24/7 and you can connect with us here: binance.com/en/chat. If your issue has been resolved we would appreciate a higher rating which would be so encouraging and highly motivating for us. Thank you! -AT', 'modified': '2023-03-26T09:14:18Z'}"
2020-10-04,"After the last update of your up, can not login in into the App, because google 2-step verification does not work.",3,False,Google 2-step verification does not work,igor1417,
2022-02-17,How to turn off the notifications? Those drive me crazy! So annoying! Turned off all the notification switchers in the Binance app notifications but I still get a lot of them almost every day.,1,False,Notifications,degisner,
2023-02-05,"The app is nice but please, optimise desctop app for ipad, i guess there is enough requests already",5,False,Ipad version,maievskyi,"{'id': 34807164, 'body': ""Hi there! Thank you for reaching out to us. You can use our website https://www.binance.com/en on iPad since it can be adopted to iPad's layout. Please give it a try! AL\n"", 'modified': '2023-02-11T09:17:05Z'}"
2021-05-08,"Could you please help me, where is it possible to buy FTM?🙏",5,False,Seems good but..,katem11111,
2022-05-26,App doesn’t allow to log in from USA. Works in Ukraine ok.,5,False,Access,lapuerto,
2021-05-26,"It would be great to see app upgrade for IPad. Please, so much waiting.",5,False,iPad please,lightsoulbtc,
2021-03-02,"Altogether the app is great, but on IPhone 7 I have a little problem - the widget does not work. Please correct this bug",4,False,Don’t work widget:(,АндрійМарк,
2020-09-02,"Hi, thanks for fix a bug. Maybe you can return function, that calculate loss/profit when you set stop-loss or take-profit. 

And please do push notifications about order complete, because we need to use another app for this and it’s very uncomfortable.",1,False,Please add push notifications,ka5itoshka,
2021-03-01,I can’t login to the app because it always have the same error ‘ internet connection error’ and every time when i trying to login same problem 😋😋,2,False,Can’t login,snjsbdhdjdhdudi,
2023-06-26,"Great app using it since 2019, always improving and feels very inspiring.",5,False,Very cool,dzvalentino,"{'id': 37370967, 'body': 'Thank you for these kind words, it encourages us a lot! 💫  Your satisfaction is our utmost priority. Please note, in case our help is needed or questions remain, feel free to contact us anytime at https://www.binance.com/en/chat. See you! EA', 'modified': '2023-06-28T04:37:07Z'}"
2021-11-15,"Now you became a scammers exchange , you took my 946$ from account and can’t find solutions. It’s funny for you like I understand, but 1 month passed, soon will write to police about all this incident, if you can’t solve this.

Remember my email:
madex1",1,False,Scammers,tuttifrutti_shops,
2022-09-27,"Please fix scrolling in favourites tab. I can not see the whole list of chosen coins.
Thanks",3,False,Favourites scrolling bug,Oleksandr.Minaiev,"{'id': 32598284, 'body': ""Hey! If you could describe your issue in detail to our agents in our live chat platform, we'd be glad to check and assist you in this matter right away 🙏 Here's the link: http://binance.com/en/chat  Thanks for your feedback! ^BB"", 'modified': '2022-10-16T13:07:59Z'}"
2020-06-30,"I want to remove him, but I can’t ((( please do something...",5,False,Volume indicator,andrii ko,
2022-08-26,"The mobile application is not adapted to small screens (iPhone SE/5s, 7) Every time I enter security passwords, I can't scroll down and get to the right line!",2,False,Screen size,Ómerta,"{'id': 31812912, 'body': 'Hello, thanks for your feedback! Please write your feedback here https://www.binance.com/en/my/user-support/feedback/entry, We work every day to improve our products and services and create a user-friendly environment.  ', 'modified': '2022-09-04T05:40:30Z'}"
2022-06-30,Getting ads push notification despite the fact that I have enabled only operational and transaction risk push notifications,1,False,Annoying pushes,CrUsH97,"{'id': 35205942, 'body': ""Hey there! The app has gone through several updates, does it work for you now? You may update the app to the latest version and try again. If not, we'd love to take a look at your case to see how we can help with this. Please connect with our support team via live chat www.binance.com/en/chat. If you have already done so, would you kindly edit your review? Thanks -AT"", 'modified': '2023-03-05T06:56:00Z'}"
2023-01-27,but after recent update the widget doest not work. can you please fix it,3,False,"All used to be good,",Leonid9538,"{'id': 34538416, 'body': 'Hi there, in order to solve your widget issue, kindly clean your app cache with this way  Dashboard > Profile button > Settings > Clear cache. After that, delete your app from your device, reboot your device for a min. then redownload your app and try again. Please inform us with current status. ^KO', 'modified': '2023-01-29T06:54:47Z'}"
2022-05-06,"the problem is in passing the verification, the system response is one that I am registered on another device, but I did not do it !!!  it is not possible to contact the support !!! Its scammers who collect your data!",1,False,Hi,V.pr05,"{'id': 35611457, 'body': 'Hi there, we would like to take a look at your case and see how can we help. In binance, we suggest users only use 1 personal verified account. If you have a verified account, kindly proceed with using the verified account to continue using our service. If you have encounter issues in this case, please contact our live chat support: https://www.binance.com/en/chat. Our team will look into it and assist you.', 'modified': '2023-03-27T12:29:57Z'}"
2022-02-17,Make iPad version please,5,False,100%,vo_wolf,
2023-10-07,I already have 2 step verification by phone number and email. But now they force me use one more verification (google authentication or pass key). That’s uncomfortable for me. 2 step verification was very comfortable.,1,False,Security,At uioljhs,"{'id': 39404785, 'body': ""Hello there. We totally understand your concern. But sometimes there're issues with SMS receiving, so you have a possibility to protect your account better and secure your funds. Kindly let us know, if you faced any difficulties with binding 2FA. We would be more than happy to assist you. The chat is available for you 24/7 ➡️ https://www.binance.com/en/chat VG "", 'modified': '2023-10-09T11:22:28Z'}"
2022-09-02,"I don’t find it intuitive to use, it’s slow and complex, even in the places where it shouldn’t be",1,False,Extremely slow app and overloaded interface,Quentyfox,"{'id': 31812857, 'body': 'Hi, thanks for your feedback please let us know what exactly did you not like about our app so we could improve it based on your feedback. You may write feedback here https://www.binance.com/en/my/user-support/feedback/entry. We work every day to improve our products and services and create a user-friendly environment. We value your feedback.', 'modified': '2022-09-04T05:30:27Z'}"
2021-11-10,Guys this is really annoying. I am getting logged out every time. Despite the fact that I have enabled face id.,2,False,Logs me out every time,DannyD22,"{'id': 39297566, 'body': 'Hi, Danny! If the issue persists, we want to inform you that this is designed to enhance security and protect users. The system incorporates embedded session timeout thresholds, which apply to inactive sessions based on the principles of internal logic and timeout parameters. Therefore, for each account login, the system necessitates a security check. We are always pleased to provide consultation in our chat: http://binance.com/en/chat ^LK', 'modified': '2023-10-03T20:08:48Z'}"
2023-07-28,Could you please add “All time price chart” for each coin?,4,False,!,jimelline,"{'id': 37975262, 'body': 'Hi there! We appreciate your contribution in suggesting improvements to our products and features. Your input is highly valued, as we strive to provide a better user experience on our platform. Your feedback has been passed on to the relevant team for evaluation. Feel free to share more feedback or ideas via this link: https://binance.com/en/my/user-support/feedback/entry. If you need any additional support, please visit us at http://binance.com/en/chat. Thank you! ~MH\n', 'modified': '2023-07-30T04:08:26Z'}"
2022-11-10,"I really do not understand how people use it. It is a nightmare. I get different errors all the time, the app itself is super slow. I am shocked that this is the most popular crypto market. Just how?",1,False,Worst app in my lige,luniarka,"{'id': 33109794, 'body': 'Hi Luniarka. What kind of errors are you getting? We can help you with them, please explain in more details. But first, could you please clean your cache with these steps: Dashboard > Profile button > Settings > Clear cache. After that, delete your app, reboot your device, redownload the app again. If your problem persists, please join our live chat. Via https://binance.com/en/chat We will give you assist to solve your problem. If you have already done it, would you please edit your review? Thanks! ^KO', 'modified': '2022-11-11T13:49:46Z'}"
2021-02-18,"When creating price alerts for BTC pairs
I just see
Price drops to 0,00
Or
Price rises above 0,00",4,False,Where can I post a bug report?,Rarog88,
2021-11-12,"When I want verify documents your app use only front camera, can’t switch to good camera to make normal photos",1,False,Problem with verification documents,Alex87lom,
2023-02-01,It Binance - you don’t need to explain 5 stars,5,False,It’s Binance,Di4appstore,
2022-01-20,Shadow commissions and inadequate minimal transfers. I cant pay anything is less than 30$,4,False,Petty huckster firm,oz.Gamer,
2022-08-18,"getting money out is EXTREMELY hard unless you're not advanced user.

don't place money there.",1,False,designed to hold your money in their system,Meduha,"{'id': 31572112, 'body': ""Hi there, we value your review. We would like to clarify your question, it is easy to withdraw and deposit in Binance if you are verified successfully and account without any risks. We don't want to make it difficult for you to use the service, but you're now on an exchange where your crypto assets and other users are generated from actual assets. Verification issues need to be addressed in order to be able to help with your authenticity to the account in the future. "", 'modified': '2022-08-21T07:28:10Z'}"
2022-11-15,Every week I have problem with my biometric check. And help only delete application. And load it again. So this make me crazy,1,False,Biometric works bad,AlesyaKomarova,"{'id': 33216181, 'body': 'Hi, we would like to check your issue in detail. Please proceed and reach out to one of our specialists here and let them investigate your matter: http://binance.com/en/chat We will assign an agent for you right away. | TS', 'modified': '2022-11-17T11:57:16Z'}"
2020-11-11,100% the best and the most secure platform. Funds are safe.,5,False,Funds are safe,Bodplov,
2021-05-15,"Help me please, how I can verify my profile, I already send to Binance my documents, but it’s said like unverified!!! Why??? And second time the same result.... I want to payload money, but without verification I can’t.....",1,False,Issue,AlexCandyWood,
2021-01-22,"I bought bitcoin, wrote the payment did not go through, but wrote off the money from the card, wrote in support, and they did not answer anything, neither bitcoin, nor money)",1,False,give my money,Дудец1913,
2023-01-19,When opening details it’s is showing wrong transaction. Not the one you clicked on,1,True,"Bug, fiat history details",kybarg,"{'id': 32723132, 'body': 'Hi, we would like to take a good look into your issue. Could you reach our chat support from here:\xa0http://binance.com/en/chat\xa0We will assign an agent for you right away. |\xa0TS', 'modified': '2022-10-22T11:07:47Z'}"
2021-02-23,"Please, add orders notifications. Great app, but without notifications is 4 stars",4,False,Notifications,Serhii_Axel,
2023-04-02,"Worst customer support service,
I have been trying to uplift my suspension but am unable to do it and I am getting no response from customer support chat bot",1,False,Worst trading app,Worst 10,"{'id': 35769393, 'body': 'Hi there! We‘d love to check this closely, kindly edit your review and inform us of the Case ID. If necessary, you can also open a new chat at Binance.com/en/chat - FP', 'modified': '2023-04-04T15:19:20Z'}"
2021-03-02,please optimize the app for ipad mini,5,False,iPad mini,NikitaPiperkov,
2023-01-07,"Seriously! 21-th century! Great app but why you cant make ipad support, this gadget just made for trading))",4,False,Add iPad support,Lavroff0213,"{'id': 34153595, 'body': ""Hi there. We appreciate taking your time to rate us! We'd appreciate receiving your recommendations at: binance.com/en/my/user-support/feedback/entry | Meanwhile, you can use our website version on your device, it will adapt to your screen.  Oh, and you can always connect with us at: binance.com/en/chat to share your thoughts as well. - RA\n"", 'modified': '2023-01-08T15:46:50Z'}"
2022-02-02,Stuck on registration. If you have a twin — be prepared to record a couple of videos with your twin and predict all the rules because they are not stated in the email.,1,False,Useless support,kirimbi,
2022-08-04,"why is it not possible to add a new Ukrainian passport (ID card) in the identity verification?  It is possible to add only an old-style internal passport or a foreign one!  And as a conclusion, I can't use the app!",1,False,unable to pass verification,lukavaia_ju,"{'id': 31380370, 'body': ""Hi user, we're always listening to you! \n\nOur service should always be top-notch, feel free to contact our live support via https://binance.com/en/chat, if you have already done please edit your review and share the case ID. Thanks"", 'modified': '2022-08-10T07:58:10Z'}"
2023-10-17,"Worst verification process in app. Smiling, clipping, rotating hand 360’. And fail, fail, fail. in app black screen all time, goin to web version fail verification",2,False,Verification,Fanat111,"{'id': 39596491, 'body': ""Hi there! We are here to assist you. Please try to open the app, click on [Account] - [Settings] - [Clean Cache] ), and then you may try to verify your account again. If it fails or stuck again please try it on another device. Also, you can check this FAQ to learn how to complete your KYC: https://www.binance.com/en/support/faq/how-to-complete-identity-verification-360027287111. Feel free to contact us at http://www.binance.com/en/chat. We'll be ready to assist you there 24/7. Thanks. ^WI"", 'modified': '2023-10-18T17:03:54Z'}"
