date,review,rating,isEdited,userName,title,developerResponse
2022-01-11 19:45:13,You should increase favourites section. There is limit in favourites the coin. You should increase the number of favourites.,1,False,Bunny_Mayank<3,Increase number of favourites,
2024-04-08 06:57:01,Kucoin is India’s first compliant CEX and the best among cryptocurrency exchanges.,5,False,Droid technossomy,Kucoin,"{'id': 43170536, 'body': ""Hi, thank you for your positive feedback! We're committed to maintaining compliance and providing a seamless trading experience. Your support motivates us to continue improving. Thank you for choosing KuCoin."", 'modified': '2024-04-10T08:51:21Z'}"
2021-05-30 14:40:34,My verification getting. Declined. I want to again upload photo with ID card. But there is no such option. How can I do that ?,1,False,lunaisasecret,My verification getting declined,
2024-04-09 14:25:06,"Absolutely unusable UX.
Not able to buy tokens. It says cannot verify card. (Indian card)
Payment through UPI is insanely expensive.",1,False,Hitesh Mitruka,Bad experience,"{'id': 43188955, 'body': ""Dear User, we're sorry to hear about your experience with our KuCoin APP. We understand your concerns about the user experience and the issues you're facing with card verification and UPI payments. We have forwarded your feedback to our team for review and optimization. We're continuously working to improve our services and your feedback is valuable to us. If you have further issues or need assistance, please reach out to us. We appreciate your understanding and patience."", 'modified': '2024-04-11T03:36:42Z'}"
2022-06-01 16:30:29,App is getting logout automatically after few hours,1,False,ervinod,Logout issue,
2022-05-30 06:34:59,Why the hell KuCoin pasting last copied item from clipboard whenever I open and close the app?,1,False,kingpin.sakthi,Collecting data from clipboard,
2021-11-19 09:42:55,"Stop loss got registered app showed it. But that operation didnt go through as that wasn’t registered with server. Risky!!
I lost my funds due to that!!",1,False,kucoinuser,Stop loss issue,
2021-03-23 17:35:01,I have started my account 2 days back. My kyc is still in pending!!. There is no Customer support,1,False,Deviphone7,Waste Of time,
2021-09-14 22:21:11,Be careful about your private information. It copies information from your most recent app.,1,False,justinzion,It’s a predatory app,
2023-10-14 11:01:40,"The management of these people is very bad, they just make us wait.",1,False,Arbaz Idresi,Waiting,
2024-04-12 14:25:46,KuCoin & a P2P seller did a scam with me.. My rating is in minus .. beware of this app.. Always go for reliable crypto exchanges such as WazirX & binance..,1,False,Dr. Gynaecologist,Scammers..Fake website 😡,"{'id': 43297183, 'body': ""Hi, we're truly sorry to hear about your negative experience. We would like to investigate your case further. Please contact us at support@kucoin.com or through our Help Center with details of your transaction. We're committed to providing a secure trading environment and we'll do our best to resolve your issue. Thank you for your understanding."", 'modified': '2024-04-16T08:54:19Z'}"
2023-11-25 06:12:18,Go for it,5,False,Beast22277,Kucoin is best exchange,
2023-09-14 04:13:57,This app is stealing money by blocking withdrawal do not trust this app Worst customer care support,1,False,hiyanshm,Stealing money,
2021-12-10 14:50:12,KuCoin is a blue star,5,False,Chattora,Good plate form for beginners,
2022-01-14 07:49:41,Better then BINANCE,5,False,ananya alevoor,Review,
2023-12-06 03:59:22,Goodness,5,False,zeeshan Mazahir,Excellent,
2021-08-07 15:15:03,Kucoin is a pretty good crypto exchange 😌😀,4,False,sreeju2255,Pretty good,
2021-06-29 19:29:34,Staking is not working on ios,1,False,saheer7,Staking,
2023-08-29 05:10:40,Froud,1,False,Aman 84278,This is froud app,
2021-11-16 19:38:31,Manipulating market,1,False,shaik667,F,
2022-05-13 18:59:58,"It’s disgusting.. my huge funds are blocked under KuCoin.
And the support team is giving robotic replies on email.

help me how to get my bitcoins back from this fake company. 

And @kucoin if I will not get my funds released, I will sue your company.",1,False,i am Amar,My withdrawals are blocked since 2 months.,
2019-11-29 21:48:43,Referral Code : 26t7xfx,5,False,Cutevipi,Referral Reward,
2022-03-19 13:21:46,"When i login i get error login denied all my funds gone support no response at all.
Guys stay away from this app they simply block ur funds and assets.and its been a long even after submitting the extra kyc also they don't respond. Simple is if they really want the extra advance kyc they shuld have taken in the beginning of the account opening. Instead of that they wait for the users to deposit funds and then they wil block users to login so we cannot able to login also. Then no response to the support even after submitting the kyc questionaries documents.
 Ticket id 1670832",1,False,sahilxec10,Funds are not safe here i can’t access to my account,
2022-03-18 16:32:56,"I have raised a ticket long back due to my account balance got disappeared. They said some one stolen from my account with out 2fa, secretkey, Secret email code.",1,False,akupp crypto,Money Theft exchange better be careful- ur money will be lost,
