timestamp,reviews,rating,isEdited,userName,title,developerResponse
2021-08-22 14:02:27,"This application has been difficult for most of Nigerian users cause our National ID is on Slip and not front/back card… please look in into it, to help verify with National ID slip which is the document Nigerian use for verification. Thank you as rectify this issue to enable more people use the App from Nigerian to trade on cryptocurrency. I’m also a victim of this as I don’t have driver’s license or passport but National ID Slip",5,False,ikorokennedy,Verification for Nigerian,
2022-11-08 00:40:13,"Binance is full of eye service the more you look the less you understand i have been meaning to ask Binance this important question.........how do you do the money our friends and loved ones have in there wallet before they died......Who do you contact the family members of your dead user or do there money die also with them?

For instance there is supposed to be a room for next of kin you can’t just using non sense format of security bla bla to take money belonging to dead customer knowing they have family who are supposed to inherit it... unless you are now a female member to every of Binance user.........",1,False,JOE YAYO,TRICKY,"{'id': 33055848, 'body': 'Hi Joe! Kindly open a chat with our agent: www.binance.com/en/chat, and you will receive explanation on inheritance. Thanks! - SA\n\n', 'modified': '2022-11-09T05:00:53Z'}"
2021-10-24 11:42:45,"The app had been working fine but recently started to have issues with it, brings an error message that says “sorry, you have no access to this service” and it really frustrates me. I’ve deleted and downloaded a newer version but it’s the same issue after some time. This needs to be fixed.",5,False,skrrchillo,No access,
2023-08-22 21:52:58,"Binance and twitter are scammers they conspire with alphagpt and swindled million dollars of innocent living around the world, so I advise you people don't trust them (binance and twitter). They're a big scammer's No one should ever trust them, they are a scammer's and they're partnership with Alphagpt and some other stealing platforms like EDK, CATLY, ALPHAGPT, AND SO MANY MORE. So my there brothers and sisters please I advice you to stop trading with binance and stop working with twitter.…",5,False,Alh Abdul,Stealing and conspiracy,"{'id': 38504617, 'body': ""Hi Abdul. We've been made aware of a scam project that has caught a lot of attention by lying about having a partnership with Binance.\nScammers often lie about partnerships to seem credible. Be careful, do your own research. Real partnerships are announced on official Binance channels. You can check our channels at https://www.binance.com/en/community. \nAlso, you might want to check this article: \nhttps://www.binance.com/en/support/faq/how-to-protect-your-binance-account-from-scam-be30cd51c32a4e1f9b2ab60807ce0240\nThank you. ^WI"", 'modified': '2023-08-24T13:59:14Z'}"
2022-03-23 19:06:27,"I am about to loose 20,000 worth of USDT to a Abubakar Bello Roba because I canceled my buy order with him due to  bank transfer network issues and 30mins after I get debited by my bank and Bello gets credited. Due to the cancellation of order I can’t locate him on the binance app.  Please I need my 20,000 worth of USDT or my money transferred back to me.   With this tragic incident it would be crucial for binance to have transaction history on the app so that when things like this happens the merchant is immediately traced.",3,False,Dumayb,P2P trade problem,
2021-11-02 06:59:26,"Been using the app peacefully for almost a year now, but recently (last month) I had difficulties accessing the app the response I get is “sorry you have no permission to access this service” it goes on and on for some hours and now it’s worse it goes on for DAYSS! Until I uninstall the app and install and after a while it continues.",4,False,dollarbabyy,Sorry you have no permission to access this service,
2021-10-21 12:40:42,"For the past 5 days now I have been trying to log in to my account and the app has been telling “ you have no permission to access this service”. Please kindly attend this issue, This isn’t really making things easy for me, I have some ongoing trades to look into. Thank you",5,False,Kingonomsta,Blocked From Logging into my account,
2021-12-06 10:08:31,Kindly work on the app so that completed orders can be filtered by date. Also when you click on a completed trade details and u exit. It takes you back to the top you need to scroll all the way down to get to where you stopped. For easy recording of trades for users kindly work on it,5,False,yettyslimmie,Improve the app,
2022-11-18 15:11:57,"First of all I am grateful that binance takes the issue of security Paramount above all else kudos for that.
But I wish the b-team takes it up a notch and create a mechanism that would track its users crypto which is scammed by some unscrupulous individuals so that one can at least recover some of the funds lost through scam.
Just saying.",5,False,Roasted Nigerian,Angry 😠 binancian,
2022-02-11 15:56:31,I’m tired of this message every two minutes. The app is frozen way too much for something holding real time money. It is such an inconvenience & sometimes It keeps me away from the app sometimes when I rather be trading. Please I’m begging! Fix this!,5,False,Oderie,Operations anomaly please try again later,
2023-03-13 23:40:30,"The BINANCE EXCHANGE platform is more of a “ TRUST” APP than even the conceived trading practice- where banks within our region can no longer be TRUSTED, reliable and convenient especially with what is happening today, BINANCE stands out, BINANCE is reliable, convenient and TRUSTED, even those of us coming up technology wise are carried along as our confidence and security is built on one United , TRUSTED PLATFORM, BINANCE!",5,False,Ambi.O,TRUST APP!,
2022-06-03 06:25:22,"You guys need to work on your appeal time and how you follow up trades, lots of people are just there to waste other people’s time. They hold on to your coin for way too long and it takes forever to get your coin when you appeal even after costumer service reads the conversation.",5,False,P sabali,Appeal time,
2021-11-10 10:57:15,"It’s keeps saying I have other verified accounts, I think your facial recognition software has confused me for my twin cause even in my apple photos, our pictures render only one face and I can unlock my twins facial recognition with my face. So please I sincerely don’t have another account so I need your help to rectify this issues immediately and I will do whatever you ask. Didn’t see any customer care emails so I had to come here and lay my complain.",2,False,BEEGWHITE,Verification Issue,
2023-10-09 01:36:25,"Could you believe I purchased ethereum worth 50,000 naira and the seller did not release my crypto and it’s more than 10 hours now 
I’ve been pleading with him and also raised and appeal  but nothing ever happen and this is my savings I used in purchasing that ethereum and not they want me to loose my money even after raising an appeal this app is not even helping me get back my money or the etherum you guys really need to fix my problem now because you’ll make me regret ever using this app and I’ll be forced to talk bad about it",1,False,BuGa☯️❤️,Bad sellers,"{'id': 39431693, 'body': ""Hey Buga. We appreciate you reaching out. Let's definitely work through this together. If you have a previous ChatID# from our support, please share. If not, kindly connect with us directly via our chat support. This will help us prioritize your case. The chat link is: https://www.binance.com/en/chat 🔸RG"", 'modified': '2023-10-10T12:34:33Z'}"
2023-09-20 15:40:52,"To the developers. Pls we need like a chat before opening a trade, so we should chat if the seller or buyer is available, some monks would just leave order open and go do something else, or bring back the calling options pls. It’s really frustrating 😞😞 that express linked me to someone and that person delayed me for 45min imagine. Pls we need a solution abeggg. All other things are dope innit",3,False,SkyeXchange,To the developers.,"{'id': 39064515, 'body': ""We realize how frustrating this situation was, therefore, we will forward your feedback to our development team. Please don't hesitate to reach out if you have further suggestions or encounter other issues; we're here to help. Thank you for helping us make Binance better! EA"", 'modified': '2023-09-22T02:21:51Z'}"
2021-05-18 00:50:42,"Hello Binance customer you guy’s blocked me off I can’t withdraw I have submitted everything you guys asked of me including the video of my self holding my id please unfreeze my account please I beg of you guy’s these is so annoying 
You guy’s told me to wait I have been waiting it’s almost 6days now",5,False,ogbonna uchechukwu,Withdrawal issues,
2021-07-11 17:08:43,"Binance is the top leading and reliable financial institutions in this our generation. And it has a strong capacity in securing digital currency of all users and it has given equal room to all her user to participate in buying and selling cryptocurrency across the globe.

Wish you many more years of great achievements.

#Alhaji Ali Mohammed from Nigeria",5,False,Alhaji Ali Mohammed,Testimony/Comment,
2022-03-07 13:37:04,"This app is just so useless and you can lost your money so easily. How can I transfer someone money and all for me to come back to press notify the seller I couldn’t because the stupid app said service abnormally and I couldn’t do anything in the app now the timer count down and the order was canceled automatically which I already transferred the money but the useless system here could not let me notify the seller that I’ve sent the money
Useless app
I just lost money this afternoon because of that
Nonsense",1,False,raezy550,Complaints,
2022-04-14 16:40:53,"Could the developers for the Binance desktop app create a feature that allows one split the chart into different timeframes on a single screen. Yes, it’s possible to split the screen to view charts of multiple coin pairs but I’d love if we could view the charts of multiple timeframes for a single coin pair.",5,False,Ade_singleman,Binance Desktop App,
2023-06-21 19:42:09,This app is so much fun and I enjoyed going through it times without number but the only problem am facing now is that I fix the bonus I got in my btc and I can’t locate where I fix it. I wish the management can  help me and find it please,5,False,Ugo-Eze,Appreciation and my request,"{'id': 37291130, 'body': 'Hello Ugo-Eze👋, no worries! We are always here to help you! Let\'s look at it together. We suggest you check your ""Transaction History"", or you can follow the steps below to export all your statements. For a detailed tutorial, please refer to: binance.com/en/support/faq/990afa0a0a9341f78e7a9298a9575163. This is the equivalent of your account\'s funds flow, with a clear record of every transaction. If you need any further clarification, you can always contact us at binance.com/en/chat. We are ready to help you 24 hours a day. ET 💛', 'modified': '2023-06-23T12:52:41Z'}"
2021-05-25 05:55:08,"You people blocked my Binance account without telling me the reason or what to do to open its 
Try several times to contact your Live Chat No reply and I try to transfer from spot to P2P but it’s show account suspended please you people should do something.",5,False,pilotking123,Blocked Account,
2022-03-29 08:30:41,"I appreciate the efforts of the developers this app but my concern is the sudden lockout I get when trading on Binance features. For a beginner would prefer monitoring on the go so as to know when to tap out to avoid/ reduce losses but get confused if suddenly lockout due for no reason, I can’t access my wallet and running trades. 
Kindly look into it",4,False,Jame o Neil,Sudden Lockout while trading Features,
2019-10-03 13:48:49,"I’ve been trying to sign in but it keeps telling me incorrect login details even after I’ve typed in the correct details severely, I tried the forget password option and changed the password, but it still says incorrect email or password.",5,False,Duigyui,Login details not working,
2022-05-01 01:43:46,"Operation anomaly, please try again later , so we can get access to our funds . Oh God this is very bad , along are we going to wait , even when we want exits from a trade this would pop up 😭",5,False,Blissloaded,"Operation anomaly , upgraded your site to a good standard please","{'id': 29526228, 'body': ""Hi, sorry to hear about your bad experience, please accept our apologies. We'd love to take a look at your case to see how we can help. Please connect with our support team via live chat www.binance.com/en/chat  if you have already done please edit your review and share the case ID. Thanks"", 'modified': '2022-05-03T07:52:27Z'}"
2023-08-29 05:39:52,"For the past 4 days my account was suspended,no withdrawal and not able for transferring fund to funding wallet 
Their didn’t give me notification it was when I send my money to
Binance that there come up and disabled my account and telling me to wait for 30days business trip,while why my dad was at the hospital and I need the money for his hospital bill,yet none of their customers services want to help 
I’m really regretting why I used binance,I don’t guarantee them my trust is broken",1,False,deewayne exchange,Not reliable !!!,"{'id': 38629624, 'body': 'Hi there! We deeply value your concerns and are committed to resolving any issues as quickly as possible. For a comprehensive understanding and prompt resolution of the challenges you are facing, please get in touch with our support team at https://www.binance.com/en/chat. Feel free to edit this comment to include your case ID, which will enable us to monitor your case as well. Thank you! ~MH', 'modified': '2023-08-31T03:14:19Z'}"
2022-09-04 14:57:52,For the past 2weeks I’ve been trying to change my password because I’ve forgotten it and the message I keep getting is ‘’sorry the network is busy I should try na k later’’,5,False,ushahemba,Unable to change password,"{'id': 34816975, 'body': 'To help you with your login issue, we will direct you to our customer support. Our specialized Customer Service team is on standby, both through our app and through our website: binance.com/en/chat , if you have already contacted our support, please edit your review and enter the Chat ID. LS 💛 🖤', 'modified': '2023-02-12T13:20:13Z'}"
2021-08-26 19:22:58,"I’ve been trying to Verify my Account for sometime now but it is always saying VERIFICATION FAILED, even though i provided my Original National ID card. I’m already getting tired of this app. Please resolve it asap because I cannot Send my Btc to anyone without the Verification",5,False,ibileofportharcourt,Gosh😪,"{'id': 24780813, 'body': ""Hi, sorry to hear about your bad experience, please accept our apologies for the inconvenience caused. We'd love to take a look at your case to see how we can help. Please connect with our support team via live chat www.binance.com/en/chat  if you have already done please edit your review and share the case ID. Thanks\n"", 'modified': '2021-08-29T10:59:00Z'}"
2022-12-21 06:19:34,"I opened trade with a Pakistan trader and made the payment within his given deadline, but the trader did not respond to the trade even till now, that led to me making an appeal hoping the cs will intervain on my behalf, but the cs could not even do anything about this trader and he has successfully duped me even after following the community guidelines and other protocols, I don't think I'll continue using this app anymore, this app Is full of scammers.",1,False,Memphis Mail,Fraudulent activities and cs couldn't do something about it,"{'id': 33898958, 'body': 'Hello there! Will you be able to share the case ID with us so we can understand what happened and why the problem isn’t yet resolved?', 'modified': '2022-12-23T11:22:31Z'}"
2018-12-23 23:04:19,Hi Binance I am a consistent trader. I couldn’t have access to my account and I was blocked from the app. I have submitted all series for my information in which I know 4 are accurate and I have also sent my I.d card you people deliberately rejected. Now I have sent my Passport. I hope this doesn’t get rejected too. I have some cash out to make. Please rectify my account you customer Unit can call me on phone to ask me whatever question like Luno. I have answers to them because it is my wallet I am no scam/fraud. Pls don’t frustrate me. more,1,False,Maryammm4222,SMS 2fa Reset,
2019-12-13 19:53:11,"I am quite new to the crypto and trading space but the app seems to be user friendly I don’t need my instructor to help me with certain things because they are well laid down on the app,I would recommend Binance to anyone novice/amateur like myself or even a pro.",5,False,sca_jnr,Excellent experience,
2023-09-26 18:20:01,"Kindly check your update version, the version is not good, if you want to sell crypto to someone on p2p , you can’t see the amount you receive before you open trade, kindly solve the issue",5,False,Aliyu Henry,Update version,"{'id': 39190096, 'body': 'Hello Aliyu! Thank you for the review and feedback. We believe customer feedback is essential for our improvement and growth. Please share your insights, thoughts and recommendations with us from here https://www.binance.com/en/my/user-support/feedback/entry so that our team can review and consider them and take actions accordingly. Thank you for your interest. ^AE', 'modified': '2023-09-28T06:56:53Z'}"
2021-10-29 21:35:35,"Good evening Binance, please why is my account always telling me I’m not permitted to visit this site or so when ever I’m trying to login? I have deleted the app 3 times and redownload but still the same problem… please what do I need to do?",5,False,Azeez Sanusi,Failed login,
2021-07-14 06:53:13,You guys should remove the 10 times limit placed on verification process because the facial part is kinda complicated you might do everything right and still it will verification failed... it's really frustrating...you guys should work on this.,4,False,Vybezmann,Verification process,
2021-05-03 21:55:38,"This app is quite nice. But when you set an alert, I think there should be an option to make the alert come in hard. Not just a tone notification that you could easily miss. Something that probably rings your phone!",4,False,Roisleigh,Suggestion,
2021-12-08 20:22:29,"I was told I am using old version of the app that I should go to the official website to update, I have been trying to update but not going through so I am unable to login and trade. Pls what can I do?",5,False,ROTADEX,Unable to update,
2023-10-07 11:39:25,Dear Binance we really enjoy your services as the best trading app I have used so far. Please if it would be possible kindly add a settings that can enable user to set a particular tone for notifications. Thanks,5,False,Mahmud Ringim,Notification tone settings,"{'id': 39483156, 'body': 'Hi Mahmud! We saw your review and we wanted to hear more ideas from you. You can submit all of your ideas at https://www.binance.com/en/my/user-support/feedback/entry. Our team will check your feedback. Also, you can always contact us at http://www.binance.com/en/chat if you face any issues. Thanks. ^WI', 'modified': '2023-10-12T19:32:32Z'}"
2023-08-31 14:09:29,And easy to use. But I think they should bring back the phone number option on the P2p after 5mins of opening order. Some merchants intentionally waste peoples time,5,True,Rising33B,Nice interface,"{'id': 38627485, 'body': ""Hi there! We appreciate you taking the time to provide us with recommendations about our products and features. Your insights are crucial for us, as we strive to improve the user experience on our platform. Rest assured, your feedback has been passed on to the relevant team for evaluation. Should you have more suggestions or ideas, please feel free to submit them here: https://binance.com/en/my/user-support/feedback/entry. For any additional assistance, don't hesitate to connect with us at http://binance.com/en/chat. Thanks again! ~MH\n"", 'modified': '2023-08-31T00:45:04Z'}"
2023-01-28 09:21:29,Everything is 5 star. But you have to fix your P2P chat. It takes time before it delivers. Every message should be delivered instantly to avoid order time running out.,5,False,AlfatSarki,P2P Chat Slow Delivery,"{'id': 34543409, 'body': ""Hi there, we're happy to know you liked our application! . Could you try with different internet networks, or reinstall the app? We'd appreciate receiving your suggestions at: binance.com/en/my/user-support/feedback/entry | If you need assistance, don't hesitate to contact us at: binance.com/en/chat to share your thoughts as well. - RA\n"", 'modified': '2023-01-29T16:19:06Z'}"
2022-01-25 14:33:31,"We nigerias ID of verication has been changed they no longer give us the one with both front and back attached… our NIN now , the back of it is blank . Have been trying to verify my acct but still no positive result",5,False,kvng deivid,NIN verification,
2021-10-24 03:47:20,"Been trying to login my account for awhile now and it’s saying i have no access to the service..
Please i need you you guys to look into it, I wouldn’t want to lose my money",5,False,dripboi80,Account Login issues,
2022-01-05 08:53:30,"Hi Binance, I’ve been trying to login to my account but is not working, it keeps telling me OPERATIONS ANOMALY, PLEASE TRY AGAIN LATER.. I’ve tried updating my account but it still shows me the same thing, I’m scared to lose my account, I’m not fake or scam..",5,False,Melvin233,I need help from this please,
2021-12-18 09:44:33,"Customer care so frustrating 😭😭😭
And because of that have lost about $100 within a blink of an eye, trying to explain to them they are asking unnecessary questions",5,False,Amb Destiny,Poor,
2023-09-01 21:38:17,"Since past four years I’ve been trading cryptocurrency’s in different apps Binance is the best app I have ever seen, it’s a good app for me and it have many features in it, and it have 24/7 customer support but Binance is the best for me.",5,False,Daniyoung Global,Best Crytocurrency trading app,"{'id': 38682884, 'body': 'Hi there! We value your feedback 💛 We are available for your assistance at http://binance.com/en/chat, as mentioned 24/7!\n-SA', 'modified': '2023-09-03T07:55:57Z'}"
2023-06-25 12:24:12,"Tried to verify my account but any time I click verification it will load and show online white page. It been 3days now, still the same thing.",5,False,de-dave,Verification,"{'id': 37340264, 'body': 'Hi Dave, we understand your feeling. We are here to help you! Kindly make sure you have a strong/stable internet connection then reinstall your app here (binance.com/en/download) and clear the cache (In the APP, click [Account] - [Clean Cache]). At the same time, we recommend you use the website [binance.com/en] or a different device to complete your identity verification. If the issue persists, please contact our live support: binance.com/en/chat, our team will look into it and solve the issue for you! 😊 ET💛', 'modified': '2023-06-26T16:11:59Z'}"
2022-01-06 04:02:40,"I hate that everytime i try to log in, i see operation anomaly and cannot access my account. Please fix this.
It prevents me from making trades. I am losing money! Fix this. I cannot even access my account",5,False,Favitri,Operation anomaly,
2021-10-22 10:51:21,"I have not been able to login to my account.
“Sorry, you have no permission to access this service”. This is the message I get anytime I try to login to my account.",5,False,vladruzzo,Login issues,
2021-08-13 00:30:10,This is becoming irritating and almost cost me a lot of money today. I closed my trade and it kept crashing until I was almost liquidated. Moved my funds out already.,5,False,Staneeq,App continues crashing,
2023-07-09 02:28:17,Please confirm what is wrong. I have done upload of my International ID twice expecting a confirmation email. I don’t know why same message keep coming to upload new identity.,5,False,weje c c,Uploading of New Identity,"{'id': 37590299, 'body': ""Hi Weje, we always want to get things right for you in Binance. We want to look into this! Please share your experience by providing us with your case ID so that we can check your case details further. If you haven't contacted our support yet, please always feel free to contact us at binance.com/en/chat and we will resolve it for you. ET 💛"", 'modified': '2023-07-10T16:47:24Z'}"
2021-12-24 13:08:16,"I deposited money on my Binance account some months ago and I tried withdrawing 3months ago.
It asked me to verify my account I’ve been stuck on the facial verification 
Each time I show my face and follow instructions it immediately shows verification failed I’ve used several devices and I have an identity verification card but I can’t get thorough to submit it 
I’ve tried reaching support but it seems like I’m talking with robots",1,False,pelumi oyerinde,Verification issue,
2023-09-08 17:27:40,Please you guys should bring back the call option in the p2p trading section. I spent 3 good hours waiting for 5 different vendors and they ended up canceling just because the count down was exceeded. Please bring it back the call option,4,False,gh see d dad h BBC's,P2p delay,"{'id': 38821517, 'body': 'Hi there! Thank you for taking out time to send us your suggestions about P2P!\nYou can leave feedback at any time via this link https://www.binance.com/en/my/user-support/feedback/entry. \nThat would be greatly appreciated!\n-SA', 'modified': '2023-09-10T02:15:58Z'}"
2022-08-27 09:33:36,"The app is the best of all crypto trading app 
But am having issues recently because I can’t post ads anymore,only verified merchant can post ads now does that mean that all my asset are waste of my money",5,False,Gem_stone_crypto,Best app,
2023-03-08 00:54:34,"It very bad that I lost my phone and I want to login to my Binance account with my email and password 
So I couldn’t change my phone number that I lost 
I did everything possible and follow the instructions there
But since 3 months now I lost my phone I can’t be able to login to my Binance account with my email and password I can’t even access my Binance account 
I need my money 
All the money I put in my Binance account 😭😭😭I need it you people should allow me login I can’t lose all my money just like that simple because I lost my phone and I still remember my email and password still you can’t allow me access my account I need my account and money #binance",1,False,Nwaite Stella,I can’t login to my account,"{'id': 35395962, 'body': 'Hi there, no worries we are always here to assist you. Firstly, if your account is registered with a mobile number and you have enabled email 2FA, you can reset the login password using your email, please refer: https://www.binance.com/en/support/faq/2d9adebbe9b446019f8895ce971d0870. If you still encounter issues, please contact our live chat support via: https://www.binance.com/en/chat. Thanks -AT\n', 'modified': '2023-03-15T08:02:36Z'}"
2021-10-09 09:28:06,"I used to have an Account with Binance, I have forgotten my Email and Password. Now I am trying to open another account and it’s saying I should use the old account. Please how can I open a new account?",5,False,investorvcj,ACCOUNT OPENING,
2021-05-31 05:40:49,Withdrawal through p2p from my wallet for more than a month now and I’m yet to be credit. Have been chatting with the customer care since and no positive reply yet. What’s going on?,5,False,bakilu,Withdrawal issue,
2022-08-14 07:52:56,"Why would Binance automatically turn on the only merchant button. This has caused a lot of loss for us. We the non merchant that are striving to trade, we won’t be able to trade again cos anytime we post ads we won’t be able to see our selves again and it’s just merchant that will be showing. I demand a better solution to this update, cos it’s affecting us. You’re literally pursuing us away from Binance",1,False,CryptEze,Bad Update,"{'id': 31805624, 'body': 'Hello, we value your feedback. Please write your suggestion/feebdakc here https://www.binance.com/en/my/user-support/feedback/entry, we work every day to improve our products and services and create a user-friendly environment.  ', 'modified': '2022-09-03T01:46:54Z'}"
2023-02-18 15:33:53,"After I changed my phone, I can’t access my account with the correct information Binance why?",5,False,kizinto jonas,Unable to access my account,"{'id': 34952791, 'body': ""Hello, thank you for leaving your review. We'd love to check this matter with you. Could you please reinstall your application and try again? If all credentials are correct and you are still unable to log in, let's connect through our chat support: https://binance.com/en/chat for further checking. RA"", 'modified': '2023-02-19T19:00:07Z'}"
2022-08-30 20:54:30,i’ve got to say thank you ! to the creators of the app. it’s been really easy to get things going like buying and selling of crypto and so many other things. really good app !!!,5,False,heisimani,Easy and Smooth Sailing App,
2022-01-20 01:39:35,"I really like Binance because it works with smart artificial intelligence.
And also the interface if fully highlighted with many details. And binance app is well expanded.
A can even rate it more up to 100 and above.",5,False,Maimota1,Maimota,
2021-11-01 10:29:37,"Your app is always annoying 
Every 30 minutes it always down",5,False,mikano guy,Always down every 30 minute,"{'id': 26047922, 'body': ""Hi, sorry to hear about your bad experience, please accept our apologies. We'd love to take a look at your case to see how we can help. Please connect with our support team via live chat www.binance.com/en/chat  if you have already done please edit your review and share the case ID. Thanks"", 'modified': '2021-11-03T04:42:15Z'}"
2023-05-03 14:45:31,"I have been trying to update my binance to the latest Version but i keep tying nothing,it load and stops with no feedback,please help.",5,False,bit-ben,Update issue,"{'id': 36359352, 'body': 'Hi Ben👋👋. We understand your feeling. We are here to assist you! Please make sure you have a strong/stable internet connection then reinstall your app here (binance.com/en/download) and clear the cache (In the APP, click [Account] - [Settings] - [Clean Cache]). If the issues persist, please get in touch with our live support: binance.com/en/chat and our team will look into the matter for you. Thanks. ET💛', 'modified': '2023-05-06T04:31:08Z'}"
2021-10-29 12:11:23,"I had been getting this message for over 3 weeks no most times if I try to access my account a message will display saying i don’t have permission to access this account 
Please what can I do",4,False,supergeneraEb,Do not have permission,
2021-04-19 13:43:51,"I’ve been trying to do the facial verification stuff, but it’s not going through it keeps showing failed verification I don’t know why.. 
I’m very frustrated right now... I can’t even trade 🤦🏾‍♂️",5,False,bibolalalo,Facial verification,
