date,review,rating,isEdited,userName,title,developerResponse
2017-12-13 00:01:33,"After reading everyone’s negative reviews iv decided to write one myself, for me the app has been a very positive experience, I found it was really easy to set up and easy to verify my identity it was also very straight forward to add a credit card and as for doing a sepa  international transfer I found it very easy indeed, just male sure you imput Coinbase’s bank details with your unique reference correctly. I bank with Barclays and my sepa transfer was FREE and it arrived and was confirmed early the very next working day! As for withdrawing I haven’t yet done that but can see my bank details already saved waiting for me to click, Barclays charge £6 to receive a sepa payment so again great value for money really! The only reason I haven’t gave the app 5 stars is the fact it is slightly glitchy at busy times but their engineering site is very informative about any current issues and they are working at upgrading their infrastructure all the time so overall so far so good 👍🏼",4,False,Cheesesandwich100,No problems for me I can’t complain!,
2021-01-25 19:49:11,"Absolute complete and utter scum bags, they basically make it as hard as possible to withdraw any funds, for no reason at all my account has been under review for over two weeks since right after I put my first £50 into some Bitcoin, since then I haven’t been able to buy sell or anything, anything I try just won’t let me do anything. You have to download a different app to access your wallet to access your funds but it won’t even let me link my account to my wallet because it’s coming up with some bs message saying I can’t buy Bitcoin right now and to contact support, and all the support does is avoid anything to do with getting your money, it’s literally impossible the whole app is a scam they make it so so easy to deposit funds and buy crypto but once you’ve done that they basically hold your money from you with no explanation other than your account is under review (for what? I had only just made the account and had everything verified?!) and then just make it import me to get your money. Complete scum of the earth this coinbase company how the hell they haven’t been shut down and put in jail I have no idea.",1,False,Brettoid,Scam. Don’t use.,
2022-10-07 00:47:24,"Tried sending some crypto currency and wasn’t showed the network fee, till the receipt came through, and all of the crypto was taken as a network fee, so all of it was completely gone, so I’m there for half an hour with their bot trying to get through to someone and the chat keeps “losing connection” when the connection is fine, every time I start getting somewhere it kept repeating I had to sign in to go any further, (which I did) only for the site to refresh or open a new site all together for it to keep saying the same thing. I then call because I’m not getting anywhere and the call ends, so I’m there waiting for a call back, nothing. So I call again, and then after about 15 minutes I’m told they can’t do anything as the transfer is already complete… and I was told it shows the details before it’s completed, but why would I accept it if it told me ALL of it was going to be a network fee?

Update: Following the response they clearly don’t have a response on the point of their incompetent chat bot.",1,True,CIAkimitsu,Don’t recommend,"{'id': 32427905, 'body': ""Hi CIAkimitsu, we're sorry for this experience and thanks so much for taking the time to share your thoughts about the fees. Coinbase incurs and pays network transaction fees for transactions on digital currency networks (that is, transfers of Digital Currency off the Coinbase platform). For these transactions, Coinbase will charge you a fee based on our estimate of the network transaction fees that we anticipate paying for each transaction.\n\nAs a guide, feel free to take a look at our fees disclosures: https://help.coinbase.com/en/coinbase/trading-and-funding/pricing-and-fees/fees\n\nFor further assistance, kindly contact our support team here: https://help.coinbase.com/en/community-support so we can look into this for you. Thanks!"", 'modified': '2022-10-07T00:47:25Z'}"
2021-05-30 19:38:26,"Hi Coinbase,
I’m had problems with my sold crypto currency and report this yo your support team but their didn’t anything since this afternoon. Then I to the online form but still nothing and email me that said that your transfer payment have be cancelled because of some reason. I then what going on with email then said tome that work it out and then after few minutes later receive another email from Coinbase support team said that your request and case now have be closed and it not going to reopen. can you tell me what’s going on with Coinbase and also it just £10 if you can’t solve this problem going to happen to my money and no worries have the proof of that haven’t receive any payment from Coinbase please help with this problem.",5,False,MasteRahman,Problem,
2022-10-18 03:23:40,"Setting up the app, which requires ID checks can be troublesome and slow. The worst part and most serious is setting up a funding account. I used my bank account as the recommended route, sending the money was easy enough but it was not received into my account. First I sent £10 as a start, good thing I didn’t send more, it didn’t arrive so I sent £5 more and still didn’t arrive.  Trying to get help from the chatbot was no help, I couldn’t paste in my account details and every time I tried to do it manually the page reloaded and after several attempts I gave up.  The Coinbase wallet was no better,  online help is difficult and it’s impossible to speak to a real
Person.   So I gave up and deleted my account and apps. So I lost £15 no big deal.  The key take from this is simple, if you can’t easily solve the money issues how can anyone trust this app. I downloaded ZenGo and bingo it was simple and worked perfectly, within 30 minutes I bought my first Crypto",1,False,Thepilot1,One of the WORST apps I have downloaded,
2018-04-26 15:42:03,"As other people have said it is very easy to deposit money, but when it comes to withdrawing it’s another story. At the moment my money is stuck in a virtual wallet.
Although my account was set up for deposits they needed  it to be verified for my withdrawal. Although I didn’t understand why I went along with it as I couldn’t see another option and they were only asking for €1. Bank couldn’t send one as amount too small so I sent 2. This was taken and the bank charged £10. Which I could of lived with but then they asked for €5 saying 1 wasn’t  enough? I emailed to ask why. I received automated responses which said account needed to be verified. I reluctantly then sent €5. ( another £10 charge.) I received an answer from my email saying I had to send at least €6. I have emailed 5 times to ask what is going on as yet no response. Where will this end? I don’t know what to do . Has anyone got their money out? If so how? . Please don’t anyone else use this app it’s scary. I would happily cancel this review if I get my money back.",1,False,klmkaye,Frustrating scam,
2022-03-26 10:43:42,Unable to buy crypto had this all a while now and used pretty often enough to know that it’s a Recents thing. It only displays up to 4 5 and 6 on the keypad. When trying to type how much you want to buy etc… so you obviously can’t press confirm or anything like that! It’s fine when selling or anything else of the same nature of needing to use the keypad it’s literally only buying that has this issue. Just wondering if anyone else has had this issue as well? or if the developers are aware of this issue and are working on it. Because it’s really becoming now a bit of a pain for me as I can’t buy no BTC at all! Device I use is iOS on iPhone. Other than that issue there which to be honest is a pretty big issue the app is absolutely fine probably the most user-friendly one of its nature in my opinion. And if it wasn’t for that it would 100% be a five star review! But like I said that’s a pretty big issue there!,2,False,lord ultred,Buying,"{'id': 28876629, 'body': ""Hi Lord ultred, this isn't the experience we want you to have, and thank you for sharing your thoughts with us. We'd like to work on the issue with you. Please contact us using this link: https://help.coinbase.com/en/contact-us"", 'modified': '2022-03-30T13:55:19Z'}"
2021-12-05 10:07:13,"Coinbase has been nothing but good to me whilst I have been a user. I read numerous reviews about people unable to make transactions whilst the markets are choppy and also being locked out of their accounts. I have no problems using this platform and have been able to sell, convert and send with ease. One thing that I am disappointed in is the de-listing of XRP. I can’t fathom how coins like Dogecoin and Shiba Inu are able to be listed and a coin like XRP cannot. I understand that the company Ripple are currently being sued by the SEC, but a little more communication from coinbase to state why they have de-listed and when they are going to re-list (if this is the case) would provide us, the users who pay fees to coinbase, a little more clarity and assurance abojt the asset we hold.",5,False,G Donoghue,A fair review,"{'id': 26894594, 'body': ""Hi G Donoghue, thank you so much for taking the time to share your feedback on re-listing XRP. Your feedback is valuable so we'll pass this to our team for further discussion."", 'modified': '2021-12-17T11:24:08Z'}"
2020-08-24 07:30:40,"I am not one for writing reviews but I feel very strongly about this and hope whoever reads my review will take heed and look elsewhere. 
It seems that no matter how many hoops you jump through (verifications) for Coinbase, they restrict your ability to buy, sell or transfer crypto as they please for no valid reason. 
I joined Coinbase today and did all that was required of me to be verified (to the top level) to now be in a position where I have a considerable amount of BTC on their platform and have no access to it. Makes me wonder after reading similar stories if this is how Coinbase makes money. Take our funds and keep them for a while and then give us back after making some money. 
So anyway, like everyone else I’m awaiting a response from Customer Services, we’ll see how that goes. 
Funny thing is I read all the negative reviews but because I saw a few positive ones I thought I’d try Coinbase. Don’t get get caught out like I did. Go elsewhere. 
If Coinbase sort me out then I’ll give credit where credit is due, and if not then I’ll be back in here to report likewise.

*** Update***
What looks like a generic email was received on Sunday 23 August 2020 at 04:06 am. The email states that my case has been sent to a specialist and I should get a response in 5-7 business days or maybe longer. 
So a good amount of BTC is sat on coinbase platform and I am having to wait even though as I said before I’ve done everything asked of me.",1,False,TheBlessed_1,Please consider all the negative reviews,
2020-08-05 12:49:17,"You can’t make money from trading via coinbase unless the fluctuation of your crypto has increased by atleast 10 percent. If your like me and trying to profit between 2-10 percent per conversion instead of withdrawing your money to avoid fees, Coinbase will almost certainly convert your currency at a loss of even though they say no fee. They justify this buy saying there is a 200 basis point to account for the offer they honour you which basically means you will be paying 2% to them every time u exchange at the least and further more you can receive even less that they claim accounts for slippage.

I checked my value at the time of my transactions and even if I have been successful by the time my selected crypto has increased by ten percent I just start to break even. 

In my opinion this is a total abuse of my good faith as a customer and would only recommend storing on coinbase and maybe long term trading.",2,False,nlbuilding,It’s bad for everyday trading but ok for storing I guess,
2022-04-27 18:36:49,"I recently got a new phone and had issues logging in as I wasn’t receiving the text messages containing the codes I needed. I called Coinbase and they were very helpful in talking me through steps to check the settings on my phone and what we could do to resolve it, although I still didn’t get the texts at the time. I eventually got into my account by using a different number and received an email to confirm all was ok and as I left a bad review on here they reached out to me too in order to look into the matter. 
Today I received all the texts out of the blue and some others so it wasn’t the fault of Coinbase but I am very assured by their service and how they followed up to ensure I was happy.",5,True,Just/Cam,Very good service,"{'id': 29408564, 'body': 'Hi Just/Cam, we know how frustrating this must be and this isn’t the experience we want you to have. Could you share your case number with us by updating your review so we can look into this for you?', 'modified': '2022-04-27T18:36:50Z'}"
2022-01-02 23:00:41,"Based in London and buy in GBP. Pretty steep FX which I understand (as all scaleups trying to turn profitable not just revenue generator ) BUT they don’t seem to know where their positioning; trading (ie Robinhoods of this world) vs investing (AJBell et all), as they like to appear as the latter but are really much more of the former. 

Evidence? Well, what is the point of showing portfolio today without allowing you to see option of what it was when you bought, either in USD or GBP terms? Well because they want you to
day trade and not think longe term. That’s one of many (eg chart detailing) small features the head of product has been tasked with to focus on growth / immediate traction as opposed to loyalty. Started here and like it, but unless it cater to more serious traders with more than pocket change to play with, will move elsewhere.",4,False,KoftaToe,"Easy to trade, not good to invest","{'id': 27850359, 'body': 'Hi KoftaToe, we appreciate you giving us feedback! We will pass this on to our teams for discussion. Thanks for using our app.', 'modified': '2022-02-04T14:21:09Z'}"
2017-11-03 09:12:32,"I’m happy to amend my review when coinbase pull their fingers out. However, at this moment in time my money is stuck in my account with no means for me to withdraw it. I followed their extensive (and ridiculous) process to withdraw money by sending a SEPA transfer from my bank (which costs £15 by the way) and have seen that they took some of this money I transferred but sent most of it straight back. The point was that I did his transfer so that I could withdraw all my money however Im still not able to do this. I have of course been in touch with support who are incredibly unhelpful. Due to my case being “escalated” they are no longer able to see anything that’s happening with my case. I’ve also discovered that they have a “virtual” office in the UK and not a real one as I work close to the virtual office but no one is there it is just a UK phone number etc. This is all making me increasingly concerned that this is just a massive con. I’ve heard of mtgox stealing people’s wallets in the past. Is this another one of those?",1,False,WillG998998,A con,
2021-02-09 15:36:32,"Coinbase’s customer service is non existent, I’ve known people to wait 2+ months to get a reply and most of the time the issue isn’t resolved 

What’s worse is that they are fine with letting you deposit money in and using it to buy crypto but once you have money in you can’t take it out so your money could be losing it’s value while they block you from taking it out, in my case I’ve doubled my money and I’m left sitting here watching it all disappear as coinbase do nothing 

I’ve been waiting for weeks now just to get my support request seen to and still nothing, they say that it takes 1 - 4 days to verify a bank account so that I can move money that you have sold back into your account but it’s been over 3 weeks for me now and still nothing, coming up on a month 

Everything above could be excused if they actually communicated to you about what the problem is but instead you’re left sitting there for weeks or in most cases even months thinking if you have lost all your money, it might even be illegal as they never stated that you cannot take your money out once it’s deposited

Even their fees are ridiculous and what are we even paying them for??? A service which we are not even getting... I’m moving to a different crypto service because at this point anything is better than coinbase, binance here I come",1,False,real_reecesmith,Run away while you still can!,
2021-09-12 07:24:04,COINBASE ONLY ALLOWS BUYING. NOT SELLLING!!!!!!!!! UK resident and I am only able to buy crypto. You cannot sell it on Coinbase which is an absolute disgrace and pointless. It does tell you that if you are in Singapore you will not be able to sell but I live in the UK and there is no info about this. Second point there is absolutely no one to email or talk to. Their auto bot is stupid and does not understand anything unless you pick from its list which is so limited and has nothing to do with your problem. Have searched through their website and my emails and still have not found an email for help. Have managed to find something online through someone else but have not had a response. Other people who have had this problem have also said they have had to wait and still received no reply. YOU CANNOT SELL ON THIS APP. It is very worrying that this is not made clearer to UK residents before you download and they are still allowed to continue. DO NOT DOWNLOAD,1,False,hrkdorbwnr,SCAM DO NOT DOWNLOAD.,
2021-02-13 00:03:56,"My initial identification verification was easy and fast and I was able to trade. Since my first trade I have tried for days to verify my identity again as I am unable to trade until it is again. After more than 40 attempts, 3 email to customer support and reading and trying all suggestions on the help and elsewhere I am still unable to verify my identity. I have left my small initial trade but withdrew all my other funds as I couldn’t trade at all. 
It’s a pity as the crypto options are great and easy to track etc, but it’s all pointless if I can’t use or trade in them. As usual it’s impossible to get a person to assist and all help is auto response and generated emails that don’t solve my problem. I have tried for days to get this resolved. 
App is subject to crash and website locked and fails at sings of any heavy traffic. Very disappointed as such great potential but as a trading platform pointless if you can’t trade. Will try another application instead. So frustrating.",1,False,Krandsum,Very difficult to verify identify,
2021-01-26 22:24:17,"This review is not based on one bad experience. Please take time to read reviews on Websites like Reddit and Twitter where people have attempted to get in touch with coinbase! They take your money and ignore you, customer service is non existent!!! 

I opened an account and invested money which was fine. However when I wanted to withdraw or change my investment, my account was locked “under review” which now means my money is stuck in my investment which I can see is going down in value but can’t access to withdraw. I’m loosing money and it’s coinbase who are responsible!! It’s a complete joke! 

Save your money and invest using another crypto app!! Unless you want to loose your hard earned money!",5,False,Narinder94,WARNING!! Do not use coinbase!!,
2021-11-03 16:08:23,"I downloaded both Coinbase and Coinbase Pro a week ago, and signed up for a Coinbase account.  I answered all of the questions, and submitted my UK driving licence - yet my account is STILL under review.  My partner signed up a couple of days after me, and was verified relatively quickly.  Why did the same not happen for me?  How long am I supposed to carry on waiting?!? 

I contacted Coinbase support, and their email response said that my account was “still under review” and that “due to a high number of requests, account reviews are taking longer than usual but our team is working hard to get to yours.”  What a joke.

Out of frustration of not being able to trade on Coinbase, I have signed up to Binance.  They verified me within a couple of hours - no problems whatsoever.  I am extremely disappointed by the poor customer service offered by Coinbase, not to mention the complete waste of my time.  Utter rubbish.",1,False,DustyJaneway,New account still under review,"{'id': 26628042, 'body': 'Hi DustyJaneway, thanks for taking the time to share your thoughts. We hope you revisit our app in the near future as we’re always working to improve our product experience.', 'modified': '2021-12-03T14:34:17Z'}"
2022-03-18 13:06:47,"I transferred Ethereum from my MetaMask wallet to the coinbase wallet address that was shown when I clicked “receive” on my coinbase app… as soon as I done this, the transaction was completed on the metamask end, but never showed up in my coinbase account… 
Contacted “support”, spoke to multiple agents and none of them could answer any of my questions as to where my funds were sitting as the transaction had completed. They proceeded to tell me my funds were unretrievable because I apparently sent ethereum to the wallet address of a different type of crypto?! How?! I legitimately only pressed the receive button on the app, as any customer would, and their lack of due diligence to alert customers on the “receive” page that this can happen is disgraceful. I dread to imagine how many people have been scammed this way? I lost a merely £154 but I needed that money for bills, I feel worse for people who have lost more.",1,False,Yolounknown,Disgraceful customer service and scammers,"{'id': 28743662, 'body': 'Hi Yolounknown, we know how frustrating this must be and this isn’t the experience we want you to have. Could you share your case number with us by updating your review so we can look into this for you?', 'modified': '2022-03-23T15:55:06Z'}"
2019-01-19 10:28:43,"I’ve liked coinbase since I first signed up, it’s an app on my iPhone, not sure if I get all the functionality coinbase has to offer, but the ease of buys and sells is fantastic, and I’ve noticed fees have become cheaper making regular moving easer and safer.
I would like to see, and very soon a far wider range of crypto assets available on here, as it takes too long  and can easily miss a window buying a good new coin (like tron maybe) xrp definitely!! 
Also I would like more updates regarding bitcoincash sv, what’s going on etc, why can I not yet get my coins out of sv? 
Better charts would be fantastic and more news feeds too. Ultimately I love the site, I signed up to LBX (as I’m English) and they offered xrp, what a nightmare of a palaver that sight is, so I’ve abandoned it to focus here on coinbase.",4,False,olliebch,My views on coinbase,
2018-02-17 06:26:48,"It would appear you need to be a border collie or another intelligent hardworking breed to withdraw any money made or in accounts from this company as you have to jump through enough hoops even a crufts winner would struggle with, first of all you think it’s a trustworthy app that you can deposit money easily with and get started which is true, but god forbid you want to get any of your money back, you have to create another account because a debit/credit card just won’t do (although you can use one to deposit money, funny that!) then you have to create an online account which kindly gives you a GBP or EUR wallet (thanks for nothing) then you have to do the most long winded transfer of €1 Euro to a bank in Czech Republic which my bank charges you £9 for the privilege, to be told that you must wait 2-3 working days, so out of the £26 I had in my wallet I will probably just about get half of that. So in short... DO NOT DOWNLOAD THIS APP OR GIVE IT YOUR MONEY",1,False,Woody201091,Need to be a border collie to get your money,
2020-12-21 09:26:00,"Coinbase has quickly went from a 5 star app to 1.  The company appear to suffer from a serious issue when it comes to ID verification - I have been using the app for several months happily, having originally verified ID. Out of the blue I was asked to verify my ID again; it’s worth noting up to this point I had only bought crypto and not engaged in selling, withdrawals or sending funds. Unfortunately at this junction Coinbase has failed to verify the same ID as it does not match DOB given on account - this is not the case. Many attempts later using different upload methods and forms of ID, my identity is still not verified.  Contacted customer services by email and originally received a canned response, my follow up has remained unanswered for several weeks now.  I now have a restricted account with a considerable amount of money being held hostage.  Coinbase sort this out or I will escalate the matter to the financial services ombudsman.",1,False,Mzgxvicuchcyu,Avoid! Holding my money hostage and no response,
2021-05-19 07:21:14,"Almost 4 weeks passed and still unable to use the app despite submitting verification correctly. Raised a ticket online through their site, few days later was told they are investigating, a week or so passed and I chased them up, again told they are still investigating, week later I get a notification via email informing me the issue had been resolved and the ticket closed…checked the app and surprise surprise problem still existed. Raised another ticket and still waiting  for it to be resolved, no response or update from them, but I’m getting several news emails and notifications informing what I could be doing with Coinbase (annoying)
No other means of contacting Coinbase but via email. Now Coinbase have my personal data and I can’t even use the service.
Think twice about registering for this app, currently using Kraken and experienced none of these issues.",1,False,Epkmbe2009,"Poor service, don’t waste your time",
2020-12-01 14:37:19,"A really good app, incredibly easy to use and set up bank details, withdrawals, trades etc. The app is also improving constantly which is great though the fees for any transaction are a little high

Only issue is with notifications - I don’t understand why these were edited, I used to be able to set a notification to say when a certain coin was above/below an amount, at which I would be happy to buy/sell. These have been removed and replaced with generic daily notifications that “x has gained y% in 24 hours” at which point it’s too late or not relevant. This makes things much more difficult to keep an eye on without looking at the app all day. Would love to see this back in the next update",4,False,Anonymous boy,Easy to use and improving app,
2018-02-06 19:15:47,"First off you think this is a good company to buy cryptocurancy, but , wait for it, once you want to try and withdraw funds, yep you guessed it, it's almost impossible. With only an automated computer system taking you round in circles till your blue in the face. 

There is no U.K. Based help line , there is a help line available but this is based in America to be precise.......California.

 Don't take my word for it read reviews about this company. 
If your in the U.K., it's like trying to get blood out of a stone. Emailed them over a week ago and still no  response. 

It states on their customer support page, only accepting problems with log in and deposits..... mmmmm that's appropriate isn't it? 
Yep so if you want to withdraw funds, yep no support assistance , so basically your money is stick in crypto land. This is a big problem for people based on the U.K. 

Tones of people the same as my self in the same situation. 

Just to add I was able to deposit funds via my bank (HSBC ) 
I got my bank to send money via the SEPTA verification, to validate my account. 
I sent them copy's of my passport and driving licence. 
Bought close to £4000 of cryptocurrency . 
Met all the regulations, but unable to withdraw funds. 

I am not alone. 
Please , be aware, as when you want you funds out, your guess is as good as mine as to when I'll be able if ever to get them back using "" COINBASE "".",1,False,Doyouliketobeanoyed,"URGENT , READ THIS",
2018-01-08 11:43:42,"I have invested some money on coinbase. It was all very easy to deposit money into coinbase but withdrawing it so far I am finding impossible.
They asked to verify my account which I did by sending a small amount of money to coinbase and they confirmed the receipt of the money. Still unable to withdraw the money. It still ask me to verify the account which I am have already done. 
I tried to get help from their online chat but frustratingly it’s all automated chat and won’t be able to answer queries.
I will stay away from coinbase to be honest. I WILL get my money back though even if it means getting legal help. Won’t let these dodgy companies play with others money. Very very unhappy and unsatisfied. Actually I am more angry towards myself for jumping into using coinbase. At least my reviews may help others.
I am happy to change my opinions if coinbase calls me and helps me with my situation but until then I have no faith.",1,False,Rrrrrr123409,Very frustrating and untrustworthy,
