timestamp,content,score
2019-12-20 16:22:21,amazing app i recommend,3
2018-05-16 19:31:34,cant believe how bad it is,1
2021-09-30 13:23:58,good,3
2017-05-11 20:03:15,not good not bad.. does the job,4
2017-06-01 05:54:45,bad app,1
2018-02-11 00:45:39,wish it had a easier way to load with money,2
2021-05-13 13:30:04,wish it had a easier way to load with money,3
2022-02-06 01:55:58,bad,4
2017-03-11 08:19:19,uauh terrible,4
2021-02-24 06:58:04,very good,3
2020-02-07 15:42:10,does the job,4
2023-11-16 13:30:21,never again using,4
2022-02-17 15:30:11,wow so good,2
2020-10-27 11:15:30,neutral,4
2021-07-02 22:01:00,GREAT APP,4
2020-10-25 19:56:07,uauh terrible,1
2018-02-05 05:33:24,perfection,5
2019-01-23 15:35:32,dont even install,3
2021-06-12 04:40:47,dont even install,5
2019-08-19 14:27:26,amazing app i recommend,3
2023-03-08 02:56:20,perfection,1
2022-12-25 13:09:15,perfect to buy and sell easily,2
2017-12-22 13:20:37,never again using,4
2019-12-02 03:02:08,neutral,2
2020-01-20 09:46:42,never again using,4
2023-10-23 06:44:40,not good not bad.. does the job,3
2018-07-10 20:16:36,cant believe how bad it is,4
2023-09-10 17:31:11,GREAT APP,3
2018-11-15 00:57:15,good,3
2018-04-26 20:04:38,amazing app i recommend,4
2022-04-10 16:23:40,very bad,3
2019-12-23 15:51:14,amazing app i recommend,5
2020-05-15 23:44:37,omg fantastic,1
2023-11-27 02:24:02,very bad,4
2023-09-15 18:16:52,never again using,5
2021-05-17 00:58:37,does the job,5
2021-04-22 00:50:09,perfection,2
2022-10-12 14:52:29,"terrible UI, deleted",4
2019-08-23 00:43:20,bad app,4
2018-02-03 09:12:22,omg fantastic,5
2022-03-04 07:00:40,perfection,1
2018-01-16 15:28:20,excellent,4
2017-04-04 12:58:35,not good not bad.. does the job,1
2023-08-28 06:20:20,bad,4
2023-04-12 11:00:45,bad app,5
2018-03-16 18:40:00,dont even install,3
2019-07-18 18:25:34,excellent,1
2018-10-21 16:08:44,omg fantastic,1
2023-04-08 08:14:47,amazing app i recommend,4
2023-03-06 08:10:30,neutral,1
2023-02-12 17:04:04,neutral,5
2019-06-13 00:37:34,perfect to buy and sell easily,2
2020-02-14 21:14:55,"terrible UI, deleted",3
2022-07-09 10:00:21,amazing app i recommend,4
2021-12-08 18:53:21,perfection,4
2021-04-18 16:48:01,uauh terrible,4
2023-05-20 03:11:15,very good,1
2022-09-11 12:16:57,does the job,5
2021-11-11 16:59:32,cant believe how bad it is,1
2022-11-09 09:43:54,never again using,2
2017-11-27 13:11:41,perfect to buy and sell easily,2
2018-01-26 08:59:31,wow so good,4
2018-03-10 09:00:40,neutral,1
2021-05-24 01:29:05,good,2
2020-01-09 20:53:42,good,5
2023-07-16 08:41:48,wow so good,4
2019-03-15 01:42:22,"terrible UI, deleted",4
2020-03-12 00:28:03,very good,3
2019-01-29 13:12:36,wow so good,2
2018-07-16 01:25:50,neutral,3
2019-09-04 06:06:35,perfect to buy and sell easily,4
2017-11-06 04:59:52,neutral,4
2020-02-26 13:23:07,cant believe how bad it is,1
2022-06-24 18:52:13,bad app,3
2017-01-25 00:42:28,GREAT APP,3
2018-10-07 18:57:24,GREAT APP,4
2021-07-27 09:07:20,does the job,1
2022-04-18 05:29:14,good,4
2020-08-28 12:32:28,excellent,4
2023-03-13 05:47:18,neutral,3
2021-11-02 11:50:19,GREAT APP,5
2021-04-07 12:50:32,bad,2
2017-04-10 08:39:09,"i dont hate it, but i dont love it either..",4
2019-04-08 14:16:36,uauh terrible,3
2017-12-15 17:16:57,perfect to buy and sell easily,2
2017-06-17 17:53:16,bad,1
2022-03-07 14:12:51,dont even install,2
2017-06-07 08:42:02,uauh terrible,2
2017-11-27 01:48:47,not good not bad.. does the job,2
2020-11-21 17:22:31,"i dont hate it, but i dont love it either..",1
2019-08-11 23:10:01,not good not bad.. does the job,3
2022-06-07 04:01:30,perfection,3
2022-06-29 06:28:54,dont even install,4
2019-02-11 08:28:27,good,1
2019-01-14 06:46:09,does the job,3
2019-05-23 16:26:28,"i dont hate it, but i dont love it either..",2
2022-09-15 01:16:40,omg fantastic,1
2021-10-14 03:16:30,"terrible UI, deleted",3
2018-01-06 10:05:24,amazing app i recommend,4
2019-04-01 00:01:24,does the job,1
2023-12-24 13:51:10,perfect to buy and sell easily,3
2019-07-30 19:05:11,perfection,4
2017-02-11 11:45:45,"i dont hate it, but i dont love it either..",2
2020-09-28 09:09:20,GREAT APP,1
2021-09-25 11:32:05,GREAT APP,4
2022-05-22 16:47:53,wish it had a easier way to load with money,4
2018-01-06 14:26:01,bad app,5
2017-09-04 06:47:21,wish it had a easier way to load with money,3
2021-07-10 03:58:50,never again using,1
2023-07-19 19:24:29,perfection,2
2018-08-09 18:35:33,not good not bad.. does the job,5
2020-06-10 15:55:24,good,3
2017-01-23 11:13:58,cant believe how bad it is,5
2022-10-18 03:44:55,perfect to buy and sell easily,5
2021-04-13 03:18:11,very bad,1
2020-02-03 17:57:16,not good not bad.. does the job,3
2021-05-29 22:38:32,GREAT APP,3
2019-12-17 21:11:20,neutral,3
2020-07-16 05:09:25,cant believe how bad it is,1
2023-05-30 22:27:01,GREAT APP,4
2023-06-18 08:27:51,amazing app i recommend,1
2019-01-18 22:29:11,good,4
2021-07-10 21:55:12,"i dont hate it, but i dont love it either..",2
2022-06-01 05:49:20,neutral,3
2018-08-27 22:17:31,wish it had a easier way to load with money,4
2018-06-12 19:39:07,perfection,1
2018-12-17 02:01:12,very good,2
2018-05-04 08:57:45,bad app,4
2018-07-07 13:08:29,excellent,2
2023-12-21 22:56:51,very bad,3
2017-11-20 13:30:59,"terrible UI, deleted",4
2019-01-21 00:46:41,wow so good,2
2020-06-03 14:36:32,neutral,5
2023-12-13 07:37:56,"i dont hate it, but i dont love it either..",1
2018-01-07 10:21:08,omg fantastic,4
2017-07-11 19:18:09,"i dont hate it, but i dont love it either..",1
2017-08-27 10:06:46,not good not bad.. does the job,5
2023-10-13 08:50:32,"i dont hate it, but i dont love it either..",4
2021-04-18 23:22:53,"i dont hate it, but i dont love it either..",4
2021-11-18 16:58:26,cant believe how bad it is,4
2022-07-25 13:12:11,not good not bad.. does the job,4
2017-06-12 19:09:08,perfect to buy and sell easily,3
2021-06-12 22:24:24,perfect to buy and sell easily,2
2020-11-06 02:41:09,wish it had a easier way to load with money,2
2017-01-18 01:39:19,wow so good,4
2023-01-21 09:04:57,GREAT APP,5
2017-07-08 16:04:04,bad app,4
2017-06-29 05:34:07,3 out of 5 i guess,2
2021-06-18 00:03:53,perfection,3
2021-02-27 01:55:32,very good,1
2021-01-01 12:23:51,excellent,5
2022-01-01 19:20:15,GREAT APP,3
2021-02-09 02:44:03,good,2
2017-04-03 19:46:43,bad app,4
2018-01-22 09:39:24,amazing app i recommend,4
2022-12-17 05:51:47,perfect to buy and sell easily,2
2023-09-21 03:18:31,amazing app i recommend,3
2020-06-22 20:08:50,very bad,2
2020-06-25 23:01:02,cant believe how bad it is,3
2020-05-23 11:40:22,wish it had a easier way to load with money,3
2018-06-18 13:31:41,"i dont hate it, but i dont love it either..",5
2018-08-11 17:42:21,omg fantastic,2
2019-06-09 20:36:01,GREAT APP,3
2022-10-18 23:13:27,does the job,4
2018-08-09 00:54:39,dont even install,3
2019-08-24 10:44:41,GREAT APP,3
2019-03-28 13:35:41,not good not bad.. does the job,2
2022-11-04 09:54:44,excellent,2
2019-05-23 22:41:52,3 out of 5 i guess,5
2023-08-13 23:28:00,neutral,4
2021-03-03 22:06:27,perfection,1
2017-02-07 11:37:14,3 out of 5 i guess,4
2022-11-07 01:29:13,very good,4
2017-10-09 12:07:17,"terrible UI, deleted",3
2022-02-21 17:31:23,wish it had a easier way to load with money,1
2022-02-19 01:04:58,not good not bad.. does the job,3
2021-11-26 18:16:55,GREAT APP,1
2017-07-22 03:36:45,dont even install,5
2020-06-16 06:37:16,not good not bad.. does the job,3
2017-02-10 17:55:49,bad,5
2021-11-10 14:31:19,"terrible UI, deleted",5
2019-08-22 11:16:13,very bad,5
2020-10-30 18:56:32,wow so good,1
2022-01-14 19:01:24,amazing app i recommend,2
2023-04-29 07:55:26,perfection,5
2023-06-13 03:48:54,omg fantastic,2
2023-01-15 06:38:30,GREAT APP,3
2023-05-06 14:05:29,bad,5
2021-11-07 07:18:19,dont even install,5
2017-05-03 11:15:17,GREAT APP,4
2018-02-16 02:53:10,excellent,5
2020-11-05 09:01:52,"i dont hate it, but i dont love it either..",5
2018-10-25 13:49:39,"i dont hate it, but i dont love it either..",4
2019-04-10 02:35:35,bad app,5
2019-07-03 21:36:23,cant believe how bad it is,5
2023-07-02 23:13:36,omg fantastic,3
2018-12-31 13:18:52,amazing app i recommend,4
2017-10-20 14:46:28,good,2
2023-06-06 05:30:49,perfect to buy and sell easily,1
2021-02-26 22:46:18,wow so good,1
2017-07-12 19:22:49,amazing app i recommend,4
2023-02-10 14:29:31,very good,2
2022-09-20 17:53:24,"terrible UI, deleted",5
2021-01-10 06:48:30,bad,2
2023-02-17 00:34:25,3 out of 5 i guess,1
2019-06-27 21:54:40,"i dont hate it, but i dont love it either..",5
2022-01-20 09:08:57,does the job,2
2020-02-19 13:35:40,very good,3
2023-03-21 20:53:00,"i dont hate it, but i dont love it either..",4
2023-01-25 06:02:03,not good not bad.. does the job,2
2023-06-14 00:46:17,cant believe how bad it is,2
2021-07-01 04:01:48,GREAT APP,5
2023-01-27 14:00:35,very good,3
2018-04-17 07:09:54,good,5
2018-08-20 02:10:09,bad,5
2022-06-07 15:14:31,3 out of 5 i guess,1
2023-01-08 15:10:02,perfect to buy and sell easily,3
2017-08-29 03:10:12,omg fantastic,2
2020-09-07 22:46:25,omg fantastic,2
2019-10-01 13:36:36,"terrible UI, deleted",1
2018-05-05 12:35:41,cant believe how bad it is,3
2020-09-14 20:43:43,not good not bad.. does the job,4
2023-09-10 18:30:26,3 out of 5 i guess,2
2017-12-17 22:56:40,very bad,1
2018-11-27 15:32:15,perfection,3
2023-08-31 02:24:16,never again using,4
2018-10-13 17:15:58,not good not bad.. does the job,4
2023-10-20 11:55:10,perfection,5
2018-01-25 07:39:58,3 out of 5 i guess,2
2018-08-02 17:24:48,bad app,4
2020-07-25 08:12:53,very bad,4
2021-02-06 04:12:55,perfect to buy and sell easily,4
2018-08-23 01:01:05,bad app,3
2018-04-28 05:55:12,cant believe how bad it is,2
2017-08-12 05:21:25,not good not bad.. does the job,3
2022-08-15 19:24:15,perfection,2
2021-06-29 22:08:00,"terrible UI, deleted",5
2017-12-31 04:49:18,neutral,4
2021-06-13 16:48:25,dont even install,3
2022-08-19 14:57:37,wow so good,5
2022-06-28 19:51:35,"i dont hate it, but i dont love it either..",5
2017-02-24 17:08:11,"terrible UI, deleted",5
2021-12-06 20:14:25,"terrible UI, deleted",1
2023-04-21 07:30:33,uauh terrible,2
2020-03-15 04:48:52,"i dont hate it, but i dont love it either..",4
2023-01-03 13:49:28,neutral,2
2019-01-03 17:09:16,3 out of 5 i guess,1
2019-08-08 09:51:26,never again using,2
2018-01-07 23:40:28,perfection,1
2023-03-27 17:18:07,neutral,5
2021-01-06 04:57:19,amazing app i recommend,4
2020-11-11 11:29:10,amazing app i recommend,4
2022-06-03 09:32:04,wish it had a easier way to load with money,5
2022-04-12 16:19:59,uauh terrible,2
2017-05-31 12:01:10,dont even install,3
2017-02-22 11:51:02,"i dont hate it, but i dont love it either..",3
2020-10-01 20:15:31,never again using,5
2019-10-27 04:54:20,never again using,2
2023-06-11 15:38:09,GREAT APP,3
2019-12-25 15:28:34,bad,2
2019-05-13 05:38:59,never again using,2
2020-09-28 05:26:25,excellent,5
2022-03-01 04:14:36,3 out of 5 i guess,3
2017-05-20 11:53:14,wow so good,2
2022-11-02 19:44:02,very good,1
2019-05-21 17:40:26,omg fantastic,4
2022-03-19 02:20:27,bad,5
2017-09-10 22:05:31,wow so good,4
2018-11-22 18:27:07,very good,2
2018-10-29 16:07:54,does the job,5
2023-11-18 14:12:34,bad app,5
2022-01-02 16:13:02,cant believe how bad it is,3
2017-10-06 22:46:31,wish it had a easier way to load with money,3
2022-12-24 14:56:28,"i dont hate it, but i dont love it either..",2
2018-11-19 13:14:55,excellent,2
2021-11-03 13:15:24,bad app,1
2018-09-13 18:58:31,uauh terrible,1
2021-10-08 04:02:29,3 out of 5 i guess,1
2020-03-30 21:10:08,bad,4
2021-06-12 16:29:35,3 out of 5 i guess,3
2019-04-16 16:17:49,never again using,5
2023-07-01 17:21:59,amazing app i recommend,2
2023-04-23 01:15:01,dont even install,1
2018-08-22 12:36:54,amazing app i recommend,2
2017-12-21 08:56:47,dont even install,1
2018-07-14 16:45:41,dont even install,5
2021-07-05 10:14:15,wow so good,4
2021-03-09 00:43:25,neutral,2
2018-03-20 09:16:15,does the job,3
2020-12-24 16:43:56,bad app,3
2022-10-07 23:16:26,omg fantastic,4
2020-02-13 17:46:54,good,2
2019-08-21 03:34:04,excellent,5
2020-09-02 16:31:19,"terrible UI, deleted",4
2021-01-08 10:52:31,never again using,2
2018-07-06 02:48:14,uauh terrible,2
2023-10-09 15:48:49,not good not bad.. does the job,2
2023-07-24 06:26:29,"terrible UI, deleted",1
2018-11-05 09:33:03,GREAT APP,3
2017-02-18 20:38:39,omg fantastic,2
2021-12-13 03:31:11,wish it had a easier way to load with money,5
2017-10-28 21:56:09,wish it had a easier way to load with money,3
2017-07-15 02:19:04,uauh terrible,2
2022-02-28 08:11:39,bad,5
2022-02-20 05:56:58,uauh terrible,4
2020-11-30 01:05:12,never again using,5
2017-06-02 05:37:54,never again using,1
2018-01-17 07:30:22,perfect to buy and sell easily,3
2019-01-09 01:18:51,never again using,1
2020-02-14 15:21:42,"terrible UI, deleted",5
2022-01-22 17:17:34,excellent,5
2019-05-18 00:47:15,does the job,3
2022-05-19 23:57:21,omg fantastic,1
2023-05-10 14:12:10,neutral,1
2017-02-15 01:40:29,never again using,3
2020-03-13 11:55:23,good,1
2019-09-21 01:33:52,neutral,3
2022-10-28 21:22:30,perfect to buy and sell easily,2
2020-05-16 07:46:08,very bad,3
2020-11-26 05:34:02,good,3
2020-10-15 17:38:27,GREAT APP,1
2017-12-30 05:47:18,perfect to buy and sell easily,4
2019-06-20 10:50:35,very bad,2
2021-12-29 05:42:24,never again using,5
2019-06-01 08:14:27,perfect to buy and sell easily,1
2018-08-29 11:58:48,does the job,3
2018-08-25 04:08:17,omg fantastic,4
2020-05-18 15:53:52,does the job,5
2023-07-05 07:50:10,wow so good,5
2021-07-31 13:39:03,cant believe how bad it is,4
2019-10-30 01:32:25,dont even install,2
2021-08-06 01:16:46,very good,4
2019-05-03 10:00:07,cant believe how bad it is,4
2021-05-24 12:06:07,GREAT APP,5
2018-09-21 15:50:14,bad,5
2023-03-07 17:21:45,excellent,4
2021-01-01 16:16:21,does the job,3
2018-12-18 00:37:44,amazing app i recommend,3
2019-05-23 04:58:15,not good not bad.. does the job,5
2019-02-14 10:41:50,never again using,1
2022-01-25 21:12:31,not good not bad.. does the job,4
2020-05-09 04:20:06,amazing app i recommend,4
2022-09-17 12:31:44,bad app,4
2020-11-26 19:46:56,dont even install,1
2022-05-19 19:29:15,dont even install,3
2018-04-23 07:20:47,not good not bad.. does the job,4
2020-01-26 04:35:04,omg fantastic,5
2018-06-10 10:17:31,excellent,5
2018-07-13 20:50:29,cant believe how bad it is,3
2022-12-07 06:06:08,neutral,1
2019-10-02 01:21:23,excellent,4
2019-02-16 12:40:24,cant believe how bad it is,1
2023-09-01 13:16:23,bad app,4
2020-07-09 16:20:26,bad,4
2019-07-11 08:14:15,wow so good,4
2021-02-13 14:19:51,"terrible UI, deleted",1
2018-01-06 10:18:54,cant believe how bad it is,3
2019-06-28 08:00:35,wow so good,1
2022-07-03 06:14:00,very good,3
2020-09-02 05:50:32,dont even install,1
2023-01-13 09:09:58,"terrible UI, deleted",2
2022-02-19 18:57:19,wow so good,4
2022-10-02 11:41:18,"terrible UI, deleted",4
2020-06-26 18:56:29,omg fantastic,5
2018-03-31 22:33:29,3 out of 5 i guess,4
2020-09-22 22:43:22,dont even install,4
2019-04-21 07:01:45,bad,4
2019-05-30 04:48:57,"terrible UI, deleted",3
2019-04-12 07:55:15,not good not bad.. does the job,3
2022-12-18 22:30:37,"terrible UI, deleted",4
2017-06-02 06:31:13,cant believe how bad it is,3
2023-09-28 01:05:52,wish it had a easier way to load with money,2
2018-07-31 13:31:08,bad,5
2019-04-22 13:22:31,bad app,3
2023-08-19 12:30:15,bad app,3
2019-04-17 11:49:56,perfect to buy and sell easily,5
2023-04-24 23:51:31,not good not bad.. does the job,1
2023-05-16 14:07:13,good,2
2017-08-13 23:21:31,wish it had a easier way to load with money,3
2018-04-14 07:39:45,wish it had a easier way to load with money,1
2018-11-27 04:30:36,perfect to buy and sell easily,1
2023-10-01 09:39:41,GREAT APP,3
2017-05-11 00:16:08,uauh terrible,5
2021-05-10 15:06:22,GREAT APP,4
2017-02-16 12:29:30,wow so good,2
2022-11-07 22:10:50,"terrible UI, deleted",4
2023-02-22 15:44:04,cant believe how bad it is,1
2019-01-28 00:35:15,amazing app i recommend,4
2019-07-03 17:04:45,very bad,1
2017-09-02 10:40:25,excellent,3
2020-09-06 18:49:07,wish it had a easier way to load with money,5
2020-01-24 00:08:37,uauh terrible,2
2022-04-18 05:27:57,neutral,5
2019-08-10 17:13:15,wish it had a easier way to load with money,2
2023-03-12 15:07:18,wish it had a easier way to load with money,5
2018-03-30 05:54:42,excellent,1
2023-02-14 21:49:17,does the job,2
2018-05-04 01:55:35,bad app,5
2020-07-29 18:13:00,amazing app i recommend,3
2019-06-21 07:16:50,bad,5
2022-10-03 23:19:46,uauh terrible,2
2021-08-31 00:07:47,amazing app i recommend,2
2022-10-18 22:34:30,omg fantastic,1
2019-02-28 08:29:31,very bad,1
2021-05-31 08:48:07,omg fantastic,3
2017-09-03 12:13:42,not good not bad.. does the job,1
2019-09-10 11:13:07,wow so good,3
2022-03-21 22:16:57,bad app,1
2019-11-16 01:39:04,amazing app i recommend,5
2023-09-16 22:50:55,GREAT APP,2
2018-01-16 04:32:29,never again using,2
2018-08-04 09:51:49,very bad,3
2019-11-27 04:35:17,omg fantastic,2
2022-11-08 03:58:20,very good,3
2023-11-24 17:16:18,does the job,3
2023-02-04 03:30:26,"terrible UI, deleted",5
2020-01-27 08:37:17,bad,1
2021-12-07 07:35:38,omg fantastic,5
2022-10-26 08:21:05,never again using,4
2022-05-28 05:38:39,amazing app i recommend,4
2021-10-08 00:06:40,GREAT APP,3
2021-01-17 11:55:12,excellent,2
2022-03-08 17:08:27,wish it had a easier way to load with money,1
2021-04-02 09:42:56,GREAT APP,4
2018-02-10 09:46:14,does the job,2
2019-03-13 02:11:43,wish it had a easier way to load with money,5
2020-09-05 19:50:53,3 out of 5 i guess,2
2018-07-07 01:11:24,wish it had a easier way to load with money,1
2022-10-08 08:40:47,perfection,1
2022-05-12 07:31:58,does the job,2
2020-11-22 00:54:44,3 out of 5 i guess,1
2023-07-29 06:43:25,very bad,4
2019-05-28 12:00:09,3 out of 5 i guess,1
2023-12-09 12:16:49,uauh terrible,1
2022-08-10 13:53:13,very good,4
2022-09-02 04:22:53,very good,1
2023-06-21 22:19:43,bad app,5
2019-10-04 15:44:32,"i dont hate it, but i dont love it either..",2
2019-12-23 04:38:18,not good not bad.. does the job,3
2020-12-28 22:54:48,omg fantastic,3
2017-10-24 22:47:22,"terrible UI, deleted",5
2019-08-18 06:39:12,perfect to buy and sell easily,3
2022-04-16 21:33:45,dont even install,5
2019-04-07 18:40:53,"terrible UI, deleted",2
2019-08-22 22:59:06,does the job,2
2017-02-11 05:34:38,amazing app i recommend,4
2022-12-08 08:07:55,neutral,1
2018-03-31 16:08:44,good,3
2019-12-30 22:58:21,bad,1
2017-12-12 02:08:02,wow so good,1
2019-02-15 19:11:05,uauh terrible,1
2018-10-18 23:20:28,not good not bad.. does the job,3
2019-01-21 03:01:55,very good,1
2023-11-28 02:25:40,perfect to buy and sell easily,5
2019-01-20 19:29:07,uauh terrible,2
2021-12-20 08:30:21,cant believe how bad it is,5
2023-05-25 05:52:46,very good,2
2017-08-29 10:49:36,wow so good,2
2020-07-04 02:14:22,"i dont hate it, but i dont love it either..",3
2023-09-09 02:49:09,perfection,3
2022-02-27 17:40:54,not good not bad.. does the job,3
2021-10-08 03:29:38,perfection,3
2022-06-02 04:35:50,never again using,5
2020-09-01 01:32:34,neutral,5
2019-07-19 23:43:41,not good not bad.. does the job,5
2019-04-04 15:41:41,very good,5
2019-09-07 08:26:41,bad app,5
2019-04-02 22:03:20,perfection,1
2021-01-12 21:58:04,perfect to buy and sell easily,5
2019-02-15 21:10:18,not good not bad.. does the job,5
2023-09-29 16:48:30,does the job,1
2018-02-05 10:56:29,does the job,4
2018-11-28 13:35:45,wow so good,2
2020-10-26 07:31:33,good,3
2021-05-26 15:44:42,amazing app i recommend,2
2021-01-25 02:27:27,GREAT APP,1
2023-05-19 20:55:32,bad,4
2020-05-14 09:53:49,GREAT APP,5
2018-07-03 05:21:25,wish it had a easier way to load with money,4
2022-07-05 16:09:29,not good not bad.. does the job,1
2019-11-02 01:00:44,amazing app i recommend,3
2022-04-01 21:37:18,cant believe how bad it is,5
2022-04-08 20:49:39,never again using,3
2021-11-18 02:44:05,amazing app i recommend,1
2017-04-01 02:59:14,very bad,1
2018-08-14 06:48:56,very bad,1
2023-06-03 23:56:43,perfect to buy and sell easily,2
2023-03-17 09:18:59,wow so good,3
2023-01-20 09:58:34,wish it had a easier way to load with money,1
2019-06-07 01:01:28,excellent,1
2020-06-05 09:50:03,very good,5
2018-06-30 10:29:14,never again using,3
2021-12-16 12:33:25,perfection,3
2018-04-28 02:24:07,not good not bad.. does the job,4
2021-10-24 01:07:27,"terrible UI, deleted",3
2021-08-08 02:51:43,very bad,4
2022-04-02 22:49:49,perfection,3
2021-07-31 14:05:31,wish it had a easier way to load with money,2
2021-10-09 19:00:15,neutral,4
2020-04-02 15:35:24,neutral,4
2020-11-23 17:27:23,neutral,4
2023-12-06 02:17:56,bad,3
2018-12-19 20:24:27,does the job,5
2020-04-04 08:20:20,very good,5
2020-04-06 18:41:10,3 out of 5 i guess,3
2019-01-17 16:36:27,never again using,1
2020-08-11 20:09:52,omg fantastic,3
2017-01-10 08:24:53,amazing app i recommend,3
2023-12-08 08:48:20,perfection,5
2022-08-01 03:18:17,uauh terrible,2
2019-09-29 07:41:21,very good,3
2023-05-08 04:32:26,bad app,5
2017-04-27 09:46:11,perfect to buy and sell easily,5
2019-05-14 23:39:59,"terrible UI, deleted",5
2023-08-08 14:17:07,uauh terrible,3
2018-12-20 18:58:54,excellent,5
2020-02-12 12:32:04,bad,2
2019-01-11 06:11:00,never again using,3
2022-03-20 00:54:01,perfection,2
2017-11-11 11:54:39,omg fantastic,2
2018-05-06 06:39:57,does the job,3
2021-12-11 01:07:44,"i dont hate it, but i dont love it either..",2
2017-03-23 04:43:56,"i dont hate it, but i dont love it either..",5
2022-05-22 23:52:11,good,2
2020-02-26 00:35:45,wish it had a easier way to load with money,4
2018-02-14 02:12:21,never again using,2
2019-01-01 23:52:35,omg fantastic,3
2020-04-30 20:10:39,"terrible UI, deleted",2
2021-09-20 17:02:54,GREAT APP,1
2018-10-18 00:14:46,uauh terrible,5
2023-01-15 05:25:31,uauh terrible,4
2018-11-22 19:30:32,omg fantastic,2
2023-06-11 14:36:36,perfect to buy and sell easily,5
2020-11-20 22:51:50,good,1
2020-06-26 09:58:35,bad,4
2019-10-25 00:03:47,wish it had a easier way to load with money,5
2020-06-28 03:46:45,perfect to buy and sell easily,4
2023-09-02 07:26:37,very bad,4
2020-09-09 19:37:43,omg fantastic,1
