date,review,rating,isEdited,userName,title
2021-11-14 16:34:19,‏‌ Nothing to complain about but you can add a feature so we can see our average price within the crypto we own. I see the market is dipping but I forgot what my average price is so being able to see will help when buying. Thanks!    ‌ ​,5,FALSE,Thomas Morisse?tte,​ Pretty sweet app ‍
2022-10-28 12:48:55,Mobile app seems to have lost the capacity to store favourite coin’s so every time I store my favourite the app seems to clear that list within minutes or less. Not sure if this is a bug or user error.,4,FALSE,ibhomesoon,"Favourite list not saving, following updates"
2021-04-11 07:26:31,"Downloaded today (Sun 11th April), first impressions are very buggy/glitchy, often buttons tapped don’t seem to respond. More importantly are the numerous reports of difficulties with withdrawals. Somehow I get the feeling many of those reviews on Trustpilot and on here are genuine. I don’t trust this firm yet. Will wait for a while to see if customers are reasonably happy. I only wanted one coin not available elsewhere yet. I’ll happily forget it for now. App deleted.",1,FALSE,NGrosvenor,Glad I read reviews here & elsewhere
2023-02-13 18:41:14,Amazing app.. not going to lie lost a lot of money leverage trading. There should be a block you can put on leverage as very addictive. Amazing app functions better and faster than all over apps.. apart from saitapro of course #saitama,5,FALSE,hayxydgrjeieh,Amazing app
2022-05-25 04:38:30,"After the update,  on the “trade” screen and crypto pair where you select the pair has moved (you now need to click right in the left corner to change the pair. This is really frustrating, please revert to the old behavior where clicking on the currency pair opens the selection.",3,FALSE,Brumik,New update has broken spot trade iPhone 8 Plus
2022-09-09 16:48:31,Keeps locking me out my account and requesting for me to change my number. Then proceeds to make me do a face recognition procedure with the worst designed AI on the planet. Holds my money in sub accounts mid transaction then never returns it. Then flaunts how much they’ve stolen from me in my face. Use binance. All other reviews saying this app is good is a lie. Just check the account names and tell me im wrong.,1,FALSE,AyazZaman,"Horrible design. Faux security, useless features designed to make using it a pain."
2022-10-25 09:58:11,"Great app for Crypto trading but you cannot pay back Fiat to your bank which is a shame, so you would need to send your coins to another crypto exchange then withdraw. If this was available this app would be a 5 star.

Sub accounts; you cannot check into your sub accounts with enough depth like you can on the laptop which isnt too helpful.",2,FALSE,Cbay1414,No Fiat to Bank + sub accounts
2021-12-07 18:49:56,"  I like it better than Coinbase. I like the interface better. Purchases are easier to make. It has better coins and this one hasn’t been hacked yet, so there’s that.  ‏‏ ‌    ",5,FALSE,Dasia Simo=nis V, Better than Coinbase
2021-12-06 17:12:54,"I love using KuCoin and I was using it successfully on my iPad mini 5 on iOS 15.1.
However now after upgrading to an iPad Pro 11 on iOS 15.1 I am no longer able to open the bots section, I just get a loading icon.
Please can this be fixed once this is done I will gladly improve my rating of the app, many thanks",2,FALSE,Hog100,"App was great, now bots not showing on iPad Pro 11 on iOS 15.1"
2022-10-04 06:20:53,"SUPPORT THE LUNC COMMUNITY OR WE WILL NOT SUPPORT YOU,
The crash of lunc was a catastrophic disaster within the crypto space, many people lost their life savings, I personally read countless tweets from people who where suicidal over the doom they had just encountered, it ruined real lives of people who are not rich enough to simply bounce back, this community both needs and deserves the support of the big cex's STEP UP like Binance have and support this movement!! Stop ignoring us",1,FALSE,Scarlet Marie,GREEDY EXCHANGE
2022-02-09 01:36:30,"Please do not use This app as
It’s not worth it. I have joined them was having a rewards promotion but never got one even after full filling all the criteria so please don’t fall to the prey as other apps the give u the rewards straight.
The worst part is no customer service team, the faq n online support is worthless no one gets back to you.
So please do not try using thier platform use others ur decision will worth it",1,FALSE,Ressy@,Ress
2021-11-05 16:40:11,"It’s a chinese run company so use that information to your own benefit. They are absolutely useless, no customer support and their “live chat” is just another bot with automated responses. There’s literally spelling errors in their chat system. They’ve been holding my money for 3 days now because I had to verify my identity with the credit card I’m using. 3 days? Are you serious. Im never using this trader again",1,FALSE,iliketradingmomey123,Don’t download
2022-01-14 16:47:23,"Thought the new update was terrible, couldn’t find the order book but then accidentally stumbled on a button that took me back to the app i know and love.",4,FALSE,cannonball2134,Spent half an hour lost in a new section of the app
2022-12-21 03:33:08,"Most of the bad reviews on here are from noobs who don’t understand crypto. 

First of all my advice to those noobs struggling to take money out of this exchange:
1. Convert into a crypto coin. 
2. Send to coinbase
3. Sell on coinbase using advanced trading. 

This exchange is absolutely amazing and very easy to use lots o features that make it similar to binance but the UI is so much nicer than the rest of the exchanges so would 100% recommend this exchange for beginners.",5,FALSE,Carter0118,Amazing Exchange!
2021-12-06 10:26:09,"I tried to get my money out to another wallet because the service was so poor. They screwed up the transfer, lost the money and then tried to charge me $100 to retrieve it. 

I move crypto around a lot and know what I’m doing but couldn’t believe how they managed to lose all my money and then do nothing about it. 

Their customer service is all through email and it takes them weeks (no exaggeration) to reply to your messages. This means that if you have an issue it will take months to solve, if at all. 

I’m resigned to the fact that I’m not getting my money back after months of trying. 

Stay well away from this circus!",1,FALSE,Mixxa1,Stay Well Away
2021-12-23 20:52:31,I’m a new user and I’ve found the platform very easy to use and there a lot of them out there. Well done guys.,5,FALSE,jay harding,easy to use platform
2023-01-16 00:16:04,"Tricky to begin with and that’s only because the platform is loaded with super features.
Take your time… tread carefully… be patient and you will be pleasantly surprised",5,FALSE,Grgcvl,Outstanding 👍
2021-09-20 21:57:34,Tried to use this to buy some alt coins. The deposit feature is useless as I’ve sent money to a wallet that they don’t even have any information on. So basically wasted money. When trying to sort it through their customer service option they don’t reply and just copy and paste a faq’s page. Useless.,1,FALSE,mdl283,"Avoid, dreadful customer service."
2021-12-11 17:31:52,Have been using for awhile now. So far the app is very good and very easy to use. No real disruption in buy or sell functions. Very accurate prices. Keep up the good work.    ‏  ​,5,FALSE,Ford Jakubo0wski,Very good crypto app ‎​
2022-01-27 10:55:17,Trying to deposit money into KuCoin is ridiculously long. By the time you receive the USDT the coin you’re buying has already massively increased! Really need to sort deposit times. Seems to work seamlessly exchange you exchange.,3,FALSE,DomUniqueUK,Extremely slow deposits!
2021-12-09 10:54:13,"Good app, great functions, and fun! 
my main reason for another exchange app, is the new releases and support of altcoins that the others don’t have.",5,FALSE,Angus Stenhouse,One of the better exchange out there!
2021-11-28 21:16:15,I’m already using for more then 2 months and everything what I’ve done works great. You can try it with confidence.,5,FALSE,MrFredericB,Good platform
2022-04-13 18:29:36,"1) there are no notifications when your order fill. Such a simple, yet necessary, tool that for some reasons they do not have. 2) Stop losses get cancelled 90% of the time. I have tested this and almost always my stop loss doesn’t go through, and it gets cancelled 3) customer service have been hopeless. No help whatsoever with the above two issues.",1,FALSE,S K joss,Terrible
