date,review,rating,isEdited,title,userName
2021-12-12 19:00:48," ‌ I came akucoinss this app completely by accident. I almost feel like I made a Christopher Columbus type mistake - I’ve discovered the new world for myself. I am not the first to arrive at kucoin, but I believe it will change my life and my generations to come. I love the fact that they have different cards I can get to place my crypto on. Game changer.    ‏​",5,False,‎‌A-mazing ‎ ,Emerson Veu·m
2021-11-18 07:58:13,"I am uninstalling this app having used it for pretty much a year now. I have always found the exchange to work well, but for almost the whole period Kucoin has been copying my clipboard every time I open the app. This morning it had some rather sensitive information on my clipboard, so I am having to reset security on a host of other accounts now. This is an issue that they have been aware of for almost a year and have chosen not to fix – contrary to one of the other prominent reviews, the update I installed today did NOT fix the issue. Closing my account now.",1,False,Security concerns,MLBarnes
2021-03-20 13:35:51,"Bunch of scammers, they withhold payment when it benefits them, delaying sending fees for as long as possible. no customer support, online chat doesn’t work, three times spent more than 2 hours waiting to be next in line, twice the chat just ended and once got put through to a guy who could give no details of when I’m likely to receive my crypto although they take payment straight away. Sending service ticket doesn’t work, never received a response. They pretend that it’s another company that’s responsible for the delay and they need to confirm the transaction has gone through",1,False,Don’t trust,albiooooooooo
2022-05-08 08:45:17,"Used Kucoin since 2018, never had issues with withdrawal even so clearly a user error with that review. Will say when on low tf chart view it seems to zoom on 2 bars enlarging them to cover the whole chart. Also it lags on display price to the book book price, stop adding to it and make it work correctly and quickly would improve usability.",3,False,Few slight bugs to correct but no major problems.,Jrnc99
2021-11-28 19:00:41," ‍ Hi, we here really need the buy/sell limit option. Please add this option to your app. I am pretty sure millions of users will be interested in using the app if this feature will be added. This app has grown so much and will continue do so with such upgrade. ‌‍ ",5,False,‌‌ Buy/Sell Limit‌   ,Barbara Ha﹃nsen
2021-11-20 16:33:32, ‌‎The app is easy to use and has a lot of potential but has its short comings. Most of those are Quality of life user interface issues that have been slowly rolling out. Functional lily it’s great and has a lot to offer.     ‍  ,5,False," ‌ Easy to use, a lot of POTENTIAL.  ​  ",Andreaneヽ Hettinger
2021-12-02 21:07:53,"   THE APP IS DOWN!!! WHYY??? I always recommend this app to everyone who asks me what apps to use or to people on social media asking which app to use. It’s just so easy to use and they have a wide variety of crypto coins to invest in. If you are considering this app, download it! You will be happy that you did.   ‏ ‍",5,False, ‏ Best crypto app ‎ ,Dr. Lora Bartoゞn
2021-11-14 16:34:19,‏‌ Nothing to complain about but you can add a feature so we can see our average price within the crypto we own. I see the market is dipping but I forgot what my average price is so being able to see will help when buying. Thanks!    ‌ ​ ,5,False,​ Pretty sweet app ‍ ,Thomas Morisse?tte
2022-10-28 12:48:55,Mobile app seems to have lost the capacity to store favourite coin’s so every time I store my favourite the app seems to clear that list within minutes or less. Not sure if this is a bug or user error.,4,False,"Favourite list not saving, following updates",ibhomesoon
2021-04-11 07:26:31,"Downloaded today (Sun 11th April), first impressions are very buggy/glitchy, often buttons tapped don’t seem to respond. More importantly are the numerous reports of difficulties with withdrawals. Somehow I get the feeling many of those reviews on Trustpilot and on here are genuine. I don’t trust this firm yet. Will wait for a while to see if customers are reasonably happy. I only wanted one coin not available elsewhere yet. I’ll happily forget it for now. App deleted.",1,False,Glad I read reviews here & elsewhere,NGrosvenor
2023-02-13 18:41:14,Amazing app.. not going to lie lost a lot of money leverage trading. There should be a block you can put on leverage as very addictive. Amazing app functions better and faster than all over apps.. apart from saitapro of course #saitama,5,False,Amazing app,hayxydgrjeieh
2022-05-25 04:38:30,"After the update,  on the “trade” screen and crypto pair where you select the pair has moved (you now need to click right in the left corner to change the pair. This is really frustrating, please revert to the old behavior where clicking on the currency pair opens the selection.",3,False,New update has broken spot trade iPhone 8 Plus,Brumik
2022-09-09 16:48:31,Keeps locking me out my account and requesting for me to change my number. Then proceeds to make me do a face recognition procedure with the worst designed AI on the planet. Holds my money in sub accounts mid transaction then never returns it. Then flaunts how much they’ve stolen from me in my face. Use binance. All other reviews saying this app is good is a lie. Just check the account names and tell me im wrong.,1,False,"Horrible design. Faux security, useless features designed to make using it a pain.",AyazZaman
2022-10-25 09:58:11,"Great app for Crypto trading but you cannot pay back Fiat to your bank which is a shame, so you would need to send your coins to another crypto exchange then withdraw. If this was available this app would be a 5 star.

Sub accounts; you cannot check into your sub accounts with enough depth like you can on the laptop which isnt too helpful.",2,False,No Fiat to Bank + sub accounts,Cbay1414
2021-12-07 18:49:56,"  I like it better than Coinbase. I like the interface better. Purchases are easier to make. It has better coins and this one hasn’t been hacked yet, so there’s that.  ‏‏ ‌    ",5,False,   Better than Coinbase   ,Dasia Simo=nis V
2021-12-06 17:12:54,"I love using KuCoin and I was using it successfully on my iPad mini 5 on iOS 15.1.
However now after upgrading to an iPad Pro 11 on iOS 15.1 I am no longer able to open the bots section, I just get a loading icon.
Please can this be fixed once this is done I will gladly improve my rating of the app, many thanks",2,False,"App was great, now bots not showing on iPad Pro 11 on iOS 15.1",Hog100
2022-10-04 06:20:53,"SUPPORT THE LUNC COMMUNITY OR WE WILL NOT SUPPORT YOU,
The crash of lunc was a catastrophic disaster within the crypto space, many people lost their life savings, I personally read countless tweets from people who where suicidal over the doom they had just encountered, it ruined real lives of people who are not rich enough to simply bounce back, this community both needs and deserves the support of the big cex's STEP UP like Binance have and support this movement!! Stop ignoring us",1,False,GREEDY EXCHANGE,Scarlet Marie
2022-02-09 01:36:30,"Please do not use This app as
It’s not worth it. I have joined them was having a rewards promotion but never got one even after full filling all the criteria so please don’t fall to the prey as other apps the give u the rewards straight.
The worst part is no customer service team, the faq n online support is worthless no one gets back to you.
So please do not try using thier platform use others ur decision will worth it",1,False,Ress,Ressy@
2021-11-05 16:40:11,"It’s a chinese run company so use that information to your own benefit. They are absolutely useless, no customer support and their “live chat” is just another bot with automated responses. There’s literally spelling errors in their chat system. They’ve been holding my money for 3 days now because I had to verify my identity with the credit card I’m using. 3 days? Are you serious. Im never using this trader again",1,False,Don’t download,iliketradingmomey123
2022-01-14 16:47:23,"Thought the new update was terrible, couldn’t find the order book but then accidentally stumbled on a button that took me back to the app i know and love.",4,False,Spent half an hour lost in a new section of the app,cannonball2134
2022-12-21 03:33:08,"Most of the bad reviews on here are from noobs who don’t understand crypto. 

First of all my advice to those noobs struggling to take money out of this exchange:
1. Convert into a crypto coin. 
2. Send to coinbase
3. Sell on coinbase using advanced trading. 

This exchange is absolutely amazing and very easy to use lots o features that make it similar to binance but the UI is so much nicer than the rest of the exchanges so would 100% recommend this exchange for beginners.",5,False,Amazing Exchange!,Carter0118
2021-12-06 10:26:09,"I tried to get my money out to another wallet because the service was so poor. They screwed up the transfer, lost the money and then tried to charge me $100 to retrieve it. 

I move crypto around a lot and know what I’m doing but couldn’t believe how they managed to lose all my money and then do nothing about it. 

Their customer service is all through email and it takes them weeks (no exaggeration) to reply to your messages. This means that if you have an issue it will take months to solve, if at all. 

I’m resigned to the fact that I’m not getting my money back after months of trying. 

Stay well away from this circus!",1,False,Stay Well Away,Mixxa1
2021-12-23 20:52:31,I’m a new user and I’ve found the platform very easy to use and there a lot of them out there. Well done guys.,5,False,easy to use platform,jay harding
2023-01-16 00:16:04,"Tricky to begin with and that’s only because the platform is loaded with super features.
Take your time… tread carefully… be patient and you will be pleasantly surprised",5,False,Outstanding 👍,Grgcvl
2021-09-20 21:57:34,Tried to use this to buy some alt coins. The deposit feature is useless as I’ve sent money to a wallet that they don’t even have any information on. So basically wasted money. When trying to sort it through their customer service option they don’t reply and just copy and paste a faq’s page. Useless.,1,False,"Avoid, dreadful customer service.",mdl283
2021-12-11 17:31:52,   Have been using for awhile now. So far the app is very good and very easy to use. No real disruption in buy or sell functions. Very accurate prices. Keep up the good work.    ‏  ​  ,5,False,   Very good crypto app ‎​,Ford Jakubo0wski
2022-01-27 10:55:17,Trying to deposit money into KuCoin is ridiculously long. By the time you receive the USDT the coin you’re buying has already massively increased! Really need to sort deposit times. Seems to work seamlessly exchange you exchange.,3,False,Extremely slow deposits!,DomUniqueUK
2021-12-09 10:54:13,"Good app, great functions, and fun! 
my main reason for another exchange app, is the new releases and support of altcoins that the others don’t have.",5,False,One of the better exchange out there!,Angus Stenhouse
2021-11-28 21:16:15,I’m already using for more then 2 months and everything what I’ve done works great. You can try it with confidence.,5,False,Good platform,MrFredericB
2022-04-13 18:29:36,"1) there are no notifications when your order fill. Such a simple, yet necessary, tool that for some reasons they do not have. 2) Stop losses get cancelled 90% of the time. I have tested this and almost always my stop loss doesn’t go through, and it gets cancelled 3) customer service have been hopeless. No help whatsoever with the above two issues.",1,False,Terrible,S K joss
2021-12-12 18:02:32,"‌  For now kucoin is my goto it is great so far and especislly since they allow direct deposit and withdraw to matic network. Highly recommend you try it out, instant newrly free transactions. ‏ ​  ‌ ",5,False,‍  Great Polygon integration‌   ​,Bra◇dley Zboncak
2022-08-11 01:05:01,I’ve just deposited some money into the app to try and make some small trades. It won’t let me trade and buy the coin I am after and when I tried withdrawing my money it started asking for SMS verification when it never gave me the opportunity to set that up. 100% a scam don’t listen to the previous comment suggesting the 1 star reviews are fake.,1,False,It really is a scam,Heewaar
2021-11-22 16:32:37, ‍The only thing I don’t like about this app is I can’t withdraw into my bank because it’s not on the list other than that I love this app‍  ​    ,5,False,‍  Withdrawal‍‌‎,Cedrick (Witting
2021-11-20 17:04:21,  One of the best crypto exchange out there. I really love that they introduce new coins consistently. I have recommended it to a lot of my friends. All my family use Kucoin to purchase crypto currency.‎  ,5,False,  Kucoin  ​,Ethyl ¯Rosenbaum
2021-04-15 11:05:00,"Unlike binance & other exchanges, kucoin has a great customer service with average wait time cue : 1. There is little to no exchange fees, & sending fees are are a little percentage in aggregate.",5,False,Minimal Fees & Great Customer Service,pochett1
2021-08-22 10:50:27,"They make incredibly difficult to get your money back out once it’s in their accounts. I still can’t get it out and it says because it’s below the minimum amount - so money is stuck in there. Avoid and use another exchange!
Also the charge to withdraw your btc is currently 0.005 btc - at current rates that’s £18!!!!! Just to withdraw - this is extortionate!!!!",1,False,Avoid,Dibski
2022-11-02 16:40:29,"Writing my first ever review to complain about the terrible service by KuCoin. On 2nd Nov 22 they went under maintenance with no warning leaving anyone in trading positions locked out. I will never use this app again, luckily I only had small positions open others without stop loss orders will have been liquidated. If you want reliability do not use this exchange!",1,False,Maintenance scam,Jackolini
2021-12-14 18:11:13,   Smooth digital lay out an abundance of cryptocurrency‘s available staking Secure platform makes you feel right at home  ‍    ​,5,False,  ‍So easy a Cave-Man can do it!‎‏ ‌,Fletcher Or♂tiz
2021-04-11 12:03:36,"Was genuinely excited to use this app, I’m 3 weeks in and stil yet to get verified after submitting my details. Sent the support team a ticket after 2 weeks , got a message back saying don’t contact us because we’re super busy. Let’s hope we’re not in the bear market again by the time I’m approved",1,False,Not a pleasant experience,Eilen-Dover
2021-11-30 21:24:37, ​I had a problem yesterday and I was a resolved quickly. Thank you again and Happy Labor Day !​ ‎​ ,5,False,‎ Update  ‏,Alyce Hˇalvorson
2021-12-14 18:39:30,  I am able to purchase and withdraw crypto immediately and with less fees   ,5,False,‎ Fast and easy to use ‎ ‍,Audr﹏a Bode
2022-11-10 14:06:55,"Bought MATIC 3L, is up 13%. Meanwhile MATIC 3S is down 63%. I’ve held the trade for one say, so you can’t tell me it’s maintenance fees. It’s happened on a few trades, but I didn’t really pay much attention. This one, I followed closely and yeah… KuCoin is f**ing me over :) Avoid them like the plague, there are 10x better exchanges out there that won’t screw with you like that.",1,False,3x leveraged tokens are an absolute scam,Marin151
2022-08-19 19:10:19,"Not a perfect app but now has serious problem. My stop loss orders are somehow getting cancelled. What's the point of me setting a stop loss when the app is cancelling them, without announcement, when they should be triggered! This is causing higher losses and preventing risk management.",2,False,Cancelling stop loss orders,Took the time to review
2021-12-23 22:53:59,Love this app and the exchange allows me to pushes low cap crypto with huge potential. One of the best exchanges I have used if not the best.,5,False,Love this app and the exchange allows me to pushes low cap crypto,duncszzzzzz
2022-11-24 15:49:37,I tried to transfer out usdt to a wallet where I could sell it however it never turned up and the online help well wouldn’t help great if you just want to look at your money however for trading I would never ever recommend this app it does nothing for you but take your money,1,False,ITS A SCAM,sama200047
2021-12-04 18:21:25,‏​ ​ It does what it says. It’s easy to access my funds with their cards. I want crypto. I think this is the best way to get access to the crypto I want.‍ ‏  ‎‏ ‏‍,5,False, ‎‏ No B.S.‎​‌  ‏,Cordie Kemmer IIぃI
2022-01-08 19:23:29,Better variety than most apps,5,False,Lots of Coins,JackEmson
2022-08-22 16:32:24,"This must be a bug, app gets stuck on the Advanced Verification screen on iPhone 6. The loader seem to enter infinite loop and just gets stuck there, can’t navigate backwards or quit.",3,False,Bug,TaiwoLadipo
2021-12-13 18:45:13, ‎This application is so convenient and intuitive it makes my crypto investing a snap!‌  ‎‌,5,False,  Absolutely intuitive!‍  ,Boris? Flatley
2021-04-24 11:01:55,"I’ve signed up, and it’s going through verification steps which I’ve done but then once I get to the bit to where it says bind phone, the verification text never gets sent through to my phone which is so frustrating! I do not recommend this app to anyone, stick to binance 👍",1,False,Bad review,KILLRAZOR 92
2021-12-02 19:33:36, ‏‏They always update the app to improve user friendliness and have all major cryptos + some  ‌,5,False,  Kucoin is 5 stars    ,Carolann♀e Yost
2021-11-18 16:40:30," ​As the world is turning into cryptocurrency, this app was created for that purpose, which has more opportunities to buy and sell safely. ‍‎",5,False,‌ Crypto investment   ,Albin Wuns‰ch
2021-05-16 14:51:03,I’ve got a funny feeling the people that write reviews on here are same who buy coins like DOGE at the top and get rekt,5,False,Good Exchange,Odcee26
2021-03-25 01:03:07,"Not worth it even if it does have coins that other main exchanges don’t have.
Poor interface and literally no support. Absolutely ridiculous. Can’t wait to get my coins out. Glad I don’t hold lots and lots. I was thinking of investing more with KuCoin. No chance I am doing that now. 
Jokers.",1,False,Substandard,P.H.P.1
2021-12-05 13:03:19,"I dont understand why change an app which was working perfectly.
On the new app I cant search for anything as there is no search function.
No Favorite option and where did my favorites go.

Terrible upgrade.",1,False,Terrible new upgrade,Siyar Munzur
2021-08-11 21:44:51,"Your device is jail broken which will cause security risks and breaches when using the app

I keep on getting this message and getting logged straight out , my phone has never been jail broken 

Please resolve this issue ASAP as I need access to my funds",1,False,Issues with app,kinghercs
2021-11-24 18:42:55,  ‎Great customer service and easy to use i highly recommend ‌​  ,5,False, ‌Kucoin‎‍ ,Daryl Jへacobson
2021-09-10 02:20:31,Avoid this site they take your details then you make a payment to buy crypto then at that point after you’ve deposited funds they let you know you have to wait a week to verify you account while the hold your funds. Avoid this site,1,False,AVOID AVOID AVOID,BlondeRyder
2022-05-11 14:28:29,I don’t know how many times I’ve ended up missing a pump because my money just disappears and reappears after an hour after closing a position or even transferring between wallets. This was the last time,1,False,Constantly glitches,chrisgdfhc
2021-05-05 10:59:56,"Terrible app! You don’t actually deposit through KuCoin itself, it’s through partners which make is ridiculously complicated and very hard work. If deposits don’t work you have to try and communicate with the partners which is also hassle. Stick to Binance.",1,False,AVOID,adamh86
2021-11-18 17:05:49, ​Love how easy this platform is to navigate! Keep up the good work guys ( and gals ) .Looking forward to great things 👍 ‍    ‍,5,False,  The best !‏  ,Alessia Bergna﹏um
2019-06-21 15:40:29,"KuCoin, the best place to pick up hidden gems and trade them. App works seamlessly and has a good user interface.",5,False,Best place for hidden gems,jwalton175
2021-11-22 19:33:06, ​ The only way this team can get better is to have a winning DeRace horse.😃  ‎  ‏,5,False,‌ Fantastic team‎​‌,Dortha .Monahan
2021-12-12 08:02:13,Comprehensive App for basic to professional Crypto trading.,5,False,"Professional, intuitive & trustworthy",Bez-Berg
2021-10-28 08:44:32,This app is a scam it will not let you out ofTrades when you are in profit if your profit goes too high it will log you out and not allow you to log back in until you are liquidated do not to use this app it is a scam please make Apple aware that this app is scamming people,1,False,Kucoin,money 16
2021-04-07 10:53:22,Let me deposit after about 2 weeks still not identifying my identity & now it won’t let me buy any coins even though I have funds in the account scamming app and won’t be using again! Stay far away from this app everybody!,1,False,Bad app!,hahdhshakagsgs
2021-12-12 19:31:10, ‏I love that you can buy in small fractions and the card looks very nice‌  ‍ ,5,False, ​Love it very easy  ‎,Cons）tance Nicolas
2021-11-03 18:11:51,Literally impossible to withdraw money to your bank account. If it is possible it’s so hard to find out how. Chat doesn’t work at all. Seems like you have to transfer to another platforms wallet to withdraw. Occurring a £22 fee!!!!!,1,False,Avoid at all costs!,Pedals1990
2021-12-04 19:10:31,   ‏ ‍Love it to the moon only thing I’m praying for you guys to add is limit buy the all other cripto apps will be left in the dust 🥳    ‍‍‌   ,5,False,  ‌​ Best cripto app ever!!!!     ‍    ,D╄allin Emard
2021-10-12 13:58:25,"I transferred funds to my account it wasn’t a lot glad to say, nevertheless it’s missing I raised a ticket six days ago and nothing has been done. Don’t waste your time there are better platforms than this. I HAVE LOST MY MONEY NO TRACE AND NO CUSTOMER SERVICE 🤬😡😡",1,False,Crap customer service money gone missing,FashDbash
2021-11-30 19:44:35,   Crypto. Com has been a blessing for me. I’ve made good returns and it’s easy to put into virtual wallet- then ur wallet.‏ ‎    ,5,False,   #1 Crypto app out there.  ​,Edd .McGlynn
2019-06-21 19:17:40,"Great app, easy to use, user friendly with good design. Start earning money on crypto before it’s too late.",5,False,Crypto good!,Kamil Muszyński
2022-02-25 09:45:59,"In my opinion, it is the worst app(Exchange), because when transferring coins to the wallet, it reduces a large amount of coins as fees, which is a hidden theft from users. I do not recommend using this exchange at all. For example, to transfer 8000,000 tokens, he deducts 4000,000tokens as fees.",1,False,Hidden theft😡😡😡,saaaaid
2021-08-13 12:23:17,"Nice quick setup time (KYC), fast response on communications , and great features.",5,False,"Simple, fast",BE VERY CAREFUL HIDDEN FEES
2022-05-09 10:15:21,My only issue with KuCoin is constantly having to log in! Apart from that it’s great.,4,False,Logging In,wass8D
2022-07-28 05:50:48,"Great platform, easy to use with nice features.",5,False,Star app,Evergeo
2021-12-02 17:24:38, ‎​Awesome and easy to use no trade fees for the first 30 days was a huge bonus love this app  ‍‎​‎ ,5,False,  ‎Killer app‏  ,Eugene ♂Okuneva
2022-05-27 13:57:22,"Unbelievably hard, and so far seemingly impossible, to trade on.  Easily the least intuitive crypto platform I’ve used, and that’s saying something!",1,False,If you think Binance Pro is difficult to use…. you ain’t seen nothing yet.,Sandy Sausage
2020-05-09 21:00:04,"Encountered no problems, does what it says. 5 stars",5,False,Safe & reliable platform with low fees,JulezN
2021-08-22 13:08:02,"Let’s face it, Binance has nailed their app so anything else is gonna seem like a let down but KuCoin really need to up their game here. I’d trade a lot more on the platform if this app had a better UI.",2,False,Decent exchange - terrible app.,Pro Libertate
2021-12-04 17:25:24,‌ ​Hello I am new to the app and it said it has locked it temporarily how do I fix that? ‏ ‎    ,5,False,  Locked   ,Dr. Jessyca C<onroy
2022-01-01 23:46:58,Could you guys please spare some coins 🥳🥳 get in touch with me,5,False,Excellent trading app,maksyboi
2021-12-23 19:02:04,Really easy to learn and enjoy as a beginner.,5,False,Simple to use,Shfjfjskabahdsj
2021-12-31 16:04:06,Once you have you hang of the app it’s a great tool for crypto trading,5,False,Very Happy,JWilsonP83
2021-02-12 15:18:20,"Rip off.
T&Cs state they don’t actually have to give you any of your money back.
I withdrew 8,900 TRY to an external wallet however only 8.9 TRY coin arrived!  That is literally not even a penny in USD?
It is now not letting me withdraw any of my other funds as wallets are all “under maintenance”",1,False,AVOID- may seem like i’m waffling but AVOID IT!,Blockdealer247
2021-12-12 18:40:11, ‌You can really make some money‍‏   ‍,5,False,  Easy to use   ,Dwr. Telly Gerhold
2021-11-14 22:28:59,"Don’t use KuCoin, they took my money and withheld it until my ID was verified.  After putting in a trade it says 0 fee was paid but 15% of my money had vanished into thin air. Just money grabbers who seem to hide it very well.",1,False,They steal your money,josh359638
2021-05-08 17:35:10,I won’t advice to trust them with your as I have crypto is missing from my wallet I raised a ticket over 2 weeks now no reply and so is the online chat service I don’t know if it’s a SCAM and whatever I can recover my money or not,1,False,No Suppoort services,Faycal Yem
2021-08-30 00:10:44,Great 👍 no problems whatsoever and support always help 🤩 best exchange out there 🙌,5,False,5 stars,Loamy 4
2022-11-02 09:05:52,Their high fees hide around the corner and will get you when you do anything on the app.  Very expensive exchange,3,False,Fees,south1231
2021-12-02 20:13:07,  Great great app many coin options!    ‏,5,False,  More than I expected  ‍,Carley O'Con︶nell MD
2022-01-03 06:04:24,This platform is a great place to start your investment journey,5,False,Great place to invest,Handymend
2021-03-17 10:33:08,"The new update is full of bugs, lost of info about coins would not load up, check-in does not work etc... slow a buggy...",2,False,Bugs,sebbike
2022-01-13 18:47:18,Excellent app for all your needs,5,False,Kucoin one of the best,Dont work at all
2021-11-02 12:13:27,I’m based in the U.K. and use it to trade smaller cap coins. Highly recomended.,5,False,Buy smaller cap coins,A Battersea
2021-03-20 12:04:53,"Please, how long can it get for one to be verified ?! Mine said 1-3 days but after almost 1 week I’m still waiting. Please KuCoin do something.",3,False,Longest verification process ever !!!,Slickity247
2022-02-19 22:16:03,"I cannot login to my account, i get a message Login Denied despite entering correct details, i cannot contact the customer support all day! How can I get some help?! How do I connect with someone  this is useless!",1,False,Login Denied!,Silozo
2022-01-21 19:55:40,It’s very good and easy to use,5,False,Five star,Sylrayhan123
2022-01-02 21:45:40,My favourite app I love it,5,False,Highly suggest using this app,ceosebs
2021-11-18 18:25:58, ‏Bitcoin is what we all need and thanks for helping me get it done!!👌 ‍‍‎  ‏ ‏‌,5,False,​‎Thanks‍‎ ,Dr. Laurence Wisozˇk
2022-01-05 16:18:30,Great app. Mostly enjoyed the use of the bot.,5,False,My review,drlarry3
2022-05-23 01:42:22,You set Stop Loss but the app doesn’t recognise it! Full of bugs. Easy to lost money and hard to earn some. I won’t use this platform ever again in my life! Be aware!!!,1,False,Bad app!,Lu Cam
2022-09-25 07:00:44,Provide fantastic community support and Respect governance. 100% 5* experience,5,False,LUNC,DaveJobsNY
2021-11-18 00:27:59,This app takes the contents of my clipboard without my permission and for some reason needs to know my location to suggest ‘nearby events’,1,False,Poor privacy,Shyam123456789
2021-11-03 19:28:57,If you want to join Kocoin use this referal Id :rJS2YGE Bless you all :),5,False,Great crypto exchange,dylagros
2021-05-11 15:44:02,No customer service waiting 4 hours and just saying 2nd in queue never respond coin advertisements 0.88 and charged me $88 for each trying from 7 hours but no one responding,1,False,Scammers,VIPIN LUTHRA
2021-11-24 17:49:51, ‎I like this app it’s easy and plus it’s 25      ‍ ‍ ,5,False, ‎Great app so easy to use ‌  ,Bettie Ondrick?a DVM
2019-04-19 14:14:25,Works perfectly on iPhone 7s thank you,5,False,Great App,Diddy Wheldon
2021-12-15 16:40:16, ‏Every crypto person should have this app‌   ‌ ‍‌ ,5,False,   Laser eyes ‏ ,Estefa！nia Legros
2021-12-11 18:57:28,"‌ This app rocks. 2FA, wire transfer, bank transfer. All in one place to buy BTC.‎  ‍‌‍ ‎‍",5,False, ‌ Crypto app  ‎,︾Edgar Schowalter
2021-03-13 01:42:34,Really good app and extremely easy to use.,5,False,Great app !,jaleesar89
2021-12-12 05:32:21,"Really good, simple to use.",5,False,Favourite exchange,Daviesgb
2021-11-18 17:27:27,  ‌It’s all good now the time to buy   ,5,False,  Crypto‌  ,;Camryn Fadel
2022-01-02 12:44:52,A really good exchange.. really easy to use,5,False,Great 👍🏻,hare2021
2021-12-06 17:47:16,"  ‌  With so many partnerships it’s amazing what CDC and the CRO army have accomplished in 2021.
🏧✅       ‏ ‎    ‎",5,False,    Still amazing   ‌  ,Ethyl^ Braun
2021-11-24 17:15:42,  ‍Very easy to use and really good with DeFi app too‌‎  ‌,5,False,‍ ‍Great app ‏ ,Belle S★chiller
