timestamp,reviews,sentiment,rating
2023-05-12,"Не зміг зареєструватись через дію, через це навіть не спробував покористуватись та видалив додаток не рекомендую.",1,
2023-04-23,Запускается и белый экран! Переустановил и та же проблема! Перешёл по ссылке что прислали разработчики и там ошибка 404,1,
2023-04-23,Після оновлення оновлення графіків запізнюється та ціна також.,5,
2023-04-22,Good afternoon 🌞,4,
2023-04-23,"Багато можливостей, але все настільки неочевидно і незручно. Неможливо переглянути історію операцій, всі вони знаходяться невідомо де, несистематизовано і нелогічно. Підтримка генерує посилання на веб-версію, яка на диво є основною. Дикість якась.",2,
2023-05-01,👍👍👍,5,
2023-05-08,"1. Наявна реферальна програма. 2. При спробі поповнення рахунку виникла проблема а саме скинувши певну суму грошей на реквізити, які були вказані у застосунку через декілька секунд відкрився чат в якому мені стверджували, що рахунок одержувача невірний. Так він справді був іншим але фамілія така як треба. Відмінність лиш в імені. Претензій немаю. Але будьте уважні",2,
2023-04-18,"Після оновлення само перемикається на автозапозичення на маржі , також реакція графіка на дотик - шо бешений пригає.",2,
2023-04-18,"Будь ласка поверніть віджети, вони були дуже зручні, вони зникли приблизно в зимку 2022 і досі не повернулися.",5,
2023-04-19,"In the near future, I will withdraw crypto. I do not want to be with those who support Nazism and the genocide of my people.",1,
2023-04-21,Поверніть кошти і буде 5,1,
2023-04-19,"Зделайте что-то с настройками камеры, вы делали покупку через сканирование паспортных данных, а оно не работает, камера не соединяется програмно и все в чёрном екране, не могу сфотографировать документ",1,
2023-04-19,"Нормальний застосунок. Але дратує функція ""автоматичне запозичення"", яка настирливо відображається за замовчуванням в маржинальній торгівлі. І потрібно її постійно змінювати на ""звичайно"", а також відключення ""трейлінг-стоп"" з 24 березня 2023 року і по сьогодні (а може й назавжди у такому форматі, з таким функціоналом"".",3,
2023-04-19,"Крайнє не рекомендую цей додаток і біржу в цілому... Можна наводити багато причин. Та найбільші дві для мене, це: -Шахрайстка маніпуляція з монетами. Коли ти купляєш монету а завтра біржа знімає її з продажу, буцім щоби нас уберегти від ненадійного активу. В решті робить банкротом нас сама. Тричі це було з моїм балансом. - Спонсорство тероризму. Бінанс зняв будьякі обмеження з росіян, котрі і до того були незначними. Є багато хороших платформ, не рекомендую співпрацювати з монополістом.",1,
2023-04-17,"Додаток вісить конкретно, відкривається один раз в кілька днів, а коли і відкривається, то висвітлює білий екран і все! Він колись буде працювати коректно?",1,
2023-04-15,Неможливо закинути і вивести кошти,1,
2023-04-10,"Після оновлення працює не коректно. Графіки не відкриваються, спот ти і ф'ючерси не грузяться. Обрані монети не показує. Працювати неможливо",1,
2023-04-21,Додаток викинув мене з мого акаунта. Не дає ввести код......,1,
2023-04-17,"за все комісії знімають навіть за простой кожні 8 годин і головне немає чітких цифр комісій шо зашо знімають, гірше злодіїв. школую шо туди гроші закинув.",1,
2023-04-10,"Після оновлення неможливо пройти верифікацію. Відкрита позиція зараз живе своїм життям: ні закрити, ні проконтролювати. Видаляв, перевстановлював, чистив кеш-нічого не змінилось. Треба переходити на іншу біржу.",5,
2023-04-05,Вогонь революції 🔥🔥🔥🔥🔥🔥🔥,5,
2023-04-04,"Темна тема почала некоректно відображатися. При першому запуску додатку все виглядає нормально, але при наступних 'злітає'. Після перезавантаження знову все нормально, але тільки при першому запуску. Раніше проблеми не було. Poco F3, Android 13. Upd: не спрацювало. Допомагає тільки перезавантаження",2,
2023-04-18,Ок,3,
2023-04-17,"Проходжу верифікацію вже третій тиждень. Написали, що орієнтовна дата проходження перше квітня, сьогодні вже 17. Коли намагалася зв'язатися зі службою підтримки, то виходить тільки з ботом поспілкуватися, за його допомогою питання не вдалося вирішити. Немає взагалі ніякої відповіді, статус очікування",1,
2023-04-10,"Інтерфейс гарний,але дуже заплутаний і незручний. При наступних кроках, збиваються обрані параметри. Інформація одна і та ж дублююється на різних сторінках з різною подачею, а щоб отримати необхідний функуіонал за яким і скачувал додаток, потріьно добре пошукати у декількох кліках. Дуже незручно. UX відсутній",2,
2023-04-02,"Глючить, неможливо завершити рєстрацію",1,
2023-04-01,Після останнього оновлення часто вилітає додаток. Надіюсь швидко пофіксять.,3,
2023-04-04,"Гроші виводити не хоче і повертають на мій рахунок, зате комісію всі два намагання це зробити зняли.",1,
2023-03-31,Зависає при вході. Чому додаток для торгівлі кріптою писали аматори ?,2,
2023-04-01,The best crypto exchange,5,
2023-04-01,Моя сотка просто зникла,1,
2023-04-01,Постійно розлогінює і просить код,5,
2023-03-23,Чому не можна завести Фіат через карту?,1,
2023-03-17,Не завантажує фото для верифікації.,1,
2023-03-16,Після регістрації білий екран постійно...,2,
2023-03-20,"Каждый раз обновляются избранные валюты и пропадают. Меняется интерфейс выбранный валют, что очень неудобно.",2,
2023-03-17,"Перестав грузитися акаунт. Висне при загрузці. Кеш почистив, примусово закривав, але додаток не загружається",1,
2023-03-16,Після оновлення я не можу зайти на свій аккаунт з мобільного телефону. Безкінечне завантаження.,1,
2023-03-22,Жалко що неможна торгувати з 16 років!,1,
2023-03-19,"На працює авторизація! Відкриваю додаток, воно перекидує на білий екран і нічого не відбувається UPD: виправлено",1,
2023-03-21,"В мене також не завантажує фото для верифікації. Інтернет з'єднання в нормі, додаток оновлений. Upd: порада розробника допомогла.",2,
2023-03-17,"Сьогодні не відкривається додаток в телефоні, також не можна нормально зайти через сайт на свій акаунт! Що сталося?!",1,
2023-03-15,Вроде прога ппц хороша )) В революте намного проще и т.д Но тут вы ощутите всю мощь крипто рынка,4,
2023-03-21,Гривня де? А ви можете носом їсти борщ! Хочете???,1,
2023-03-18,Ігра топ проіграв квартиру,5,
2023-03-17,"Довго користуюсь додатком, усім задоволений. Тільки після останнього оновлення не можу потрапити на сторінку авторизації. Лишається пустий екран з хрестиком та трьома крапками справа згори",2,
2023-03-22,Биржа топчик 👍,5,
2023-03-29,"Постійні баги. SamsungA72 Після оновлення 18.03.2023р. додаток постійно самовільно закривається, зникла можливість біометричної аутентифікації. Всі ці ""танці з бубном"", що рекомендує команда Binance, не дають результат.",2,
2023-03-20,Мусульмани не іграйтє в ету ігру кефіроф создатиле етой ігри син діявола تكون في حياتي هو قلعة يعتبر وصف ان اكون فقيرا ان يكون شخصا على,1,
2023-03-16,"Все норм,",5,
2023-03-22,"Очень долго щитает балансы монет при запуске. Часто нулевой баланс, надо несколько раз перезапустить. После последнего обновления 20.03.23. через минуту или две приложение закривается и само откривается на первоначальную страницу.",1,
2023-03-16,Don't work,1,
2023-03-23,Супер!!!,5,
2023-03-24,Super!!!,5,
2023-03-14,🤘,5,
2023-03-16,"Все ок, але не 5☆ Дуже незручно, що немає можливості встановити алерт на ф'ючерсах...",3,
2023-03-13,"Я брав участь у роздачі токенів ARPA я виконав всі вимоги, але не получив приза.",3,
2023-03-16,В чем дело? Не могу ввести номер телефона при авторизации,1,
2023-03-12,👍,5,
2023-03-08,После обновления постоянно выбрасывает с сайта.,1,
2023-03-10,Відновіть ввід та вивід гривеньки! А поки буде 1 бал,1,
2023-03-07,"Неможливо підтвердити вхід, код приходить, вводиш його, і все, тупо більше нічого не відбувається.",1,
2023-03-05,"Все подобається. Але припинили виводити гривеньки вивести, тому 1.",3,
2023-03-05,Чи можна відновити доступ до акаунта коли загубилась електронна пошта і номер телефону?,1,
2023-03-01,"В поле с номером телефона не возможно ввести значения, ничего не набирает. Тоже самое с окнами в графе с кодом для смс.",1,
2023-03-06,гарний додаток,5,
2023-02-21,"Скачав оновлену версію. Без мату, не висловиш думку.",1,
2023-02-27,"Біржа, яка ледь не щодня перевзувається.",2,
2023-03-07,Важеленний додаток який жуть як лагає,5,
2023-02-18,Так все запутано що чорт ногу зламає👀,1,
2023-02-16,"Ніц не працює, верифікації не проходить",1,
2023-03-01,"Не можу увійти в акаунт. Пише що мені потрібно оновити програму ""Android System WebView"" хоча у мене вона останньої версії",1,
2023-02-23,"При вході вводш пошту,далі пароль,далі код підтвердження з пошти,повертаєшся з пошти,а ти знову на сторінці входу.І як ввійти не знаю?",1,
2023-02-18,Чому прибрали віджети?(,1,
2023-03-08,one of the best apps for crypto,5,
2023-02-20,"Додайте будь ласка звук сповіщень про зміну ціни, з заблокованим телефоном ні звуку, ні вібрації, потрібно постійно бути у додатку, щоб сповіщення спрацювало. Тоді для чого вони такі потрібні?",1,
2023-02-19,Nice 🇺🇦🔱🇺🇦,5,
2023-03-06,"Після оновлення додатку, перестало надсилати повідомлення в чаті ордерів. Що не робив - нічого не допомогло. Підтримка натякнула купити новий телефон☝️🤷‍♂️",1,
2023-02-23,"Я не можу зайти у свій аккаунт, останній раз був рік назад. Зараз вводжу номер телефону, емеіл а отримую у відповідь що такого аккаунту не існує. Що робити?",1,
2023-02-26,функіонал пушка,4,
2023-02-21,"Thank you very much, the Binance app is super, everything is clear, the tools are well located, quick access to the deposit, does not lag during the transaction, verification is fast, easy, without any unclear terms. I hope that you will continue to be a team that will build the future, as Bitcoin does ))",5,
2023-03-06,Чудово,5,
2023-02-19,ок,3,
2023-02-25,"Как перейти на новую версию, чтоб можно было включить режим хеджирования фьючерсных контрактов? В смартфоне последнее обновление было 13 февраля 23 года, но этой функции в приложении нет. И как пообщаться с живым консультантом, а не с ботом? Раньше можно было, сейчас не вижу такой возможности.",1,
2023-03-16,"Це був відгук рік тому: Не можу увійти в акаунт, не можливо відновити екаунт в цьому додатку, особливо після оновлення, телефон та почту бачить, код присилає, в додатку неможливо ввести код верифікації,він тупо висне, після повторного оновлення пише наші сервіси зайняті спробуйте пізніше. Станом на 16.3 23. Все працює вхід без проблем , додаток боюсь оновлювати вже 3 тижні, щоб не заглючив знову.",1,
2023-02-13,"Дякую я пішов в долги, всім раджу",5,
2023-02-12,"Я дуже розчарована додатком. Так склалося,що треба було переустановить,тепер не можу увійти,не проходжу верифікацію тому що є аккаунт,а чому не впускає не розумію. Вибиває на верифікацію. Шкода,що втрачаю можливість працювати з додатком.",1,
2023-02-07,Додаток класний .Но якщо купляти не раджу- треба 1000 верефікацій або з величезною комісією. Хотів купити криптовалюту і передумав .Лекше долари купити чим иут крипту,3,
2023-03-09,Зникли всі кошти із фючерсного рахунку. Буду дізнаватися причину. В решті все ідеально.,2,
2023-02-10,Все чудово. Найкраща біржа з усіх відомих! Переваги: надійність та підтримка!,5,
2023-01-26,"Неможу пройти верифікацію, пише постійно заново вже 5 днів!",1,
2023-01-28,"Калькулятор на ф'ючерсах уже працює , дякую.",3,
2023-02-12,Дуже сильно лагає останнім часом,2,
2023-02-06,"мне очень нравится, удобно.",4,
2023-02-10,"Нові комісії натякають на те, щоб перестати користуватися бінансом",5,
2023-01-26,Не працює Binance Live. Викидає з програми коли включаю відео,1,
2023-02-11,"Не можу верифікацію пройти. Чому?? У чаті підтримки тільки бот, який нічого не розуміє.",1,
2023-02-18,"доволі зручна програма, подобається доступність, багато навчання, можливість повністю розібратись у торгівлі, закидати і виводити кошти завжди просто та оперативно.",5,
2023-02-13,Все працює чудово. Вказуйте при реєстрації реф.посилання CPA_008XYN1ESY при розміщенні депозиту від 50$ можна отримати ваучер з винагородою у вигляді токенів.,5,
2023-02-10,Дуже класна програма.,4,
2023-02-07,Не можливо верифікуватися. Самий гірший додаток який я бачив. Верифікувався 10 разів і при новому вході все заново. Не рекомендую. Врешті на кону кошти,1,
2023-01-27,CZ дякую вам! Після встановлення біржі і поповнення першого депозиту у мене почали зникати гроші на наркотики. Я перестав колотись героїном. Ще раз дякую!,1,
2023-01-28,Даже неустанавлюїця,1,
2023-02-04,super,5,
2023-02-01,супер,5,
2023-02-01,"Unable ro start working with this app because you can not even log in. Keyboard pops up and hides immediately. Tried to copy/paste login, managed to do that but this trick does not work with password. So it makes this app absolutely useless. UPD: All great now! Thanks!",1,
2023-01-27,"Додайте функцію сортування активів ear за датою початку підписки і щоб вкладка з активом не закривалася кожного разу як хочу перевірити окремий холд. Через останнє оновлення все стало настільки незручно, що додаток починає викликати гнів.",2,
2023-02-06,"Добрий день! Я не можу увійти в акаунт, який по вашим словам в мене є. Мені постійно система пише що треба пройти верифікацію і тільки я її проходжу (скидуючи туди і паспорт громадянина, і закордонний паспорт, і водійські права), мені система пише, що я не пройшов ферифікацію, то якась помилка в з водяними знаками, то не валідний документ, то типу у мене вже є аккаунт і він виявляється верифікуваний. Через дію теж ніяк не можу зайти!!! Все! Молодці допомогли! Дякую!",5,
2023-02-02,"Назойлива реклама вашого додатку заставляє видаляти додатки в яких вона випливає. Така реклама викликає тільки огиду до всього що ви робите. Якщо мені не цікавий ваш продукт то нав'язати мені його не вдасться а от викликати обурення та огиду у вас вже вийшло, сподіваюсь у вашому пеклі буде в куточку хрестик при натисканні на який буде змінюватися котел з підвищенням температури а не вихід звідти.",1,
2023-01-19,Как пройти верификацию плюс. Верефикацию прошол спасибо.,1,
2023-01-18,Додаток чомусь став сам запускатися та просить ввести код. Задовбав.,5,
2023-01-17,поверніть графік будь-ласка,1,
2023-01-25,Після останнього оновлення не можу ввести номер телефону при вході!,1,
2023-01-03,"Не проходить верифікація через ДІЮ, джерела інтернету змінював не допомогло.",1,
2023-01-11,Поки начебто все професійно та доступно. Молодці.,5,
2023-01-17,Не проходить верифікацію через дію,1,
2023-02-17,Я хочу пройти вирифікацію вже місяць проходить,1,
2023-01-13,Періодична аутентифікація з безліччю багів просто вбиває бажання кортстуватись цим додатком,2,
2023-01-16,Обожнюю швидкість і якість роботи служби підтримки,5,
2023-01-20,Неможу пройти перевірку безпеки Код приходи але занести його не можливо вікно біле кнопка далі не активна клавіатура не активна,1,
2023-01-06,"Все добре,підключилося.",5,
2023-01-13,Чому я не можу вивести гроші?,1,
2023-01-25,"Стопи треба вводити вручну, а не перетягувати. Фіксація позиції по частинах взагалі страхіття. Ціну треба вводити вручну. Оперативно закрити позицію лімітним ордером не вийде.",1,
2023-02-10,"📌Як видалити акаунт Binance? За посиланням видалення, воно здивує і перемикає назад на те, щоб увійти в аккаунт, хоча я це зробив!?!?!? ⚠️",1,
2023-01-01,Не можу пройти верифікації,1,
2023-01-10,It is a scam. It blocks possibility to sell crypto when price growth - I can share screenshot when I have 250k of coins and tried to sell 50k and app wrote me that I have not enough to sell such amount,1,
2023-01-18,Не можу повернути гроші,1,
2023-01-10,"Дивлюсь коментарі і у всіх одна і та сама проблема, як і в мене неможливо пройти верифікацію, ні через дію, ні через фотку паспорта. Розробники я важаю це ваша одна із головних проблем.",1,
2023-01-10,Всё топ - БЫЛО 😡 КАК ТО СТРАННО ПРОЦЕНТ РИСКА ВО ФЬЮЧЕРСАХ ИДЁТ 🤬 СКАЧОК С -47% на -137% ааа дальше и говорить нехрен. Сколько кэша слил 🤬🤬🤬😡😡,5,
2023-01-19,Keep strong,5,
2023-01-22,"При верифікації викидає на початок, неможливо пройти цей крок. Ви втрачаєте клієнтів і судячи з відгуків дуже багато... Разу з 20-го все таки вийшло але ж як було важко...",1,
2023-01-20,Ok,3,
2023-01-07,ok,3,
2023-01-25,"Binance розводняк,в любий момент блокують,і тому подібне,сам на binance більше двох років,раніше не було такого,а це за останній місяць видало дві блокіровки першу дали повністю на аккаунт при тому що в мене верифікація була повністю пройдена,і написали що пройдіт провірку..надішліт на електронну адресу і т.д,я це все зробив пройшло днів 6-7 мені розблокували,но...Прошло три дні дали блок на Р2Р,кожен день в них міняється відповідь на моє питання ""по якій причині?""...",1,
2023-01-14,"Додаток чудовий, все працює. Вибиває з колії зміна кредитного плеча біржею на менше, навіть підчас того коли моя позиція відкрита з крос, що означає якщо мого балансу не вистачить на той момент то всі позиції ліквідуються і баланс втратиться. коли плануєш одне, а отримуєш інше, це заставляє шукати інші біржі де мої плани стосовно балансу не нарушаються, або в меншій мірі. думаю був би менший відтік користувачів, якби binance організувала зміну плеча до моменту відкриття позиції, а не підчас",4,
2022-12-26,"Скачала програму при реєстрації, ввела пароль і білий екран, що робити далі.",1,
2022-12-30,"Все працює чудово, дуже зручний для користування, рекомендую всім!!!",5,
2022-12-24,"Додаток функціональний та зручний, українська мова присутня.",4,
2022-12-23,"Не можливо зайти в binance live,постійно викидає на головну сторінку.",1,
2022-12-25,Білий екран коли хочу зарегистроватися Допоможіть,1,
2023-01-03,Доброго дня я не можу скористатися послугою зняття фіату на карту visa,3,
2023-01-02,Все добре . Але Після верифікації аккаунта нагорода до 100$ безплатна?,3,
2023-01-03,"З скількох років, можна користуватися?",5,
2022-12-25,Щому я не можу зробити депозит в гривнях ?,1,
2022-12-27,🎁✨️🎊🎈,5,
2022-12-31,Неможливо приєднати карту,1,
2023-01-03,Тай таке.,3,
2022-12-23,Крипта скам,3,
2023-05-05,T ionk,3,
2022-12-27,Not 🚭,1,
2022-12-23,super,5,
2023-05-25,Фігня,3,
2022-12-30,"Бляха обновили свій бінанс, на силу згадав пароль, та знайшов доступ до пошти. Хоч би с*ки попередили чи що. Поки до старого інтерфейсу звик, тепер тута ні*уя не розберуся одразу. Ну йо* його мать, я вже старий щоб ще вчитися😂",1,
2022-12-13,невозможно открыть приложение код ошибки бла бла бла = невозможно поставить хорошую оценку,1,
2022-12-13,До мене СБУ прийшли 😍😍😍😍🥰🥰🥰😘😘😘,5,
2022-12-12,"Бінанс чому моя двохфакторна веріфікація перестала підходити, тільки можу зайти за смс повідомленням????",1,
2022-12-16,Не повний переклад на українську,2,
2022-12-12,"Зручна та прозора крипто біржа, мені подобається, рекомендую!!!",5,
2022-12-14,Мій світ став ширше з бінансом і кріптою),5,
2022-12-13,смс буває не приходить,1,
2022-12-07,"За 20 спроб не зміг пройти верифікацію (то зависало, то помилку писало, то пройшов, але у додаток усе одно писав, що не пройшов), до цього щоразу після оновлення доводилося вводити пароль.... видалив та й все",1,
2022-12-20,Помилка 3400001 вже дістала.,1,
2022-12-05,"Не відповідає, білий екран",1,
2022-11-26,"Все клас, але з часом починає займати дуже багато місця на телефоні",3,
2022-12-14,Не можу пройти верифікацію через дію,1,
2022-11-28,Білий екран нічого не завантажує і не відображає,1,
2022-11-29,Щоби ним користуватися треба 18 років,4,
2022-12-03,Усе пряцюе добре !!!,5,
2022-11-30,Непрацює взагалі,1,
2022-12-02,Не відкриває дію,1,
2022-12-04,Respect,5,
2022-11-27,"Додаток відставний. Все глючить, не проходить верифікація. Служба підтримки взагалі не відповідає. Не рекомендую!",1,
2022-11-24,Гарна біржа.,5,
2022-11-29,super,5,
2022-11-22,Глючить . Верифікація не проходить. Пишуть чекайте завершення перевірки і так пів доби. Ще й підтримка жахлива щоб написати в підтримку треба пройти верифікацію. Замкнуте коло !,1,
2022-11-21,"Highly recommended. They have Ujrainian speaking support, and that is great!",5,
2023-02-16,Просто супер. Хороший курс при виводі.,5,
2022-11-23,"Хто пише що все круто той нас з вами і найобуе,такий складний час,а вам жулікі не соромно",5,
2023-01-03,Чому не можна оновити додаток?,1,
2022-11-22,Чому вилітає з акаунту як тільки ти на нього заходиш невже Binance це шахраї це просто жах у мене ніде не було таких проблем як тут,1,
2022-11-21,Агонь видно що для людей зробленно,4,
2022-11-19,супер,5,
2022-11-18,"реально можна працювати і заробляти не підводить ,удачі.",5,
2022-11-18,"Додаток жахливий, на етапі верифікації білий екран... після видалення, знову декілька разів пробувала ваерифікуватись але програма не пускає та глючить...",1,
2022-11-20,Дуже подобається,4,
2022-11-16,"Також після реєстрації білий екран,не реагує зовсім!не зайти ні вийти з застосунку!(",1,
2022-11-15,Після авторизації білий екран.,1,
2022-11-06,"Непотріб.Щоб верифікуватися,на електронну адресу приходить код , вводиш код,оновлюється сторінка і все по новій ! Пройдіть верифікацію!",1,
2022-11-05,"Жахливо , після останнього оновлення, помилки, підтримка не може їх вирішити...",2,
2022-11-04,Дуже гарний застосунок - все просто і ясно),5,
2022-11-08,Іронда тільки ввів адресу і більше не відкриває,1,
2022-11-09,"Чому пише оновити , а я неможу",2,
2022-11-06,hi why pln currency payment via zen app is not available thanks!,1,
2022-11-08,Лучше бы не узнавал про приложение сплошной минус xD,2,
2022-11-08,"Проїбав 10 000 баксів, йду на завод",1,
2022-11-10,CPA_00A523S21A можете увести если комуто нада 100 usbt,1,
2022-11-07,"Після обновлення програма дико завісає ,графікі віснуть ціна показує з затримкою ,інтернет в нормі",1,
2022-11-08,Неможу получити виписку з P2P підвердженям що імено цей покупець купив криптовалюту,1,
2022-11-04,"Що таке реферальний ID? Як я зрозуміла, це номер документу (паспорта), вводжу, і неправильно",1,
2022-11-03,"Після оновлення не можу зайти. Постійно пише не вірне ім'я користувача, або пароль. По декілька разів перевірив.",1,
2022-11-10,"Як я і казала, Бінанс це найдурніший гаманець з усіх!!! Підтримка що є що її немає! Мій акаунт дискваліфікували за те, чим я не займаюсь! А підтримці на це по барабану!!! Бінанс геть зійшов з розуму!!!",1,
2022-11-10,Чому після підтвердженя пошти я нічого не можу зробити просто білий екран ?,1,
2022-11-06,ошибки в акції при депозиті,2,
2022-11-13,The verification is complicated. The app needs too much private information and does not notify beforehand that you'll need to give them your private photo after they got the photo of your id card.,2,
2022-11-06,"завантажив додаток, пройшов верифікацію, вийшов з додатку, при повторному відкритті додатку нічого не відкриває...лиш помилка підключення, і пропонує реєструватись заново, інтернет при цьому працює відмінно на великій потужності? Як виправити недолік?",1,
2022-11-14,Не верифікує,1,
2022-11-11,Дуже зручно,5,
2022-11-14,Ви найкращі,5,
2022-11-30,gud,5,
2022-11-08,"Графіки на Дубаях показуються одні і не має таких скачків, на звичайних спеціально валять народ, щоб гроші відмивати. Графіки показують одне, а пригає зовсім по іншому. Одним словом махінації із фінансами. Кого хочете обдурити?",1,
2022-11-05,Бомболейло,1,
2022-11-08,perfectooo,5,
2022-11-10,"😭😭😭Неможливо закінчити верифікацію через документ, програма видає системну помилку, і неможливо відмінити цю вже розпочату верифікацію через документ, щоб обрати верифікацію через додаток Дія! Без верифікації неможливо нічого зробити, ні на сайті, ні в мобільному додатку, щоразу повертає на сторінку верифікації, яку не дає закінчити системна помилка і в коді не прописано можливість повернутись і обрати верифікацію через додаток Дія🤦‍♀️🤷‍♀️ виправте помилки, щоб була змога користуватись!",1,
2022-11-09,"Глючить, що капець.... Постійно висне, потрібно верифікуватись, верифікувався. А ви вже верифіковані, використовуйте оди(перший) акаунт. Я забув пароль до першого, скинем пароль на електронну адресу, номер не приходить, або прийде і далі трам-пам-пам... То селфі робиш, цілий день, махаєш головою, як орел. І знову трам-пам-пам... Задовбали. А з грошима теж так буде,трам-пам-пам... Вибачте система перегружена, бо у нас тут трам-пам-пам... Ви знаєте, а Ви стрьомні...",1,
2022-11-03,"Надзвичайно бісить такий нюанс Відкриваю додаток, щоб зайти в акаунт потрібно щоб прийшов код на пошту, нажимаю ""отримати код"" приходить код-> відкриваю пошту щоб переглянути код-> повертаюсь назад в додаток Binance і на цьому моменті потрібно вже відправляти новий код на пошту бо той що був щойно відправлений - недійсний Якщо раніше даний лаг був почерез раз, то зараз кожного разу при повторній авторизації",1,
2022-10-29,"Після верифікації неможливо далі зайти, вибиває, тільки як гість далі можливо",2,
2022-10-30,"Додаток дуже гарний, чекою криптокартку в Україні",5,
2022-11-01,Зависает на этапе верификации. Ерунда какая-то.🤷‍♂️,3,
2022-10-30,"Перестал грузить кошелёк, решила выйти из аккаута и войти нормально. В итоге была послана системой. Постоянно какие-то сбои в приложении",1,
2022-11-01,"Udated review. KYC seems can be completed only with application. Also incomplete KYC still prevents normal login. That is why only 3 stars. Thankfully approval was qick. Big thanks to support, who helped with encountered problems.",3,
2022-10-25,👍,5,
2022-11-01,cool,5,
2022-10-23,Після оновлення при запуску почало вибивати з додатку.,2,
2022-10-13,"Є досить незручні моменти, але основні фічі працюють як треба 🤷‍♀️",3,
2023-01-21,"Сделайте нормальную поддержку без этих раздражающих ""часто задаваемых вопросов""",3,
2022-10-14,Поясніть як я можу перемкнути графік з лінії на свічки. Після оновлення не можу знайти дану функцію в налаштуваннях.,4,
2022-10-23,"Оцінка за колаби з гімном Могренштерном, гнилих російськомовних адмінів в групах.",3,
2022-10-23,Доброго вечора)) ми з України 🇺🇦,5,
