date,review,rating,isEdited,userName,title
2023-06-29 03:08:54,"The worst app in history. I paid seller and never received crypto and I’ve been trying to resolve issue for the past 12hours and customer service have been telling me the same rubbish! Stick to Binance, Kucoin is a ripoff and you’ll most likely lose money. They have no idea what they’re doing and customer service is basically useless. If i could give 0 stars I would",1,False,Ammikilla,DO NOT DOWNLOAD!!!!!
2021-12-23 20:52:31,I’m a new user and I’ve found the platform very easy to use and there a lot of them out there. Well done guys.,5,False,jay harding,easy to use platform
2023-01-16 00:16:04,"Tricky to begin with and that’s only because the platform is loaded with super features.
Take your time… tread carefully… be patient and you will be pleasantly surprised",5,False,Grgcvl,Outstanding 👍
2021-09-20 21:57:34,Tried to use this to buy some alt coins. The deposit feature is useless as I’ve sent money to a wallet that they don’t even have any information on. So basically wasted money. When trying to sort it through their customer service option they don’t reply and just copy and paste a faq’s page. Useless.,1,False,mdl283,"Avoid, dreadful customer service."
2023-07-30 19:18:44,"Functionally this is fine, but the irritating ads and pop ups when starting the app just to check market prices make me not want to use it. 

What’s more, the promotions aren’t even that good!",3,False,geckothelizard,Endless ads and pop ups
2021-12-09 10:54:13,"Good app, great functions, and fun! 
my main reason for another exchange app, is the new releases and support of altcoins that the others don’t have.",5,False,Angus Stenhouse,One of the better exchange out there!
2022-01-27 10:55:17,Trying to deposit money into KuCoin is ridiculously long. By the time you receive the USDT the coin you’re buying has already massively increased! Really need to sort deposit times. Seems to work seamlessly exchange you exchange.,3,False,DomUniqueUK,Extremely slow deposits!
2021-11-28 21:16:15,I’m already using for more then 2 months and everything what I’ve done works great. You can try it with confidence.,5,False,MrFredericB,Good platform
2023-10-09 06:49:08,I’ve been using bi for long I thought it would be difficult to move to new exchange but Ku coin was easy to move to,5,False,Faris446,Love the app
2022-04-13 18:29:36,"1) there are no notifications when your order fill. Such a simple, yet necessary, tool that for some reasons they do not have. 2) Stop losses get cancelled 90% of the time. I have tested this and almost always my stop loss doesn’t go through, and it gets cancelled 3) customer service have been hopeless. No help whatsoever with the above two issues.",1,False,S K joss,Terrible
2022-08-11 01:05:01,I’ve just deposited some money into the app to try and make some small trades. It won’t let me trade and buy the coin I am after and when I tried withdrawing my money it started asking for SMS verification when it never gave me the opportunity to set that up. 100% a scam don’t listen to the previous comment suggesting the 1 star reviews are fake.,1,False,Heewaar,It really is a scam
2021-04-15 11:05:00,"Unlike binance & other exchanges, kucoin has a great customer service with average wait time cue : 1. There is little to no exchange fees, & sending fees are are a little percentage in aggregate.",5,False,pochett1,Minimal Fees & Great Customer Service
2023-03-25 23:06:52,"Got through all sorts of verification to open account. Got through all sorts of verification to login. Send Floki to KuCoin. Add a withdrawal method, barred from withdrawing for 24 hours. Go to withdraw. Withdrawal in your region coming soon (or words to that effect). Go to turn GBP into BTC with the intention of sending money to Binance to withdraw. Many options not compatible and one that is has extortionate fee. Avoid, avoid avoid.",1,False,Mitchell Edwards,Scam
2021-08-22 10:50:27,"They make incredibly difficult to get your money back out once it’s in their accounts. I still can’t get it out and it says because it’s below the minimum amount - so money is stuck in there. Avoid and use another exchange!
Also the charge to withdraw your btc is currently 0.005 btc - at current rates that’s £18!!!!! Just to withdraw - this is extortionate!!!!",1,False,Dibski,Avoid
2022-11-02 16:40:29,"Writing my first ever review to complain about the terrible service by KuCoin. On 2nd Nov 22 they went under maintenance with no warning leaving anyone in trading positions locked out. I will never use this app again, luckily I only had small positions open others without stop loss orders will have been liquidated. If you want reliability do not use this exchange!",1,False,Jackolini,Maintenance scam
2024-02-17 07:49:06,"Only just started using KuCoin, there seems to be a lot of pass keys to enter when you want to make the deal witch slows it up to much",4,False,Pinkseagle,Slow
2023-05-19 08:37:04,"This app is so cluttered it can give you epilepsy, the deposits are slow af and overall using this app feels like operating a spaceship lol I’ve deposited fiat currency and I can’t even use it to trade into crypto as there is no such option for me in the app lol only by card , my main balance which I’ve deposited is not even aviable to trade , avoid this joke",1,False,hazypines,Horrible
2022-11-10 14:06:55,"Bought MATIC 3L, is up 13%. Meanwhile MATIC 3S is down 63%. I’ve held the trade for one say, so you can’t tell me it’s maintenance fees. It’s happened on a few trades, but I didn’t really pay much attention. This one, I followed closely and yeah… KuCoin is f**ing me over :) Avoid them like the plague, there are 10x better exchanges out there that won’t screw with you like that.",1,False,Marin151,3x leveraged tokens are an absolute scam
2021-12-23 22:53:59,Love this app and the exchange allows me to pushes low cap crypto with huge potential. One of the best exchanges I have used if not the best.,5,False,duncszzzzzz,Love this app and the exchange allows me to pushes low cap crypto
2023-07-16 20:37:49,"Stop losses don’t seem to work, money still in the market when I clicked sell, converted to another crypto currency so bad to try and find out how to convert it back. Can’t even send any money back to my bank directly. Not good",2,False,mattthelad23,Not good for new users
2022-01-08 19:23:29,Better variety than most apps,5,False,JackEmson,Lots of Coins
2022-11-24 15:49:37,I tried to transfer out usdt to a wallet where I could sell it however it never turned up and the online help well wouldn’t help great if you just want to look at your money however for trading I would never ever recommend this app it does nothing for you but take your money,1,False,sama200047,ITS A SCAM
2021-04-24 11:01:55,"I’ve signed up, and it’s going through verification steps which I’ve done but then once I get to the bit to where it says bind phone, the verification text never gets sent through to my phone which is so frustrating! I do not recommend this app to anyone, stick to binance 👍",1,False,KILLRAZOR 92,Bad review
2022-08-22 16:32:24,"This must be a bug, app gets stuck on the Advanced Verification screen on iPhone 6. The loader seem to enter infinite loop and just gets stuck there, can’t navigate backwards or quit.",3,False,TaiwoLadipo,Bug
2021-05-16 14:51:03,I’ve got a funny feeling the people that write reviews on here are same who buy coins like DOGE at the top and get rekt,5,False,Odcee26,Good Exchange
2023-07-27 15:29:41,They really quick to tell you your assets going down but take them like 2 mins to update it when it goes up ! Also let’s say you put 100dollars in if it goes up by 10% u won’t make 10$ just like 5$,1,False,sebad123,App designed to lose money not to make money
2021-04-11 12:03:36,"Was genuinely excited to use this app, I’m 3 weeks in and stil yet to get verified after submitting my details. Sent the support team a ticket after 2 weeks , got a message back saying don’t contact us because we’re super busy. Let’s hope we’re not in the bear market again by the time I’m approved",1,False,Eilen-Dover,Not a pleasant experience
2021-08-11 21:44:51,"Your device is jail broken which will cause security risks and breaches when using the app

I keep on getting this message and getting logged straight out , my phone has never been jail broken 

Please resolve this issue ASAP as I need access to my funds",1,False,kinghercs,Issues with app
2021-12-05 13:03:19,"I dont understand why change an app which was working perfectly.
On the new app I cant search for anything as there is no search function.
No Favorite option and where did my favorites go.

Terrible upgrade.",1,False,Siyar Munzur,Terrible new upgrade
2023-09-15 15:12:41,I’m keep trying to go to the bot trading it keep transferring to web page home please fix this bug is really annoying as I cont see my bots,3,False,b21b21,Bug
2021-09-10 02:20:31,Avoid this site they take your details then you make a payment to buy crypto then at that point after you’ve deposited funds they let you know you have to wait a week to verify you account while the hold your funds. Avoid this site,1,False,BlondeRyder,AVOID AVOID AVOID
2024-03-05 11:17:39,"Best crypto platform, nothing to fault them been using for one year, all order’s executed the best of the best for professional traders!",5,False,kismubz,BEST EXCHANGE
2019-06-21 15:40:29,"KuCoin, the best place to pick up hidden gems and trade them. App works seamlessly and has a good user interface.",5,False,jwalton175,Best place for hidden gems
2023-05-30 17:51:02,I just deposited £500 in kucoin and my money is not showing. I do not like the look off hiss because I always usually get sent whatever I want instead of depositing and now that I’m depositing I can’t see my money. Please sort this out asap,1,False,Where’s my funds,Where’s my money
2021-05-05 10:59:56,"Terrible app! You don’t actually deposit through KuCoin itself, it’s through partners which make is ridiculously complicated and very hard work. If deposits don’t work you have to try and communicate with the partners which is also hassle. Stick to Binance.",1,False,adamh86,AVOID
2022-05-11 14:28:29,I don’t know how many times I’ve ended up missing a pump because my money just disappears and reappears after an hour after closing a position or even transferring between wallets. This was the last time,1,False,chrisgdfhc,Constantly glitches
2023-04-15 17:31:33,"First of all, if you haven't used Kucoin yet, make sure to enter the reward coupon «QBSSZXM5» on the sign-up screen to get a commission kickback rate of up to 40%. Wonderful... The best trading app ever. Very fast and reliable. God! Your app rock.  This app is pretty solid as far as functionality and ease of use, but I do have something I would REALLY like to see changed… So when a person checks their orders, either the open or filled ones, the small cryptos need to have the decimal extended two more places or so and not rounded to the penny. Some cryptos like DOGE and XLM trade in hundredths of pennies (IE .2577) so it would be nice to see the exact amount listed on the orders. I may have a few orders placed in the .25 range, so it’s difficult to find a specific order in that range when they all just say .25. I would assume this has to be a pretty easy fix. I also have another suggestion that would be helpful to me and I’m sure to others… It would be a VERY nice feature to be able to set up price alert pushes or at the very least to receive a push notification when one of our orders is filled. I would definitely give this app 5-stars if the above suggestions were implemented. In fact, I would even pay a subscription fee to be able to have push notifications. I’m not sure if there is a fee for Kucoin to send out push notifications, but if there is a fee, it can’t be much as I can get multiple push notifications on the scores of my favorite teams (or even the entire NFL slate of games) from free sports apps. That would be really neat... All bug with new upload are fixed!! Great!!!!",5,False,Ringtunot2016,Great app!!
2021-10-28 08:44:32,This app is a scam it will not let you out ofTrades when you are in profit if your profit goes too high it will log you out and not allow you to log back in until you are liquidated do not to use this app it is a scam please make Apple aware that this app is scamming people,1,False,money 16,Kucoin
2021-12-12 08:02:13,Comprehensive App for basic to professional Crypto trading.,5,False,Bez-Berg,"Professional, intuitive & trustworthy"
2023-08-02 17:49:42,Little earner with sweat coin app really good idea and the app is all around the place for your crypto needs,5,False,Lyo1991,Earner
2021-11-03 18:11:51,Literally impossible to withdraw money to your bank account. If it is possible it’s so hard to find out how. Chat doesn’t work at all. Seems like you have to transfer to another platforms wallet to withdraw. Occurring a £22 fee!!!!!,1,False,Pedals1990,Avoid at all costs!
2021-10-12 13:58:25,"I transferred funds to my account it wasn’t a lot glad to say, nevertheless it’s missing I raised a ticket six days ago and nothing has been done. Don’t waste your time there are better platforms than this. I HAVE LOST MY MONEY NO TRACE AND NO CUSTOMER SERVICE 🤬😡😡",1,False,FashDbash,Crap customer service money gone missing
2019-06-21 19:17:40,"Great app, easy to use, user friendly with good design. Start earning money on crypto before it’s too late.",5,False,Kamil Muszyński,Crypto good!
2021-03-25 01:03:07,"Not worth it even if it does have coins that other main exchanges don’t have.
Poor interface and literally no support. Absolutely ridiculous. Can’t wait to get my coins out. Glad I don’t hold lots and lots. I was thinking of investing more with KuCoin. No chance I am doing that now. 
Jokers.",1,False,P.H.P.1,Substandard
2021-08-13 12:23:17,"Nice quick setup time (KYC), fast response on communications , and great features.",5,False,BE VERY CAREFUL HIDDEN FEES,"Simple, fast"
2022-02-25 09:45:59,"In my opinion, it is the worst app(Exchange), because when transferring coins to the wallet, it reduces a large amount of coins as fees, which is a hidden theft from users. I do not recommend using this exchange at all. For example, to transfer 8000,000 tokens, he deducts 4000,000tokens as fees.",1,False,saaaaid,Hidden theft😡😡😡
2020-05-09 21:00:04,"Encountered no problems, does what it says. 5 stars",5,False,JulezN,Safe & reliable platform with low fees
2022-05-09 10:15:21,My only issue with KuCoin is constantly having to log in! Apart from that it’s great.,4,False,wass8D,Logging In
2021-08-22 13:08:02,"Let’s face it, Binance has nailed their app so anything else is gonna seem like a let down but KuCoin really need to up their game here. I’d trade a lot more on the platform if this app had a better UI.",2,False,Pro Libertate,Decent exchange - terrible app.
2022-07-28 05:50:48,"Great platform, easy to use with nice features.",5,False,Evergeo,Star app
2023-06-13 11:38:47,So easy to use and I hope won’t go anywhere soon,5,False,C Beclea,Mr CB
2022-05-27 13:57:22,"Unbelievably hard, and so far seemingly impossible, to trade on.  Easily the least intuitive crypto platform I’ve used, and that’s saying something!",1,False,Sandy Sausage,If you think Binance Pro is difficult to use…. you ain’t seen nothing yet.
2021-12-23 19:02:04,Really easy to learn and enjoy as a beginner.,5,False,Shfjfjskabahdsj,Simple to use
2022-01-01 23:46:58,Could you guys please spare some coins 🥳🥳 get in touch with me,5,False,maksyboi,Excellent trading app
2021-12-31 16:04:06,Once you have you hang of the app it’s a great tool for crypto trading,5,False,JWilsonP83,Very Happy
2021-11-14 22:28:59,"Don’t use KuCoin, they took my money and withheld it until my ID was verified.  After putting in a trade it says 0 fee was paid but 15% of my money had vanished into thin air. Just money grabbers who seem to hide it very well.",1,False,josh359638,They steal your money
2021-05-08 17:35:10,I won’t advice to trust them with your as I have crypto is missing from my wallet I raised a ticket over 2 weeks now no reply and so is the online chat service I don’t know if it’s a SCAM and whatever I can recover my money or not,1,False,Faycal Yem,No Suppoort services
2021-04-07 10:53:22,Let me deposit after about 2 weeks still not identifying my identity & now it won’t let me buy any coins even though I have funds in the account scamming app and won’t be using again! Stay far away from this app everybody!,1,False,hahdhshakagsgs,Bad app!
2021-08-30 00:10:44,Great 👍 no problems whatsoever and support always help 🤩 best exchange out there 🙌,5,False,Loamy 4,5 stars
2021-02-12 15:18:20,"Rip off.
T&Cs state they don’t actually have to give you any of your money back.
I withdrew 8,900 TRY to an external wallet however only 8.9 TRY coin arrived!  That is literally not even a penny in USD?
It is now not letting me withdraw any of my other funds as wallets are all “under maintenance”",1,False,Blockdealer247,AVOID- may seem like i’m waffling but AVOID IT!
2022-01-03 06:04:24,This platform is a great place to start your investment journey,5,False,Handymend,Great place to invest
2021-03-17 10:33:08,"The new update is full of bugs, lost of info about coins would not load up, check-in does not work etc... slow a buggy...",2,False,sebbike,Bugs
2022-11-02 09:05:52,Their high fees hide around the corner and will get you when you do anything on the app.  Very expensive exchange,3,False,south1231,Fees
2022-01-13 18:47:18,Excellent app for all your needs,5,False,Dont work at all,Kucoin one of the best
2021-03-20 12:04:53,"Please, how long can it get for one to be verified ?! Mine said 1-3 days but after almost 1 week I’m still waiting. Please KuCoin do something.",3,False,Slickity247,Longest verification process ever !!!
2023-04-15 16:58:19,Easy to use,5,False,LittleCryptoBoy,Happy days
2021-11-02 12:13:27,I’m based in the U.K. and use it to trade smaller cap coins. Highly recomended.,5,False,A Battersea,Buy smaller cap coins
2022-02-19 22:16:03,"I cannot login to my account, i get a message Login Denied despite entering correct details, i cannot contact the customer support all day! How can I get some help?! How do I connect with someone  this is useless!",1,False,Silozo,Login Denied!
2022-01-21 19:55:40,It’s very good and easy to use,5,False,Sylrayhan123,Five star
2022-01-02 21:45:40,My favourite app I love it,5,False,ceosebs,Highly suggest using this app
2022-01-05 16:18:30,Great app. Mostly enjoyed the use of the bot.,5,False,drlarry3,My review
2022-05-23 01:42:22,You set Stop Loss but the app doesn’t recognise it! Full of bugs. Easy to lost money and hard to earn some. I won’t use this platform ever again in my life! Be aware!!!,1,False,Lu Cam,Bad app!
2022-09-25 07:00:44,Provide fantastic community support and Respect governance. 100% 5* experience,5,False,DaveJobsNY,LUNC
2021-11-18 00:27:59,This app takes the contents of my clipboard without my permission and for some reason needs to know my location to suggest ‘nearby events’,1,False,Shyam123456789,Poor privacy
2023-05-13 18:52:00,I had some Crypto in short and they log me out now for verification it might take up to 3 days. My shorts are still open and i cant close them,1,False,Mutikaka,Rubish
2021-05-11 15:44:02,No customer service waiting 4 hours and just saying 2nd in queue never respond coin advertisements 0.88 and charged me $88 for each trying from 7 hours but no one responding,1,False,VIPIN LUTHRA,Scammers
2021-11-03 19:28:57,If you want to join Kocoin use this referal Id :rJS2YGE Bless you all :),5,False,dylagros,Great crypto exchange
2019-04-19 14:14:25,Works perfectly on iPhone 7s thank you,5,False,Diddy Wheldon,Great App
2021-03-13 01:42:34,Really good app and extremely easy to use.,5,False,jaleesar89,Great app !
2023-04-17 16:19:18,Support team is not helpfull at all chat online with support function doesnt work… I have issue but nothing solved hopefully they will improve their services…,1,False,kutatku20,Serif
2021-12-12 05:32:21,"Really good, simple to use.",5,False,Daviesgb,Favourite exchange
2023-04-24 09:15:04,"There is not online support and if there is is not working … 
Bonuses are difficult to claim and they execute trades like none out there…",1,False,nicknome234,Watch out
2022-01-02 12:44:52,A really good exchange.. really easy to use,5,False,hare2021,Great 👍🏻
2023-08-04 16:20:38,Please stop doing this to me KuCoin,5,False,bsbbsndnd,Please KuCoin
2018-10-11 15:57:38,Crashes every 20 seconds on IPhone6+ making it impossible to use,2,False,1Tevs,Can’t use it
2021-11-18 16:43:11,I have deposit SOL and it is successful in SOL Explorer but KUCoin did not balanced for 15 hrs. Pure negligence with customer and poor support. Better to use different exchange. Not recommend.,1,False,kmlmonk,Deposit lost for 15 hours and no Responses
2023-08-06 05:18:38,This is a totally dreadful app / company.  Avoid at all costs. It doesn’t execute on anything.  You need to go back to support then they execute manually.  Avoid,1,False,zanpig,Dreadful execution
2021-11-15 16:58:40,"They pasted everything I copied  to the app and my account been hacked after that.

Don’t trust this app!!!!!",1,False,uijemojemeno,They steal whatever you copied and pasted to their system
2021-09-27 09:27:16,Not sure why kucoin needs access to clipboard. I would think twice before using the app.,1,False,parry_19,Privacy concerns.
2022-04-11 18:39:01,Please fix the app. The charts zoom in and bounce around for no reason. It’s very frustrating.,1,False,Beesforcities,iPhone app has bugs
2021-03-11 14:56:36,"Is not letting me log on. Last hour has been down and unable to connect. Cannot recommend, what a disgrace.",1,False,FraserFIFA,Broken app
2021-02-25 22:21:01,"KuCoin you best sort out your withdraw issues ! Will not let me withdraw my funds , and has now suspended me for 23hrs ?! Explain ?  This shouldn't be a difficult process !

Useless App.",1,False,jimmy crypto king,Avoid do not use
2022-06-13 10:41:47,"Disappearing filled orders, finally when I had a money-back I couldn't withdraw any coin.",1,False,Następca,I can’t recommend this
2022-05-11 21:56:07,Fix the app. I can’t even view some of the charts because view is freezing,1,False,mazflint,Stupid app
2022-01-10 21:05:12,Not good for privacy. Also had adverts on startup? Comes across as very cheap. Not a premium experience at all.,1,False,an.mo,Pasting data from clipboard
2022-09-12 15:20:34,"Be careful before you transfer between accounts Absolutely unprofessional and unorganized They steal your money No support at all
Leila keep disconnecting",1,False,wotever12345679,Scammers
2022-12-18 20:21:42,If you want to use high leverage on lower time frames with tight stops the fees will essentially double your risk every time,1,False,fjdjndbshshfh,Worst futures fees
2023-09-09 20:41:38,Let’s see if I lose my money on a bit not stopping! Still going,1,False,Srb19801,Bot not stopping again!
2022-01-04 08:21:24,Best exchange for gem hunting and great liquidity on larger assets. Kucoin is a top tier exchange!!,5,False,Vtvt15433,Awesome exchange
2021-11-26 14:32:23,"The bot trading doesn’t work on iOS, it is loading forever",1,False,dildato,Not working
2021-11-21 21:08:56,Fir great proft join KuCoin ❤️❤️❤️💋💋,5,False,Khadija@7860,Great products
2022-06-24 19:52:08,Impossible to get through to live chat,1,False,d dhindsa,Kucoin
2022-06-22 08:32:21,"Incredibly high trading fees and their customer support is filled with incompetent buffoons. Terrible company, go elsewhere.",1,False,ComradeSalt,Terrible service
2021-11-10 17:34:34,not everyone likes dark mode screens,3,False,lamore127,needs to be light mode
2021-11-25 16:15:50,Clear breach of privacy and I had to uninstall it,1,False,stonksblocked,App is pasting from the clipboard
2021-11-18 21:35:08,Every time I open this app it copies from MH clipboard - hard uninstall.,1,False,Because the nickname i wanted was taken,Copying from clipboard?!
2021-11-13 00:05:17,"Horrible company, much better honest exchanges out there , boycott this one and their childish ambitions

STAY AWAY",1,False,kotryna s,Disgusting
2022-07-10 17:16:57,Good project,5,False,ahmedrone,Apps
2023-03-01 09:06:52,Lost $9k usd due to their mismanagement and slow deposit process,1,False,Dagher2002,Lost $9k usd due to their mismanagement
2021-01-02 03:52:10,Never received my funds,1,False,mahbshiy,Stupid withdraw and deposit
2022-06-25 06:20:33,My account is hacked and all assets gone away,1,False,A-/👍🏻,Fraud
2022-02-10 19:10:59,Very poor security. They don’t take any responsibility. AVOID,1,False,Niknook,Got hacked on kucoin 👎
2021-05-01 22:48:31,I’ve heard reports that this is a scam app just to steal your money!,1,False,Davidbond,Scam
2021-06-26 16:34:03,The people writing good comments are the people who made this scamming app,1,False,Drizzy 2013,SCAM
2022-01-13 07:26:58,Avoid this app if don’t wanna be disappointed !,1,False,1Adaptor1980,Kucoin
