date,developerResponse,review,rating,isEdited,title,userName
2021-06-05 05:06:07,,"Under my profile I am able to see PhotoID is verified, but when i try to watch video for Earn it’s asking again for PhotoID upload. I tried multiple times but still it’s asking for PhotoID update.

Support ticket also raised but no progress. Think a lot before choosing this app for crypto trading.",1,False,Verify PhotoID Prompting multiple times- Already completed,madhavan00
2022-02-25 16:37:08,"{'id': 28129212, 'body': ""Hi Nikzshivi, thanks for giving us some feedback! We're working to provide our services to customers in more countries. To see a list of supported countries: www.coinbase.com/places\n\nFor more information about using Coinbase apps, please visit: https://help.coinbase.com/en/coinbase/other-topics/troubleshooting-and-tips/app-troubleshooting "", 'modified': '2022-02-18T13:15:31Z'}",In India there is only few apps that operates cryptocurrency and that only few options are available so kindly launch crypto in India that supports Indian Rupees,5,True,When it will operate in India,Nikzshivi
2021-06-10 03:52:55,,"I tried to verify my account to earn rewards by watching videos, however it is not getting verified and the application is asking to verify again and again.

I had raised a ticket, but no action and the worst part is they do not have a customer support call center in India, think before using this platform for crypto trading or investing.",1,False,Verification,Rahul7818
2021-09-08 06:12:29,,"The rewards history is show along with my own transactions history, it’s hard to scroll and find transactions done by me. 
Can we either create a new tab for APY rewards or collapse them?",3,False,Need UX improvement,chaurasiagovind
2021-05-17 20:18:22,,"There is a bug in the app. Portfolio balance is always showing USD numbers. Even after changing native currency to something else. As I am in Europe, my currency is Euro. But my portfolio balance looks incorrect. I did not find any other place to report this bug.",2,False,Portfolio balance bug,Good app for food
2021-02-02 17:52:29,,"Even after verifying my account twice,the app asks me repeatedly for verification so that I can take the quiz for winning free crypto’s !! I’ve verified my account 2 times with all documents and still this problem arises again and again..solve this ASAP !!",3,False,Repeated Verification,Roccky270
2021-06-22 03:50:26,,"To trade the crypto , need provide a photo ID as well as your face photo. No matter how many times I provide the photo ID (DL with photo ) it always says photo id not verified as the algorithm not able to identify a pic from the ID. And it’s useless without getting verified. Uninstalling it and switching over to alternate app!",1,False,Unable to get Photo Verification,Jeyaeasan
2020-10-25 02:32:05,,Sometimes the purchase do no go through and takes time to reflect. But ok,5,False,Purchase,Templerun001
2021-06-16 16:25:50,,"I have tried to get verified 7 times till now and each time I have uploaded a picture of my ID and later it shows processing for some time and it comes to first saying Verification needed.
Fix this as soon as possible",1,False,There is a serious problem with the verification process,Tanmai Sesham
2021-04-15 17:37:17,,"The app asks for account verification multiple times. 
I took the quiz, did account verification, did it again and again and again... It didn’t worked. Still asks me for account verification.

It doesn’t allows me to buy fresh cryptos. Only transfers. No use.",1,False,Multiple Issues,Skylar_21
2021-11-22 12:34:21,,"I am from India, when i am trying add my credit & debit card(visa & master) to my account, it’s always shown retry.",4,False,Can’t add my bank detail,Venki141
2022-03-22 13:36:07,"{'id': 28765788, 'body': 'Hi Tung-EH, thank you for your feedback! We are happy that you have a good experience with our app.', 'modified': '2022-03-24T17:01:36Z'}",Coinbase is the best easy to use and very smooth,5,False,Upi and bank transfer available,Tung-Eh
2023-02-25 19:16:44,"{'id': 35107970, 'body': 'Hi Mohammed, we understand that you´re experiencing this issue on Coinbase. Kindly update your review with the case number, so we can investigate further. You can also provide your case number through this link: https://help.coinbase.com/en/community-support\n', 'modified': '2023-02-28T01:40:34Z'}","I had completed my kyc almost 2weeks ago… but till date it is not processed and completed yet so it shows as account under review..

When also tried to get in touch with customer care executive they also didn’t responded properly not proper response no service…. 

No customer care available 24/7 like other platforms… 

Very upset about kyc and other part… didn’t expect Coinbase has such a wrost features and slow process not even slow there is no progress only….

Thank you!",1,False,Really very bad service,Mohammed kaif khan
2022-02-07 11:39:30,"{'id': 28259782, 'body': ""Hi Junder's, thanks for giving us some feedback! We're working to provide our services to customers in more countries. To see a list of supported countries: www.coinbase.com/places\n\nFor more information about using Coinbase apps, please visit: https://help.coinbase.com/en/coinbase/other-topics/troubleshooting-and-tips/app-troubleshooting"", 'modified': '2022-02-25T16:51:06Z'}","Sent bitcoins to my other wallet but not received in other account. Now coinbase is providing no service in INDIA. Seriously disappointing. Coins worth was more than 40,000. 
No support from team regarding transaction. I think they have did this fraud to me. 🙏🙏🙏 Indians stay away from this app.",1,False,Dont use it if you are in India,Jinder's
2020-12-16 15:48:49,,When i can start to trade in coinbase from india. I have researched alot and i think coinbase is the best for trading cryptocurrency.,5,False,When it will get start in india,YashAgarwam
2021-04-13 10:49:12,,"When I open verification mail and click on verification, it opens the same screen on app which tells me to click on link in the email.

It’s a loop I am in. The app seemed trustworthy to me. But it feels as if they themselves don’t want users to use the app. 

Sad.",1,False,Full of bugs 👎🏽,Gsetchzx
2024-03-15 06:53:02,,"Web portal is very fine , where mobile ios app has signin issue, kindly take a look",3,False,Experience signin error on very first download,Mithilesh0014
2020-11-21 05:47:07,,Allow tracking of bitcoin price on watch. Everything else is good.,4,False,Need apple watch app,xpressabhi
2021-01-27 15:43:25,,"Since last app update, the appilication is crashing all the time when I tap on to look at the trends for past week, months. Previously, the app was so smooth and never created any trouble. 
Please fix it asap. I hope my feedback helps to resolve the bugs. Using Iphone XS MAX.",1,False,App crashing,Clone2901
2021-07-15 17:16:07,,"Asking again and again about photo verification,id verification. I have done it many times,not doing again. Crap tech team of the year !",2,False,Do you guys even give a **** about the app !,doktarr
2021-05-17 12:12:03,,"I am from India. I have tried to upload all the required IDs like government card, Vehicle Licence, Passport but my ID haven't verified yet. Kindly revert me what I have to do for verification as I unable to do trade else I have only option remain is to delete the account on your portal.",1,False,Unable to do ID Verification,Exquistic
2021-01-27 17:51:52,,says “ something went wrong but we are not sure what” changed my password a couple of times and deleted and reinstalled the app several times still not fixed please help me,1,False,Cant login,Ansh1805
2021-05-20 13:32:32,,Hey team! Can users in India use it for buying coins instead of transactions?,5,False,Enquiry,Dhiraj1801
2019-06-04 04:39:02,,Thanks for the team who bringing this to IOS. I was waiting for long. Now the great news is that coinbase support EOS!,5,False,Coinbase is officially on app store!,sheikmd
2022-01-13 19:26:08,"{'id': 27992471, 'body': 'Hi Frukcoinswitch, we know how frustrating this must be and this isn’t the experience we want you to have. Could you share your case number with us by updating your review so we can look into this for you?', 'modified': '2022-02-11T14:26:03Z'}",yesterday i got mail that coinbase is closing my account without information why they doing and i have like 400k$ in that after mail when i try to withdraw my crypto they said contact support i tryed 12-15 hrs still unable to connect and they always send a link they are beyond my mind you can’t do anything id they scam you worst day of my life if i died due to this pressure all goes on coinbase .are just closinng my account and not givin my money back,1,False,they are scamer,frukcoinswitch
2021-10-28 13:12:05,"{'id': 26239150, 'body': ""Hi 5899shivi, this sounds like something our support team can help you with. To resolve your issue, please contact Coinbase Support using this link: https://help.coinbase.com/en/contact-us. We're experiencing a high number of inquiries but will respond to your inquiry as soon as we can."", 'modified': '2021-11-12T17:56:02Z'}",I am trying so many times to add bank account in Coinbase app it doesn’t work properly and not visible options ver bad app I am using first time.,2,False,Payment options not visible,5899shivi
2021-04-24 02:55:52,,All the other brokers show way different prices of every crypto in India than international market. They show high price when you buy and low when you try to sell.,1,False,Why can’t we buy and sell coins in India,thisistarun
2022-10-14 21:16:21,"{'id': 32599645, 'body': ""Hi Amenadiel, thanks for letting us know that you're unable to add a payment method on your account. We use the IMPS (Immediate Payment Service) bank transfer system as the payment method to transfer funds to your bank account. Most bank accounts can be linked instantly and securely by providing an IFSC (Indian Financial System Code) or branch name when requested. \n\nFor more details, visit: https://help.coinbase.com/en-in/coinbase/getting-started/add-a-payment-method/payment-methods\n\nFor further assistance, kindly contact our support team here: https://help.coinbase.com/en/community-support so we can look into this for you. Thanks!"", 'modified': '2022-10-16T16:15:56Z'}","Why coinbase show me , doesn’t yet support any payment method, already we submitted the document 3 day before",3,False,Payment not support,Amenadiel salman
2022-11-06 04:21:08,"{'id': 32844179, 'body': ""Hi there, thanks for the note! While we can't offer any specific timeline for the addition of payment methods, we are constantly working to build products our customers will love. In the meantime, we've recorded your request so that it can be reviewed by the product manager when planning which features to build next."", 'modified': '2022-10-28T15:07:01Z'}","Please add buy option.
How can I buy Crypto to trade.??? 

They removed Buy option from the app.",3,True,Please add buy crypto option in India,BzCreations
2021-05-19 10:13:50,,"You can open an account but cannot trade as there is a restriction on adding payment method and very frequently reporter by other users, the customer support is worst and they dont reply to your emails",1,False,Does not work for India,Am0l
2021-11-20 02:46:43,,"Payment method not working, account setup is not working",4,False,Payment method,vedixxx01
2021-04-14 20:22:08,,"The Coin base App Logo Looks Like The Worst Logo Ever Which was Made It would Be Good if you guys change it to a different Logo

Hoping For The best....",4,False,Coinbase,Prashanth samson
2021-05-16 10:58:57,,"I have done verification 10 times but every time I try to do something it ask for verification again
And I don’t see how can I buy crypto coins in this app.
Useless app.",1,False,Not user friendly,garg243
2021-10-20 20:02:45,,Reviewed because you have my respect for having shiba inu in your exchange 🖖🖖🖖,5,False,shiba inu,yashshah0022
2021-05-14 04:56:45,,Soon as possible,5,False,In india,Sid3011101
2022-05-11 18:13:20,"{'id': 29729837, 'body': ""Hi Harsh, we understand how frustrating having issues with buying on our app. We'd like to work on this with you. Please contact us via this link: https://help.coinbase.com/en/contact-us"", 'modified': '2022-05-13T13:55:18Z'}",I added my back accounts but when I buy bank option is not available,1,False,Unable to Buy,Harsh Roshan
2022-01-25 06:11:01,"{'id': 28114396, 'body': ""Hi Hhffrddss, thanks for letting us know about the error. If you're having trouble with the app, try relaunching it. If that doesn't fix the issue, please restart your phone and make sure your internet connection is strong. You may also check: https://help.coinbase.com/en/coinbase/other-topics/troubleshooting-and-tips/app-troubleshooting"", 'modified': '2022-02-17T20:11:07Z'}","Going to the previous page, launching the app everything is too slow, I suppose you made with react. Use native!",1,False,App is too slow,hhffrddss
2021-06-03 09:30:28,,Could not even add a payment method. Jus created a new account. Completed the verification but it shows i cannot add a payment method when account is restricted. Then what is the use of it!,1,False,Payment method,🐇harsh
2021-10-02 01:08:39,,"Cant trade because whenever i try to put in adress in ipad mini5 , the app sends whole view upside and stucks there.",1,False,It gets upside and cnt type or see anything when i try to put my adress details.,akshdeep dhaliwa
2020-05-14 04:39:39,,I’m from India but unable to add any card in the payment option .....,2,False,Unable to find buy option or adding any card,mukul1985
2022-02-10 02:51:00,"{'id': 28316868, 'body': 'For more information about using Coinbase apps, please visit: https://help.coinbase.com/en/coinbase/other-topics/troubleshooting-and-tips/app-troubleshooting', 'modified': '2022-03-01T14:49:28Z'}",Make available Learn and earn program in India,3,False,Not satisfied,uvaish77
2020-11-24 17:32:25,,"It’s been 24 hours since I converted my btc to xrp and my portfolio is now showing empty and no response from coinbase side 
Really sad to see this behaviour and again and agin closing my ticket 
How will you guys go like this ??",1,False,Thief Coinbase and worst customer service,daily fitso user
2024-03-04 16:35:27,,App is buggy. Even after finishing KYC account still restricted die to bug. They also sent me kyc completed status. Customer care never reply.,1,False,Worst experience,tantin333
2021-04-26 19:41:18,,Hii unable to add a payment method and its quite frustrating,3,False,Unable to add a payment method,lolita4576
2022-01-26 03:41:04,"{'id': 28130879, 'body': ""Hi Ajayhere1235, thanks for letting us know about the error. If you're having trouble with the app, try relaunching it. If that doesn't fix the issue, please restart your phone and make sure your internet connection is strong. You may also check: https://help.coinbase.com/en/coinbase/other-topics/troubleshooting-and-tips/app-troubleshooting"", 'modified': '2022-02-18T14:36:14Z'}",When I open app automatically closed its a crash after this update it happend bug update please release fast,1,False,App crash,ajayhere1235
2021-06-09 06:51:15,,"Lost 189 xrp while transaction and there is no support available to resolve issue, don’t put your hard earned money in to this app as it has no credibility.",1,False,Don’t have support in India,_sunil
2022-02-15 04:53:42,"{'id': 28386822, 'body': ""Hi Yeshmehta, this isn't the experience we want you to have, and thank you for sharing your thoughts with us. We'd like to work on the issue with you. Please contact us using this link: https://help.coinbase.com/en/contact-us"", 'modified': '2022-03-04T16:14:47Z'}","Everytime I try make an account, the screen just black outs and happens everytime I do so, I can’t make an account , what shall I do if I can’t make account???",1,False,Facing trouble,yeshmehta
2021-11-03 03:59:47,"{'id': 26514845, 'body': ""Hi ///\\/\\ahesh, thanks for giving us some feedback! We're working to provide our services to customers in more countries. To see a list of supported countries: www.coinbase.com/places\n\nFor more information about using Coinbase apps, please visit: https://help.coinbase.com/en/coinbase/other-topics/troubleshooting-and-tips/app-troubleshooting"", 'modified': '2021-11-28T13:03:13Z'}","Kindly add INDIAN INR Currency to purchase crypto. It has been a big inconvenience, it would be helpful to customers from India. Please work on this and do the needful. India is a very big market, moving forward.",1,False,Please Accept INR Currency to buy Crypto,///\/\ahesh
2021-05-24 13:33:40,,"Even after verifying the account successfully, I cannot add funds as it is showing my account to be restricted. Useless app for Indians, don’t even download this app.",1,False,Cannot add funds,pcl interioes
2021-07-25 10:42:16,,Cannot buy nor sell it only swap coins is available even after my account is verified 🤦‍♂️,1,False,Cant even buy or sell,BubuPeseyie85
2020-11-21 05:23:42,,"One of the best service provider
Awesome service",5,False,Best service,Puru121
2020-08-11 17:24:12,,"Hi Team, App is throwing out and not allowing any transaction.

Please do the corrections",3,False,Bug in today’s updated version,Nilesh _D
2022-02-11 03:22:49,"{'id': 28317668, 'body': 'Hi Niv.m, we know how frustrating this must be, and this isn’t the experience we want you to have. To help resolve your issue, please contact Coinbase Support using this link: https://help.coinbase.com/en/contact-us', 'modified': '2022-03-01T15:30:12Z'}",Unable to use the app. Always seeing the error message payment restriction even after all verification.,1,False,Very Bad,Niv.m
2021-11-11 06:15:27,,"Don’t even think to install this app , cause it’s taking reaping 2-3 sec just to tap and operate any thing so go through other apps",1,False,Don’t install,Bunny7525
2021-04-11 16:11:31,,Verification process is a complete mess. Uploaded all required documents in clear and readable format but still not verifying. Worst customer support. Already raised a ticket but no reply. Stay away guys !!!,1,False,Not able to verify,Vaibhav 😎
2020-04-30 19:41:55,,"There is not possible way to buy bitcoins or link our bank accounts to do so, so makes it tough!",2,False,Asian don’t use it.,Arun.J2000
2021-02-06 16:45:22,,Already did KYC verification and verified. Also got mail still asking for verification again and again.,1,False,KYC verification done still asking again and again,theankur
2021-10-22 13:28:31,"{'id': 26436043, 'body': ""Hi Ch1r4G_h4ck3r, this isn’t our ideal support experience and we hear your frustration. We’re currently experiencing a high number of inquiries, but we'll respond to your inquiry as soon as we can. Please reply back to the email we’ve sent you if you have any other issues—submitting another inquiry may cause further delays.\n\nFor more information, please visit: https://help.coinbase.com/en/coinbase/other-topics/other/is-coinbase-present-on-social-media"", 'modified': '2021-11-23T15:25:13Z'}","coinbase Support is worst 
they have blocked my A/c and i am unable to withdraw my crypto Holdings 
i mailed support about the issue and they never replied me back its around 4 months and they dont reply me anywhere 

many people have created fake support profiles on social media but this guys dont take any actions against them 
never use coinbase",1,False,coinbase support,Ch1r4G_h4ck3r
2024-03-08 01:01:09,,"Trying to register  from singapore but unable to ..
Not sure what is wrong.",1,False,Unable to register,Ravi13@
2021-08-12 14:43:10,,Hi Team…!!I have downloaded this app but I am not getting any option to add payment method.!!I am from India..does it work in this country..??kindly help,1,False,Adding bank account,Baapjii
2023-08-27 13:13:51,,This app is no longer working for india seems like coinbase has decided to exit indian market,1,False,Not available,jamboja
2021-04-16 17:17:29,,"Never let me
Login in mobile  App version. Shows stupid
Error
“Something went wrong”",1,False,Login issue,Ankurc
2021-01-29 13:14:19,,I can’t see the option to deposit money from my bank why ?,1,False,Buying options,seemarawat2211
2022-03-17 04:21:05,"{'id': 28649462, 'body': ""Hi Next to mars, we're really sorry you're experiencing this and appreciate you taking the time to tell us. Having a great product and customer experience is important to us, so we'll bring this back to the teams for discussion."", 'modified': '2022-03-18T11:15:02Z'}","App is not working, I can’t add money or send. The worst part is, they don’t have support. You can’t get help.",1,False,Don’t waste your time,next to mars
2021-04-29 18:06:23,,Whatever password I am setting is not accepted,1,False,Not able to start,sk1756
2020-11-17 10:17:07,,"This is purely a crypto wallet and NOT an EXCHANGE! I wasted quite an amount through tranfer fees (Rs2k) to migrate from zebpay to here, and later found that it only supports crypto to crypto exchange and not bank transfers to purachase a crypto asset.",1,False,Manupulative marketing,Cyam7777
2022-07-24 01:16:20,"{'id': 31065064, 'body': ""Hi Ak000s, we understand that you´re experiencing this issue on Coinbase and we thank you for bringing this to our attention. We'd be happy to take a look into this for you. Please contact us using this link: https://help.coinbase.com/en/contact-us\n"", 'modified': '2022-07-25T02:59:23Z'}","Coinbase has made PAN Card mandatory, even if you don’t want to upgrade and it wouldn’t let you sign in without PAN CARD.",1,False,Worst app post update,Ak000s
2023-03-09 11:04:38,"{'id': 35331878, 'body': 'Hi Crypto enth, we understand that you are unable to sign in via the app. Please try to uninstall and reinstall the app. For additional troubleshooting tips, you can visit: https://help.coinbase.com/en/coinbase/other-topics/troubleshooting-and-tips/app-troubleshooting\n', 'modified': '2023-03-12T02:15:48Z'}","After entering sign in credentials, nothing happening
same redirected to sign in page",1,False,sign in issue,Crypto enth
2021-07-25 16:35:27,,"I friend signing up but it always sends an error regarding something went wrong.
For a financial app, it’s disaster!!!",1,False,Unable to sign up,paksyyy
2020-06-09 20:07:56,,I can’t even add my account details... without adding account what can i do with this thing?,1,False,Worst Experience,smvsherin
2021-04-28 14:27:51,,Really good user experience.,5,False,Mr,elka 1234
2020-04-07 07:37:14,,Tried 4 different documents for verification but none got processed and verified finally had to switch to other app.,1,False,Document verification,i am rich 😂
2021-02-28 12:37:19,,"Idk why my id is not logged in 
Solve this bug
They show a message 
Something went wrong but we aren’t sure what",1,False,App not working,Yashdeep vithalani
2023-01-11 08:06:46,"{'id': 34254372, 'body': ""Hi HemantRM, we're sorry to hear that you're unable to use the app. While troubleshooting this issue, we recommend that you first try to uninstall and reinstall the app. \n\nFor more troubleshooting tips and tricks, visit: https://help.coinbase.com/en/coinbase/other-topics/troubleshooting-and-tips/app-troubleshooting\n\nIf that doesn't fix the issue, kindly contact our support team, so we can look into this for you: https://help.coinbase.com/en/community-support "", 'modified': '2023-01-12T19:42:19Z'}","Tapping on sign in button it opens webpage, after signing nothing is happening.",2,False,SignIn not wrong,HemantRM
2021-06-22 17:34:38,,Nothing it’s showing to buy or sell,1,False,Unable to buy,app not working can u help
2020-07-17 09:15:35,,"Dear Team, I am trying to download the application in IOS but there is an issue with downloading. It starts but not completing the app.",1,False,Not able to download,VarunAsoni
2022-02-09 00:31:19,"{'id': 28316563, 'body': 'Hi Ankush1997, we know how frustrating this must be, and this isn’t the experience we want you to have. To help resolve your issue, please contact Coinbase Support using this link: https://help.coinbase.com/en/contact-us', 'modified': '2022-03-01T14:34:31Z'}",They restricted my account not able to send crypto currency no response from chat support,1,False,Account restricted,Ankush1997
2021-12-17 21:25:41,"{'id': 27023856, 'body': 'Hi Janagan05, this sounds like something our support team can help you with. To assist you in changing your country, please contact Coinbase Support using this link: https://help.coinbase.com/en/contact-us', 'modified': '2021-12-23T20:17:44Z'}",I can’t change my country and address,1,False,I can’t get proper access,janagan05
2020-05-28 20:24:16,,How the hell can i add funds through app?i click on add funds and then nothing happens even after I keep clicking..is this a joke??,1,False,How to add funds?,Gstetooobdiof
2022-02-04 23:06:12,"{'id': 28256851, 'body': 'Hi Mohi, we appreciate you taking the time to share your experience. For more information on Coinbase Earn, please visit our FAQ page: https://help.coinbase.com/en/coinbase/getting-started/general-crypto-education/coinbase-earn-faq-and-terms', 'modified': '2022-02-25T13:53:22Z'}","Hi Dev Team! I couldn’t use the promo as referred in the education video😑 
Was it a scam or really it dint work ?",2,False,Could use promo,Mohi dk
2021-04-12 16:32:33,,"Sent mail email to support , till time didn’t get any response.",1,False,Did not get reply from support,bhalani abhi
2023-06-04 19:44:46,,Not showing signing options,1,False,Cant crate new account,Anshuanshad
2021-10-27 17:50:02,"{'id': 26495739, 'body': ""Hi Azgar, thanks for taking time to provide this feedback. We've relayed it to our teams for future product improvements. To see a list of supported countries: www.coinbase.com/places\n\nFor more information about using Coinbase apps, please visit: https://help.coinbase.com/en/coinbase/other-topics/troubleshooting-and-tips/app-troubleshooting"", 'modified': '2021-11-26T13:16:01Z'}",Needed upi payments,3,False,Can u put upi payments,azgar arreva
2021-05-28 15:42:43,,"Tried verifying the ID multiple times, but no luck.",1,False,Not able to verify I’d,siyaak
2023-07-15 16:39:53,,No reason whatsoever,1,False,My account disabled with no reason,Jiten kant
2020-07-03 05:07:42,,"Can’t add funds via Bank or Cards or buy Bitcoin in INR or vice versa. 
I thought by 2020, this should have been solved.",2,False,Doesn’t work in INDIA,pranrik
2021-10-27 20:13:32,"{'id': 26479415, 'body': ""Hi Krish9980, we're sorry to hear about this error and appreciate you taking the time to tell us. To help you further, please contact us here: https://help.coinbase.com/en/contact-us \n\nFor additional information, please visit: https://help.coinbase.com/en/coinbase/other-topics/troubleshooting-and-tips/app-troubleshooting"", 'modified': '2021-11-25T16:25:45Z'}",Always shows errors,1,False,App crash,Krish9980
2021-04-23 17:29:50,,"I verified my Id’s like 5-10 times, tried it with a friend’s id, nothing works. 
Not recommended!",1,False,Pathetic.,HomestAppReviewer
2021-05-11 08:51:15,,It’s third class app we can’t withdraw from here (no service),1,False,Bad perform,pravin99099
2021-05-31 05:24:48,,Its been a week still not approved my kyc. My portfolio is stuck in it.,1,False,Kyc registration not yet approved,Rashid 7
2020-02-29 12:29:13,,What a coinebase,5,False,Srmondal,sujan mondal
2020-07-17 04:26:51,,Transaction fees is too high compared to competition,1,False,Transaction fees is too high compared to competition,Parimal77
2024-03-02 12:08:01,,"This app fraud, I’m not able to sell out my asset",1,False,Sell out,Kartik421
2022-12-11 13:32:56,"{'id': 33713045, 'body': ""Hi Rashid1023v, we understand that you're experiencing this issue on Coinbase and appreciate you taking the time to share your thoughts. We'd like to work on this issue with you. Feel free to contact us on this link: https://help.coinbase.com/en/community-support\n"", 'modified': '2022-12-14T04:17:21Z'}",Scam I lost 120$ only in swap please delete this app asap and never use it,1,False,Scam,Rashid1023v
2021-10-11 02:22:28,,Not worthy if not able to trade,1,False,Bad. Not tradable countries cannot be used,manjunathisnamehere
2021-05-11 11:00:13,,Is it permitted in india?? I have created the account but cannot add funds to it.,1,False,Can’t add funds,screwyuuuu
2021-04-19 21:20:31,,"It recomended driver's License I did submitted it thrice it says its not supported 
I mean its disgusting 
Yuck",1,False,Does'nt Even let me sign up,Barisaab
2021-02-19 16:26:14,,Worst custumer support they will never reply you on mail never reply you on twitter,1,False,Worst app,hiteshprabhati
2023-05-28 15:58:17,,My money is stuck in coinbase,1,False,Not working in india,bakasura007
2023-10-10 06:21:47,,i have my money invested and am unable to login,1,False,not able to start the apl,deepakraoyadav
2021-05-09 02:56:42,,Get off your high horse and list dogecoin already!,1,False,LIST DOGE YOU POS,Bijju halwaai
2021-03-30 16:09:23,,"The app is very poor, there is no way to add funds",1,False,How to add funds?,Debu247
2021-11-18 06:29:23,,There is no payment method for Indian users. Very useless app.,1,False,NO PAYMENT METHOD FOR INDIAN USERS,K.SK@
2020-10-02 03:57:11,,Fake ha sala,1,False,Acha luta ha logo ko,ajaykhaleri
2021-05-12 17:32:43,,Add doge.,1,False,Doge,Shivam1208
2021-04-19 06:31:27,,List dogecoin,1,False,Doge,Denny_grover
2024-02-29 12:18:54,,Fraud,1,False,They are fraud company took my 32000 Rs,Gabaom
2022-09-13 09:13:49,"{'id': 31087800, 'body': ""Hi there, we apologize for the difficulties you experienced logging into your account, and we appreciate you bringing this to our attention. We'd be happy to look into this with you. Please contact us to help you with your issue by using this link: https://help.coinbase.com/en/contact-us\n"", 'modified': '2022-07-25T19:47:00Z'}","Login issue facing even after giving every information not able to login , no customer support available,lost the amount invested because coin base not login.as per my PAN Card details and full name given for login it showing pancard number and full name not matching",1,True,Login issue,Vhchxgdgxgxhxhxy
