date,developerResponse,review,rating,isEdited,title,userName
2021-10-14 18:33:45,"{'id': 42868994, 'body': ""Hi there, we've rolled out many updates and we want your current viewpoint! If Binance and its services are meeting your satisfaction recently, we'd value a better rating. Should you require support with any of our features, our chat support is always at your service 24/7 here: https://www.binance.com/en/chat\xa0-AA"", 'modified': '2024-03-27T14:53:00Z'}","I admit this is the best crypto exchange out there..but the previous update made it a bit unlike binance….maybe Iam nitpicking but I can’t move the chart to the left…i can only see what the chart shows me…I can’t move the chart to the left to draw my analysis…all i can do is draw on whatever it’s showing me at that moment…although the previous update made the app much smoother,I’d really appreciate if you could bring back the feature you left",4,False,Best one out there,Yasim12
2023-01-14 16:57:25,"{'id': 34317662, 'body': ""Hi there! Thank you for review and support. We are always happy to improve our services based on our customer's feedback. We would like to invite you to share your thoughts, suggestions or improvements with us here: https://www.binance.com/en/npsfeedback | Additionally, if you have any questions or suggestions you may always connect with us at: binance.com/en/chat. - RA"", 'modified': '2023-01-16T17:52:41Z'}","Binance is the best crypto trading app that exists right now, period. The UX did have some issues before but as far as I can see right now, everything works exactly how it should be.

My only beef with binance would be the lack of higher level support for some cases. An issue of our company account kyc took 3 months to resolve, which I wish was faster. But hey, they did resolve it afterall.",5,False,Absolutely love it,gogolonrocks
2021-04-26 04:33:57,,"This was my first and last time that I used this app for trading cryptocurrency. I bought x amount of BNB and the process was smooth (you’re paying so it has to be) but later on when I tried to sell that x amount, it didn’t allow me to sell it because of some MINIMUM LIMIT. I tried transferring/withdrawing it to my other wallet, but there also is a threshold you have to cross apart from paying a fee, in order to transfer your coins. You can buy a crypto for $x but you can’t sell the same. Great.",3,False,Disappointing,PrakharTiwari
2022-10-16 15:25:00,"{'id': 33884604, 'body': ""It's great to receive a compliment recognizing so many efforts by our team, thank you very much for your review and know that it's for our users that we are optimizing our platform more and more! LS 💛 🖤"", 'modified': '2022-12-22T18:21:35Z'}","Gone through several mobile applications of different exchanges, no one like Binance. Every page has it’s own uniqueness. Developers are updating it routinely and adding more content. Never find a glitch or bug as using since last 4-5 years. User friendly interface, help topics, nft marketplace, pixels, graphics, Binance mini etc  all are marvellous.",5,False,Best Application for crypto exchange,rkg73
2023-02-20 09:05:19,"{'id': 35016472, 'body': 'Hello Zeeshan, we are glad to hear that you like our app 🚀 We are always ready to help you 24/7 if you encounter any problems! You can always contact us at binance.com/hi/chat. Stay SAFU and have safe rides! - SM', 'modified': '2023-02-22T14:34:04Z'}","""I've been using Binance for a few months now and I'm really impressed with their service. The platform is very user-friendly, and their mobile app is great for trading on the go. I've never had any issues with deposits or withdrawals, and the fees are very reasonable. Overall, I highly recommend Binance for anyone who wants to trade cryptocurrencies.""",5,False,Best forever 🥰,Zeeshan official
2022-07-31 16:16:51,"{'id': 31329121, 'body': ""Hi, sorry to hear about your bad experience, please accept our apologies. We'd love to take a look at your case to see how we can help. Please connect with our support team via live chat www.binance.com/en/chat  if you have already done please edit your review and share the case ID. Thanks "", 'modified': '2022-08-08T06:53:36Z'}","This is not a good application, when you buy coins so it's not verified and other processes but you're selling your coins check your address proof and other more details attach then you are selling your coins and received your profit either this application not much trust your trading customer, I have given all proofs, I have paid customer support on previous coins, but still, Binance customer support will not trust you, I said new users please don't waste your time on the Binance application, nothing is going to be found in the last

Very disappointed, I didn’t expect this on Binance 💔",1,False,Very Disappointed,Hiren19
2023-01-22 11:24:36,"{'id': 34445626, 'body': ""Hi there, we've noticed your review and wondered if you still need help to verify your account? If so, we'd like to take a closer look at your case. Please share your CASE ID and we can review. If you need any assistance, let's chat at: Binance.com/en/chat | RA"", 'modified': '2023-01-23T21:56:31Z'}","I have opened the account in dec and completed my verification, but when i try to buy the crypto getting an error message to do the additional verification, i uploaded all the relevant documents and the verification is not completed even after one month also.
I initiated many complaints to get it resolved, all the customer care team members are replying the same answer…usually it will take 48 hrs to complete the verification, i am wondering even after completing of 40 days also getting the same answer.

I really disappointed, please don’t waste your time.",1,False,Verification issue,Binance-user
2021-04-06 04:01:28,,"It is difficult for ppl paying in currencies other than USD to use chart. Please change the currency to user selected currency in whole app from one place. Also app has lot of clutter and not easy to read. Wazirx and coinbase has better design. 

Please add option to buy cryptos directly via INR like wazirX. 
Favourites dont load sometimes, have to pull to refresh to see favorites. 

Charts needs to be easy to scroll and touch. 

Info section need to be easy to access and have numbers in readable format. Reading billions and millions of market cap and supply is big pain. 

Please work on UI and have something in middle between lite and professional modes. 

Most importantly get feedback from all types of users and respect it. Good luck!",4,False,Give an option for changing currency in whole app,Ashish Pisey
2023-12-22 20:45:49,,"Binance is one of the Good trading platform as well great UI with ease, but as we say if it’s good there is room for better.. If missing some of the crucial data along with just graph, live trades and volumes in 24 hours range but it need to add last 24 hours open and short volume in spot as well in options trading. And list is continuously growing as we all digs deep in this financial realm.",4,False,Good Trading Platform but need some more data.,Lo'V'er
2022-05-29 21:42:37,"{'id': 35419373, 'body': 'Hi there, to check the information for you, we need a Case ID with our support team, if you already have one, please provide it to us, if not, kindly contact us here http://binance.com/en/chat. Many thanks. -AT', 'modified': '2023-03-16T09:49:30Z'}",My account has been temporarily suspended for 30 days without any notice. I have asked to support them regarding suspension. They told we have suspended because you have violated p2p policy as you have placed small amounts of p2p order. What the hell. On Binance p2p policy don’t have any information related to order size. They also not give any warning while placing orders. They also suspended my crypto withdrawal. If I have violated p2p policy then why also suspend my crypto withdrawal. I have decided to disable my account permanently as no more trust on Binance.,1,False,Account suspended without any notice,Zaria99
2020-01-31 10:48:20,,"1)while watching chart , after refreshing just by 5 min the graph become fizzy, to correct this we have to go back and then come back.
2)Some time Order didn’t proceed at specific price while there is some quick change in price.
3)Please upgrade app as soon as possible at best level so we that we will left , the use of Macbook .......🙏🙏🙏🙏",5,False,Bug,Ashif reza
2022-03-19 15:01:16,"{'id': 38764685, 'body': 'Hi Steve, we would like to know if you are still having such an issue and assist you accordingly. Also, kindly know that our chat support is 7/24 on duty here to help with any of the Binance-related issues: https://www.binance.com/en/chat |\xa0TS\n', 'modified': '2023-09-06T17:58:01Z'}","Hi everyone in India, plz try to avoid this app, because your account will be freeze by cyber crime…i was told the reason to freeze ur account as i traded USDT for INR…an i spoke to binance regarding this they are like we don't know anything…so when we trust binance they should throughly validate all the account or they should start INR…or this Indian cops will harassed you…if anyone has faced similar issue do let this binance guys knw abt this as dey are acting we dnt knw anything…just making all of dem aware as i am facing an issue as my account is freezed and my money is stuck.",1,False,Bank account freeze thanks to Binance,Steve acjack
2021-09-15 10:07:11,"{'id': 41998691, 'body': ""Hi Raymond, we've implemented many updates and would like to get your updated opinion! If you enjoy using Binance recently and its features, we would appreciate a 5-star rating. On the other hand, if you face such scenarios with our services, kindly note that our chat support is available 24/7 here: https://www.binance.com/en/chat | TS\n"", 'modified': '2024-02-16T15:24:52Z'}","Okay so i am really active on this app, almost all the day. Everything was working fine until my 3 buy orders which were cancelled by me didn’t paid me my money back. Please have a look into this immediately because I don’t see those orders in history so i am not able to report it with order number and crypto name, since i am dealing with a-lot of open orders I don’t remember each and everything. Please reply as fast as possible???",2,False,Cancelled order money not received,prince_raymond
2021-04-21 09:33:26,,"The app is marvellous, I have rarely opened my computer and did trading, this app solves my purpose by doing it fast and effectively.

The design is delightful, and the navigation and UX is out of the world, being a designer myself I know how much efforts and resources are required to make a masterpiece like the Binance app! 

Kudos to CZ and whole Binance design team!",5,False,Best example of impeccable UX/UI design,Priyankirk
2021-09-21 16:01:42,,"I m giving only 4 star because there is only 1 thing missing in binance.
There should be portfolio option to see how much percentage or amount raised or fell down in our holdings. So that we don’t have to check orders section to see what rate we purchased or sold any token.

Hope you understand what i mean and throw that feature in next update, ;-)",4,False,Suggestion for App,amit katija
2021-12-11 11:20:37,,"I have been using Binance from an year now, it have the best support best fee structure and best service. I had an incident that I mistakenly paid money to other trader Binance helped me a lot getting that money back, I’m really really thankful to the whole binance team for such a support and service",5,False,The best crypto trading platform in thw whole world,Lakshitrana
2022-03-03 04:20:01,,"Your app is first in class , and standard to use no doubt . But i will give only 4 star for this. as you should be adding the feature of showing the profit and loss being made by the particular coin trade in spot trading . I will give 5 out of 5 if this feature will get implemented as soon as possible.",4,False,Add feature of profit and loss % on a particular coin,srma_rupesh
2023-05-23 11:03:21,"{'id': 36782541, 'body': ""Hi there👋👋. We love hearing how we can improve our products. Currently, the iPad version hasn't been released yet. We recommend you use the web version: binance.com/en to log in via your browser while you're on your iPad for a better user experience. Also, we would appreciate it if you could also drop your feedback here: binance.com/en/my/user-support/feedback/entry. If you need any further assistance, you can always contact us at binance.com/en/chat. ET 💛"", 'modified': '2023-05-29T04:35:44Z'}","I would like to request the team that on iPad this application is not able to get full window access properly, then you should do a little work on this application so that we can see it in full view on iPad.",5,False,Need improvement,Hot&sexxy
2023-02-15 09:55:14,"{'id': 34931587, 'body': 'Hello, if you have already tried clear caches, re-install the app, or tried on another stable network and the issue still persists, please open a new chat on binance.com/en/chat so our team can check the issue further. Thank you. - JJ ', 'modified': '2023-02-17T15:56:56Z'}",Deposit function doesn’t work properly Than we touch deposit options app was hang immediately We trying clear caches and app reinstall but it’s doesn’t work Please solve this problem fast,5,False,Deposits function,jacke patel
2021-01-05 23:36:54,,Small amounts could not be changed into BNB & chart sometimes doesn't show the candles. I have to go back and come again to see the chart. I hope you'll fix the problem asap. Thank you. Really good app of they fix these problems.,5,False,Bug,Gokul MG
2021-11-02 07:45:31,"{'id': 42924107, 'body': ""Hi, we've implemented many updates and would like to get your updated opinion! If you enjoy using Binance recently and its features, we would appreciate a 5-star rating. If you need any assistance with our services, kindly note that our chat support is available 24/7 here: https://www.binance.com/en/chat | TS\n"", 'modified': '2024-03-29T23:29:37Z'}","One of the worst exchange ever, because of their no professional customer care personals. I am going to switch my account to other exchange. My only action was i have questioned the customer care by saying ""worst customer care ever, didn't even value my time"" and then they just blocked my account from p2p.

please please stop using Binance until they improve their customer care. otherwise you can loose you asset 

thank you",1,False,"Worst customer care, and didn't value you time",Asgara11
2022-08-03 01:52:03,,"Binance is super easy to use. Just a recommendation when we buy coins, and if we have to buy a particular coin again, there should be a feature like average price, so it will be a great feature if possible in any upcoming update.",5,False,Recommendation,sach8882
2023-05-14 04:15:56,"{'id': 36545453, 'body': 'Hello Joe👋. Your trading journey experience is always our first priority. We are more than happy to guide you through this feature. You can generate an annual transaction report of your Binance spot trading history by referring to this tutorial: binance.com/en/support/faq/e4ff64f2533f4d23a0b3f8f17f510eab. If you need any further assistance, you can always contact us at binance.com/en/chat. We are ready to help you 24 hours a day. ET💛', 'modified': '2023-05-16T06:37:24Z'}",It’s a good app over all but the only thing I don’t like about this app is that it doesn’t let you see all the trades that you made in the trade history log but it only shows the trade history of last 3 months,5,False,Trade history,joe.db
2022-05-15 04:59:46,"{'id': 35460430, 'body': 'Hi there, our app has gone through several updates. Can you update it to the latest version and try again? For the verification guide, please refer to this link: https://www.binance.com/en/support/faq/360027287111. If you still need assistance, please contact our live chat support via:https://www.binance.com/en/chat. Our team will be able to assist you with verification. Thanks -AT', 'modified': '2023-03-19T07:55:44Z'}","I have tried Atleast a 30 times , I have a moustache and it says don’t block your mouth, it says shake your head, however slowly or quickly you do, it says verification failed. I stood in bright sunlight ,  a fully lit room and various other spots , yet it says it failed and then there is restriction of 10 times in 24 hours which is frustrating that you have to wait for a full day only to try and receive a failure notification.",1,False,Face recognition software is pathetic,Sherchennai
2021-04-28 13:18:49,,"The one feature which i would like the developers to incorporate is the notifications once the stop loss is triggered and then sold. It is really not at all convenient to go to order and check manually, please consider this and I will buy more bnb🙏🏻",4,False,Great app but one feature missing,Frank Gus
2023-01-18 10:00:07,"{'id': 34391036, 'body': 'Hi there! If you forgot your password, this FAQ would be helpful https://www.binance.com/en/support/faq/how-to-reset-your-binance-account-password-2d9adebbe9b446019f8895ce971d0870\n\nAlso you can contact us anytime via this link https://www.binance.com/en/chat Don\'t forget to scroll down and click on ""Unsolved"" after bot\'s reply so that the agent can be assigned to you in the chat.\n\nHow to open chat properly: https://www.binance.com/en/support/faq/how-to-use-binance-support-7b0fd3ccb821483a99ff8f5cda374ee9 AL', 'modified': '2023-01-20T04:33:47Z'}",I can’t login in my Binance account showing time out again and again I try by number and email both I try to go in help centre but it doesn’t load help desk also on app plz fixed it up,5,False,I can’t login in my Binance app account,Rooney thadkiya
2022-06-29 09:57:02,,Using binance app for more than year and using as a primary exchange . UI is easy to use and user friendly .Its accessability to crypto products is also very convient . Transfering funds is also very smooth. Till now no problem faced.,5,False,User friendly App,Hashikpm
2021-12-27 02:37:43,,It is an excellent cryptoapp for beginners to experts....one glitch to report is ios app doent support heikinashi candles and few other web app facilities....it would be excellent if u do so......and also ios app has some data deay issues occasionally otherwise best app,5,False,Excellent crypto app,Ronispajith
2021-04-18 07:04:57,,Please improve the surface for buy/sell as its most important thing for trade. I have noticed constantly binance doesn’t justify it on crucial stages when the market is in deep dip or high which can raise a question on its credibility for best exchanges available.,5,False,Buy Sell Problem,PrincE968
2022-06-16 14:47:04,"{'id': 35166763, 'body': 'Hi there, we understand how frustrating it is for you in this situation. We wish we could assist you as well. Please contact our live chat support: https://www.binance.com/en/chat. Select the closest category to your issue and connect to our live agent. ', 'modified': '2023-03-02T14:17:38Z'}","Lost phone. Tried numerous times to recover the account but due to Google Authenticator couldn’t recover the account. Plus the support process is super bad. Support people are good and even they acknowledge how tedious the process is. In a way lost my btc holdings because Binance keeps rejecting and keeps coming up with innovative ways to not let you reactivate your account. 
I would strongly ask everyone to be wary of lost account scenario. Recovering is near to impossible.",1,False,Super Annoying and Furstrating,BinanceBad
2021-11-19 13:08:49,,"Love this app. Works great. The only thing is the chart function on p2p. if you haven’t used Binance yet make sure to enter the reward coupon ZKOUNM6V on the sign up screen to get a commission kickback rate up 20%. Please select Binance Help&Suport center for more details

 thanks and good luck !",5,False,Best app!!!,Alice Lib
2022-06-03 13:37:24,"{'id': 35270775, 'body': ""Hi! let us know if your concern has been solved! And if it did, don't hesitate to change your rating! Also, if you have further inquests, remember that we are always ready to help, and only a chat away: 👉 http://binance.com/en/chat *RL"", 'modified': '2023-03-08T10:50:22Z'}","I love Binance app, but there is some issue with app, I can’t add anymore my favourite coin on list my previous added can’t find, I can’t add any money as p2p not opening. I think there is some serious issue with latest app upgrade, please fix as soon as possible",4,False,App not working properly,CHINNA brothers
2023-07-05 14:58:35,"{'id': 37541106, 'body': 'Hi Jigs Parmar, we are here to help you! Please note that there is a limit(minimum and maximum amount) for every P2P ads. Kindly try with another amount, filter condition, or visit P2P zone: [p2p.binance.com/en/trade/sell/USDT?fiat=INR&payment=all-payments] to pick an ad that fits your selling amount. If you need any additional assistance, please do not hesitate to contact us at binance.com/en/chat and our team will assist you accordingly. ET💛', 'modified': '2023-07-07T15:47:07Z'}",We cannot match you to an available payment method. Please try a higher amount or switch to another currency.,5,False,When I sell used given message Indian currency,Jigs parmar
2023-01-24 05:51:50,"{'id': 34527805, 'body': ""Dear, noted on your feedback. You can always write to us at http://binance.com/hi/my/user-support/feedback/entry, so we can have a strong view on this.\nAnd we're 24/7 here for you if you have any difficulties\nhttps://binance.com/hi/chat\n- SM"", 'modified': '2023-01-28T03:43:37Z'}","Being such a big company you should at least provide basic feature of knowing my average buy rate for each coin, right now we’ve to do it manually for each and every coin by checking all the transactions individually.",4,False,👍,KushagraNalwaya
2021-05-18 06:44:05,,The app is designed well but there are absolutely no notifications or alerts that get to your lockscreen. Like none! And theres no protfolio where you can track how much you made from a crypto once you buy them. Like a percentage or value of the crypto.,4,False,Good app but no notifications,ramvarman
2021-08-21 08:01:51,"{'id': 42947056, 'body': ""Hi there, we've rolled out many updates and we want your current viewpoint! If Binance and its services are meeting your satisfaction recently, we'd value a better rating. Should you require support with any of our features, our chat support is always at your service 24/7 here: https://www.binance.com/en/chat\xa0-AA"", 'modified': '2024-03-31T20:52:12Z'}","But this update (version 2.34.1) is not working properly, and hangs again and again. We have to restart applications every single minute. Please find the bug and update soon.",5,False,Nice App!!,ravi2910
2023-10-12 04:02:46,"{'id': 39508658, 'body': 'Hi 👋🏻 You may download the application on your new phone from here ➡️ https://www.binance.com/en/download to get our latest version. And then try to log in. You can contact us, in case you need support -> https://binance.com/en/chat. -SA\n', 'modified': '2023-10-14T09:08:04Z'}","I have been trying to shift Binance app from one mobile phone to another but not successful.
Message keeps prompting me to go to previous active app on old mobile.",5,False,Shifting app to a new mobile phone,Jps mehta
2021-10-27 20:02:41,,Why it’s not loading the iPad version? It’s showing me the mobile version which is not occupying the whole screen.,5,False,Mobile version is loading on iPad,Rayyansyed
2021-07-10 18:19:40,,The only pain I have while trying to use the app that I have to login after a particular period of time using my credentials. It asks me to login with touch id but after using my fingerprint it doesn’t login and i have to login manually again.,3,False,Great interface but touch id doesn’t work for logging in,molu dada
2022-03-26 14:50:14,,"1 of the top most exchange. so far  I have not faced any problem. But purchasing of USDT or any stable  coin needs lot of improvement. P 2 p is not so buyers friendly. Better give both p2p and market based buy and sell orders for stable coins.
       Individual coin’s wise, profit and loss, and average buying price for each coin should be provided, like “coin Dcx”app gives in INDIA.",3,False,NICE APP.,shivbewor
2021-11-13 07:41:55,,"It’s really very nice app n easy to use but only
One things missing it’s Good pdf profit & loss statement. As we got on excel it’s not too much proper. If this get we don’t have to make manually. Please make this on radar.
Thanks 
Pragnesh shah",5,False,Profit & loss statement,hhhhfdgjkiutrcg
2022-11-09 16:22:50,"{'id': 33103834, 'body': 'Hi, we would like to go deep into your situation and resolve it as quickly as possible. Could you be so kind to reach one of our specialists from here: http://binance.com/en/chat Our agents will be more than happy to check it. | TS', 'modified': '2022-11-11T08:32:47Z'}","Please I requested to all who thinking about download or make money on binance , please do not download this application because there are many scammers. Scam was already on me , my money can’t refund and seller never replied after my payment done and also when I go to help central on binance but they can’t help to refund my money, one another time I say “please do not use this dustbin type binance application 😡",1,False,There are so many scammers,meetanghan
2024-01-18 13:30:23,,"Nice user friendly app , more trading options , very featured chart indicators , fast acquiring data’s changes , regular updates are there , so it’s best app in the market",5,False,Smart and user friendly app,Mathan btc
2023-11-17 02:16:42,,"I have been scammed around (3Lakhs) the person who approached me have been asking me money for the past 5days and and she told me my profit will come if I pay this , then I told her that I don’t have money after that she told for refund also I should pay money and after paying that money I did not receive my refund cause they are again asking for money . Don’t use this application.",1,False,Fraudulent,IsKMu
2023-07-24 11:04:39,"{'id': 37900665, 'body': '\nHi there! We appreciate you sharing your feedback! How to unlock Binance account is described here: https://www.binance.com/en/support/faq/how-to-unlock-my-account-360002673851 Our customer support is accessible via this link https://binance.com/en/chat. We will help you solve the account issue! You can leave feedback at any time via this link https://www.binance.com/en/my/user-support/feedback/entry, we aim to provide the best service possible 🤗 -SA\n\n', 'modified': '2023-07-26T00:11:19Z'}","The app is very good compared to other cryptocurrency platform apps but its customer support is bad and also the reason i am rating it 1 star is because my binance account suddenly got i believe i don’t do anything that would get my account disabled, plus when i tried to search my account through the phone no and email its saying “binance account not found”.",1,False,Account disappeared!,Nero’Oreo.
2023-03-05 07:22:20,"{'id': 35230398, 'body': ""Hey there! We'd love to take a look at your case to see how we can help. Please share us your case ID so we can follow up your case with the relevant team. If you do not have any case ID, please connect with our support team via live chat www.binance.com/en/chat. To speak with an agent:\n- Choose the closest topic\n- Select: “Unsolved” \n- Select “not relevant” at the bottom of prompt chat\n- Select “yes, transfer to customer service” \nIf you have done it already, please, share your CASE ID with us! Thanks -AT"", 'modified': '2023-03-06T12:48:37Z'}",Hello friends please think before downloading this app. There are only fraud and scam happening. My personal experience please don’t trust them. When you ask help from them and when you contact them they just back out and tell the transaction has been completed it does not come under them. They don’t even help you in finding out the details of the fraud person,1,False,Scam app,Maxu Ds
2022-04-25 17:12:50,"{'id': 37705276, 'body': 'Hi Posappa, regarding the ""system busy"" error, we recommend clearing the app cache, terminating background processes, and restarting your device. Additionally, try switching to a different network before attempting to reset your password. If you need further assistance, don\'t hesitate to reach out to us at https://binance.com/en/chat. Thank you! ~MH', 'modified': '2023-07-17T01:43:25Z'}","Not able to reset password either with the email or phone number!! App says system busy, try again later!! Get rid of the glitch please!",4,False,Password reset issue!,Posappa
2021-09-30 10:59:05,"{'id': 42874710, 'body': 'Hey there! We have come across your review and wanted to check if you still need assistance!\xa0\nWe have a live chat working 24/7 if your issue is still ongoing which you can connect via this link 👉. https://www.binance.com/en/chat\nIf your issue has been resolved we would appreciate a higher rating which would be so encouraging for us -AA', 'modified': '2024-03-27T20:01:21Z'}",The app is crashing a lot in ios 15 it also freezes a lot solve the problem as early as possible.,5,False,Update App,harshil31099
2023-08-03 03:59:58,"{'id': 38107206, 'body': ""Hello! We greatly value your comments and are grateful for the time you took to share your views on the Binance iPad app. We're committed to delivering an outstanding experience on all devices, and your feedback is vital for our continuous enhancement. We'll ensure that your ideas reach the relevant departments. If you need additional help or want to offer more suggestions, you can reach our live chat support at binance.com/en/chat. Thanks again for your significant contribution and for choosing Binance! ~MH"", 'modified': '2023-08-05T00:52:12Z'}","I love the app but I am giving 4/5, i want to use it in big screen. Its so inconvenient when i use ipad. If you can give an update so that we the customer can use ipad, i think it will help us get the best out of it.",4,False,Update for ipad,Uch1n
