timestamp,reviews,sentiment,rating
2021-11-08,good,4,
2020-04-12,wish it had a easier way to load with money,3,
2017-05-26,uauh terrible,1,
2017-10-08,perfection,5,
2021-02-06,good,4,
2022-02-27,does the job,4,
2019-04-13,never again using,1,
2018-10-28,wow so good,5,
2020-03-16,cant believe how bad it is,1,
2022-08-21,omg fantastic,5,
2019-11-21,neutral,3,
2023-11-20,very good,5,
2023-05-21,very good,5,
2021-12-12,does the job,4,
2020-11-19,wish it had a easier way to load with money,3,
2017-02-20,perfection,5,
2017-10-05,uauh terrible,1,
2018-02-09,dont even install,1,
2018-10-31,cant believe how bad it is,1,
2023-04-27,neutral,3,
2021-04-23,good,4,
2021-06-22,perfect to buy and sell easily,5,
2020-07-10,perfection,5,
2017-10-13,amazing app i recommend,5,
2022-02-18,amazing app i recommend,5,
2022-08-14,perfect to buy and sell easily,5,
2018-09-28,cant believe how bad it is,1,
2019-10-19,cant believe how bad it is,1,
2017-07-24,very bad,1,
2021-09-13,good,4,
2023-11-03,does the job,4,
2017-06-17,3 out of 5 i guess,3,
2022-06-11,bad app,1,
2018-11-29,cant believe how bad it is,1,
2023-11-26,uauh terrible,1,
2017-11-06,good,4,
2017-03-26,perfection,5,
2019-11-26,bad,1,
2019-07-08,bad,1,
2018-09-26,"terrible UI, deleted",1,
2019-08-04,GREAT APP,5,
2021-11-12,uauh terrible,1,
2018-07-28,wish it had a easier way to load with money,3,
2022-02-01,perfection,5,
2020-10-15,very good,5,
2023-10-18,does the job,4,
2019-04-04,cant believe how bad it is,1,
2021-06-13,"terrible UI, deleted",1,
2021-10-20,never again using,1,
2018-05-08,very bad,1,
2020-02-04,neutral,3,
2017-12-07,neutral,3,
2018-01-28,never again using,1,
2018-04-20,good,4,
2017-01-02,3 out of 5 i guess,3,
2019-01-11,"terrible UI, deleted",1,
2017-02-20,"terrible UI, deleted",1,
2021-08-22,cant believe how bad it is,1,
2017-07-15,cant believe how bad it is,1,
2023-02-25,bad app,1,
2019-03-22,very good,5,
2020-01-28,wish it had a easier way to load with money,3,
2023-03-04,wish it had a easier way to load with money,3,
2018-07-19,neutral,3,
2022-02-12,wow so good,5,
2019-07-10,omg fantastic,5,
2018-01-17,good,4,
2017-02-09,amazing app i recommend,5,
2022-07-14,dont even install,1,
2017-11-18,very bad,1,
2023-12-27,wish it had a easier way to load with money,3,
2018-03-17,GREAT APP,5,
2022-01-20,good,4,
2018-01-28,good,4,
2018-12-01,very good,5,
2019-09-27,very good,5,
2022-07-03,"i dont hate it, but i dont love it either..",3,
2023-08-24,very good,5,
2020-01-10,perfection,5,
2023-06-30,does the job,4,
2020-08-04,perfect to buy and sell easily,5,
2021-07-02,perfect to buy and sell easily,5,
2018-09-06,cant believe how bad it is,1,
2018-04-06,3 out of 5 i guess,3,
2023-05-01,wish it had a easier way to load with money,3,
2018-09-28,perfect to buy and sell easily,5,
2017-06-12,excellent,5,
2023-02-12,perfect to buy and sell easily,5,
2021-08-11,3 out of 5 i guess,3,
2021-06-06,not good not bad.. does the job,3,
2017-02-06,does the job,4,
2021-05-28,very good,5,
2017-06-24,bad,1,
2020-01-21,not good not bad.. does the job,3,
2020-09-29,does the job,4,
2023-02-11,neutral,3,
2017-03-31,very bad,1,
2021-08-23,good,4,
2023-08-11,excellent,5,
2017-06-30,never again using,1,
2022-04-26,"terrible UI, deleted",1,
2019-12-10,not good not bad.. does the job,3,
2023-02-19,GREAT APP,5,
2019-05-08,GREAT APP,5,
2020-02-18,does the job,4,
2017-06-05,excellent,5,
2017-08-11,good,4,
2020-12-29,good,4,
2023-01-06,does the job,4,
2022-07-24,omg fantastic,5,
2023-06-13,bad app,1,
2022-07-10,good,4,
2021-02-19,very good,5,
2020-10-11,GREAT APP,5,
2020-04-26,never again using,1,
2021-08-01,omg fantastic,5,
2018-11-08,very good,5,
2017-04-08,bad,1,
2017-04-15,GREAT APP,5,
2017-06-30,"i dont hate it, but i dont love it either..",3,
2019-12-24,"i dont hate it, but i dont love it either..",3,
2017-09-03,"i dont hate it, but i dont love it either..",3,
2018-02-13,uauh terrible,1,
2021-01-01,amazing app i recommend,5,
2023-04-01,excellent,5,
2017-12-21,not good not bad.. does the job,3,
2019-07-09,neutral,3,
2023-02-18,never again using,1,
2023-01-27,never again using,1,
2022-02-13,perfection,5,
2019-11-04,bad,1,
2023-02-02,very bad,1,
2023-08-01,excellent,5,
2020-07-25,dont even install,1,
2021-02-17,uauh terrible,1,
2019-07-16,bad app,1,
2021-06-08,very good,5,
2023-12-14,bad app,1,
2023-07-21,cant believe how bad it is,1,
2023-08-26,GREAT APP,5,
2017-10-15,very bad,1,
2018-05-17,amazing app i recommend,5,
2018-07-22,omg fantastic,5,
2017-11-29,excellent,5,
2023-08-04,perfect to buy and sell easily,5,
2020-08-07,very good,5,
2021-02-12,GREAT APP,5,
2017-02-06,dont even install,1,
2020-05-19,bad,1,
2019-07-03,bad app,1,
2023-09-17,amazing app i recommend,5,
2019-05-17,good,4,
2018-06-10,never again using,1,
2020-01-07,excellent,5,
2019-12-18,wish it had a easier way to load with money,3,
2021-11-06,amazing app i recommend,5,
2021-09-14,dont even install,1,
2021-08-02,very bad,1,
2021-12-03,uauh terrible,1,
2018-09-25,uauh terrible,1,
2018-05-02,cant believe how bad it is,1,
2023-04-05,not good not bad.. does the job,3,
2022-08-04,perfection,5,
2017-12-03,"terrible UI, deleted",1,
2023-12-05,excellent,5,
2023-11-01,"i dont hate it, but i dont love it either..",3,
2022-06-04,very good,5,
2020-06-13,does the job,4,
2020-12-30,bad,1,
2020-09-14,omg fantastic,5,
2017-04-26,bad,1,
2019-11-12,cant believe how bad it is,1,
2022-03-31,perfect to buy and sell easily,5,
2023-06-06,GREAT APP,5,
2018-05-25,excellent,5,
2021-01-01,bad app,1,
2021-03-31,GREAT APP,5,
2021-02-22,bad app,1,
2018-09-22,never again using,1,
2022-07-09,cant believe how bad it is,1,
2022-09-29,uauh terrible,1,
2022-11-06,wish it had a easier way to load with money,3,
2023-05-15,GREAT APP,5,
2018-10-14,uauh terrible,1,
2021-05-10,"terrible UI, deleted",1,
2017-10-10,cant believe how bad it is,1,
2019-02-06,does the job,4,
2018-03-04,never again using,1,
2021-12-01,not good not bad.. does the job,3,
2018-12-11,does the job,4,
2021-06-11,bad,1,
2017-10-11,very good,5,
2023-02-08,very good,5,
2017-07-30,perfection,5,
2021-12-20,very good,5,
2021-07-11,very good,5,
2022-07-17,bad app,1,
2019-01-02,bad,1,
2020-05-20,"i dont hate it, but i dont love it either..",3,
2017-04-21,"i dont hate it, but i dont love it either..",3,
2021-04-25,omg fantastic,5,
2022-07-11,not good not bad.. does the job,3,
2020-10-19,never again using,1,
2022-02-01,cant believe how bad it is,1,
2020-07-22,amazing app i recommend,5,
2019-02-14,good,4,
2018-09-29,amazing app i recommend,5,
2020-02-25,does the job,4,
2023-12-13,perfect to buy and sell easily,5,
2017-01-05,amazing app i recommend,5,
2019-01-10,bad app,1,
2020-08-06,perfection,5,
2017-12-07,wow so good,5,
2023-11-13,neutral,3,
2023-02-07,very good,5,
2017-04-15,bad,1,
2020-10-05,wow so good,5,
2019-07-27,"i dont hate it, but i dont love it either..",3,
2017-05-28,perfection,5,
2020-08-14,never again using,1,
2020-06-30,bad app,1,
2019-11-04,omg fantastic,5,
2019-08-23,"i dont hate it, but i dont love it either..",3,
2020-05-12,cant believe how bad it is,1,
2020-10-15,good,4,
2019-02-04,excellent,5,
2021-08-03,amazing app i recommend,5,
2023-10-30,wish it had a easier way to load with money,3,
2023-04-21,omg fantastic,5,
2020-01-09,cant believe how bad it is,1,
2022-04-21,very bad,1,
2020-09-15,neutral,3,
2022-07-22,never again using,1,
2021-04-12,GREAT APP,5,
2023-04-04,neutral,3,
2019-09-08,never again using,1,
2021-09-19,wow so good,5,
2017-01-25,very good,5,
2021-10-25,neutral,3,
2017-08-02,very bad,1,
2023-06-07,good,4,
2022-09-21,not good not bad.. does the job,3,
2020-09-10,omg fantastic,5,
2021-11-04,dont even install,1,
2023-01-11,"terrible UI, deleted",1,
2017-09-19,very bad,1,
2021-01-02,GREAT APP,5,
2018-12-15,wow so good,5,
2023-02-02,"terrible UI, deleted",1,
2020-01-31,cant believe how bad it is,1,
2019-11-05,bad app,1,
2019-01-16,bad app,1,
2022-03-01,uauh terrible,1,
2021-05-07,perfection,5,
2018-04-09,good,4,
2019-05-15,very good,5,
2019-10-07,cant believe how bad it is,1,
2020-11-04,not good not bad.. does the job,3,
2021-12-17,never again using,1,
2022-09-23,perfect to buy and sell easily,5,
2020-05-30,good,4,
2023-07-02,"terrible UI, deleted",1,
2021-07-30,not good not bad.. does the job,3,
2017-09-16,never again using,1,
2019-10-27,"i dont hate it, but i dont love it either..",3,
2021-10-04,wow so good,5,
2023-03-26,amazing app i recommend,5,
2023-12-29,dont even install,1,
2020-08-15,bad,1,
2022-08-23,amazing app i recommend,5,
2018-08-10,very bad,1,
2022-09-17,bad,1,
2021-06-29,dont even install,1,
2023-12-09,never again using,1,
2019-08-25,neutral,3,
2018-04-19,"i dont hate it, but i dont love it either..",3,
2019-05-16,"terrible UI, deleted",1,
2023-05-12,does the job,4,
2018-08-05,bad,1,
2021-02-20,neutral,3,
2021-10-06,amazing app i recommend,5,
2022-03-18,does the job,4,
2019-09-29,dont even install,1,
2020-05-09,3 out of 5 i guess,3,
2023-01-15,uauh terrible,1,
2022-05-22,very good,5,
2017-04-04,wow so good,5,
2020-05-24,does the job,4,
2020-08-19,good,4,
2020-10-21,dont even install,1,
2022-11-06,amazing app i recommend,5,
2020-05-13,very good,5,
2017-04-21,bad,1,
2021-02-09,3 out of 5 i guess,3,
2020-11-04,3 out of 5 i guess,3,
2021-09-14,good,4,
2017-11-28,wow so good,5,
2023-04-29,very bad,1,
2018-12-21,cant believe how bad it is,1,
2019-10-01,dont even install,1,
2019-11-15,perfection,5,
2020-12-17,3 out of 5 i guess,3,
2018-09-25,"i dont hate it, but i dont love it either..",3,
2017-07-14,bad,1,
2017-02-26,neutral,3,
2021-07-21,amazing app i recommend,5,
2020-07-14,not good not bad.. does the job,3,
2019-06-01,wow so good,5,
2021-11-09,wow so good,5,
2020-01-14,perfection,5,
2021-10-08,bad app,1,
2021-03-08,amazing app i recommend,5,
2022-06-26,bad app,1,
2020-06-01,dont even install,1,
2017-12-20,amazing app i recommend,5,
2023-11-22,wish it had a easier way to load with money,3,
2023-07-09,neutral,3,
2017-11-02,never again using,1,
2020-07-16,"terrible UI, deleted",1,
2021-09-13,never again using,1,
2020-03-23,omg fantastic,5,
2022-07-07,"terrible UI, deleted",1,
2021-02-06,never again using,1,
2018-09-07,perfect to buy and sell easily,5,
2022-03-08,"i dont hate it, but i dont love it either..",3,
2021-03-02,not good not bad.. does the job,3,
2022-06-20,perfection,5,
2018-05-29,omg fantastic,5,
2017-03-26,very bad,1,
2017-05-29,amazing app i recommend,5,
2018-03-11,neutral,3,
2020-09-23,omg fantastic,5,
2023-11-01,does the job,4,
2020-12-25,perfection,5,
2018-05-18,perfect to buy and sell easily,5,
2023-03-13,3 out of 5 i guess,3,
2022-03-03,bad,1,
2022-01-23,good,4,
2020-10-12,uauh terrible,1,
2023-04-24,neutral,3,
2020-06-13,never again using,1,
2020-08-27,excellent,5,
2017-01-15,neutral,3,
2017-11-26,very bad,1,
2020-04-23,wish it had a easier way to load with money,3,
2020-07-24,dont even install,1,
2018-04-08,bad app,1,
2019-07-31,perfection,5,
2018-01-10,cant believe how bad it is,1,
2022-03-02,amazing app i recommend,5,
2017-07-14,never again using,1,
2023-06-27,dont even install,1,
2018-07-22,never again using,1,
2020-11-11,never again using,1,
2017-01-09,good,4,
2023-04-15,bad,1,
2023-10-22,GREAT APP,5,
2019-08-28,excellent,5,
2019-12-10,"terrible UI, deleted",1,
2017-04-08,does the job,4,
2022-05-26,3 out of 5 i guess,3,
2019-06-07,perfection,5,
2021-09-25,excellent,5,
2023-03-11,"terrible UI, deleted",1,
2017-02-13,very good,5,
2022-02-20,amazing app i recommend,5,
2020-08-26,perfect to buy and sell easily,5,
2021-11-02,3 out of 5 i guess,3,
2020-05-27,bad,1,
2018-12-16,"i dont hate it, but i dont love it either..",3,
2019-11-25,bad app,1,
2022-05-18,dont even install,1,
2021-05-02,not good not bad.. does the job,3,
2022-02-02,dont even install,1,
2018-03-04,GREAT APP,5,
2017-08-26,perfection,5,
2023-08-16,perfect to buy and sell easily,5,
2018-04-11,does the job,4,
2017-03-19,"terrible UI, deleted",1,
2023-06-07,perfect to buy and sell easily,5,
2023-06-28,dont even install,1,
2021-08-13,wish it had a easier way to load with money,3,
2023-12-05,wow so good,5,
2018-11-02,omg fantastic,5,
2021-08-11,"i dont hate it, but i dont love it either..",3,
2023-11-17,very good,5,
2019-03-07,does the job,4,
2019-10-19,good,4,
2023-03-17,not good not bad.. does the job,3,
2020-12-31,wish it had a easier way to load with money,3,
2019-02-23,very bad,1,
2021-12-26,perfect to buy and sell easily,5,
2021-09-19,bad app,1,
2018-04-10,wish it had a easier way to load with money,3,
2019-06-16,"terrible UI, deleted",1,
2017-12-30,uauh terrible,1,
2017-05-19,dont even install,1,
2021-06-04,GREAT APP,5,
2020-11-29,cant believe how bad it is,1,
2022-04-06,perfect to buy and sell easily,5,
2021-03-25,"terrible UI, deleted",1,
2022-09-29,not good not bad.. does the job,3,
2020-11-12,not good not bad.. does the job,3,
2023-03-20,uauh terrible,1,
2023-02-21,very bad,1,
2017-11-10,neutral,3,
2021-11-22,amazing app i recommend,5,
2019-12-01,not good not bad.. does the job,3,
2018-04-08,neutral,3,
2021-10-29,"terrible UI, deleted",1,
2021-03-09,perfect to buy and sell easily,5,
2020-04-07,"terrible UI, deleted",1,
2017-04-11,wish it had a easier way to load with money,3,
2021-08-12,uauh terrible,1,
2019-03-25,wish it had a easier way to load with money,3,
2020-10-23,does the job,4,
2017-05-25,never again using,1,
2022-08-14,"i dont hate it, but i dont love it either..",3,
2019-08-31,not good not bad.. does the job,3,
2021-01-09,good,4,
2023-05-17,"terrible UI, deleted",1,
2018-04-13,bad app,1,
2020-01-25,good,4,
2019-07-15,not good not bad.. does the job,3,
2019-10-06,does the job,4,
2019-12-18,cant believe how bad it is,1,
2022-01-31,"terrible UI, deleted",1,
2023-05-25,excellent,5,
2017-11-01,"i dont hate it, but i dont love it either..",3,
2020-11-04,excellent,5,
2018-05-05,uauh terrible,1,
2022-12-24,GREAT APP,5,
2018-07-19,wish it had a easier way to load with money,3,
2017-07-22,dont even install,1,
2017-12-09,neutral,3,
2018-04-16,3 out of 5 i guess,3,
2018-01-13,perfect to buy and sell easily,5,
2022-12-30,GREAT APP,5,
2020-10-15,uauh terrible,1,
2019-04-19,3 out of 5 i guess,3,
2022-01-19,amazing app i recommend,5,
2020-02-14,dont even install,1,
2017-02-14,dont even install,1,
2019-12-02,amazing app i recommend,5,
2020-12-24,omg fantastic,5,
2023-12-03,3 out of 5 i guess,3,
2018-03-03,perfection,5,
2018-12-09,very bad,1,
2022-10-27,cant believe how bad it is,1,
2020-08-28,3 out of 5 i guess,3,
2020-02-11,very good,5,
2017-03-01,wish it had a easier way to load with money,3,
2021-08-04,wish it had a easier way to load with money,3,
2023-06-22,never again using,1,
2017-01-12,perfection,5,
2020-07-14,wish it had a easier way to load with money,3,
2019-12-26,good,4,
2018-05-03,neutral,3,
2021-10-27,never again using,1,
2021-12-19,good,4,
2023-04-21,perfection,5,
2017-11-08,never again using,1,
